Curs acadèmic,Any,Codi Oferta,Nom de l’Oferta,Tipus d’estudi,Sigles Universitat responsable,Via d’accés,Nota de tall,Municipi,Nombre de places
2024-2025,2024,1367,Ciència i Tecnologia dels Aliments,Grau,UAB,Pau/cfgs/FP,9.194,Cerdanyola del Vallès,70
2024-2025,2024,4003,Fisioteràpia / Infermeria (simultaneïtat),Grau,UdL,Pau/cfgs/FP,11.797,Lleida,25
2024-2025,2024,4711,Infermeria,Grau,UdG,Pau/cfgs/FP,10.550,Girona,190
2024-2025,2024,4404,Gestió en Turisme i Hoteleria,Grau,URV,Pau/cfgs/FP,5.000,Vila-Seca,75
2024-2025,2024,4066,Administració i Direcció d'Empreses / Turisme (simultaneïtat),Grau,UdL,Pau/cfgs/FP,7.222,Lleida,20
2024-2025,2024,1026,Enginyeria de Sistemes Biològics,Grau,UPC,Pau/cfgs/FP,8.772,Castelldefels,55
2024-2025,2024,1563,Enginyeria Química,Grau,UAB,Pau/cfgs/FP,8.874,Cerdanyola del Vallès,80
2024-2025,2024,4952,"Belles Arts ""BAU""",Grau,UVic-UCC,Pau/cfgs/FP,5.000,Barcelona,80
2024-2025,2024,1096,Prevenció i Seguretat Integral,Grau,UAB,Pau/cfgs/FP,5.000,Cerdanyola del Vallès,88
2024-2025,2024,1091,Història,Grau,UAB,Pau/cfgs/FP,5.000,Cerdanyola del Vallès,140
2024-2025,2024,887,Periodisme,Grau,URV,Pau/cfgs/FP,8.822,Tarragona,45
2024-2025,2024,902,Periodisme,Grau,UVic-UCC,Pau/cfgs/FP,5.000,Vic,50
2024-2025,2024,4252,"Turisme ""CETT"" (docència en Anglès)",Grau,UB,Pau/cfgs/FP,5.000,Barcelona,65
2024-2025,2024,4023,Arquitectura Tècnica i Edificació,Grau,UdG,Pau/cfgs/FP,8.218,Girona,25
2024-2025,2024,4020,Arquitectura Tècnica i Edificació,Grau,UdL,Pau/cfgs/FP,7.890,Lleida,25
2024-2025,2024,1105,Educació Infantil,Grau,UAB,Pau/cfgs/FP,9.216,Cerdanyola del Vallès,130
2024-2025,2024,876,Relacions Laborals,Grau,UAB,Pau/cfgs/FP,8.076,Cerdanyola del Vallès,125
2024-2025,2024,4509,Enginyeria en Organització Industrial i Logística / Enginyeria Química (agrupació),Grau,UdL,Pau/cfgs/FP,6.252,Igualada,50
2024-2025,2024,1368,Enginyeria Informàtica,Grau,UAB,Pau/cfgs/FP,9.572,Cerdanyola del Vallès,190
2024-2025,2024,906,Biologia,Grau,UAB,Pau/cfgs/FP,10.936,Cerdanyola del Vallès,80
2024-2025,2024,4641,Enginyeria Biomèdica / Enginyeria de Sistemes i Serveis de Telecomunicacions (simultaneïtat),Grau,URV,Pau/cfgs/FP,11.836,Tarragona,10
2024-2025,2024,4859,"Administració i Direcció d'Empreses / Màrqueting ""ESIC"" (simultaneïtat)",Grau,URV,Pau/cfgs/FP,9.930,Barcelona/Reus,10
2024-2025,2024,1081,Informàtica i Serveis,Grau,UAB,Pau/cfgs/FP,5.000,Sant Cugat del Vallès,50
2024-2025,2024,4877,Ciències de l'Activitat Física i de l'Esport,Grau,UdL,Pau/cfgs/FP,9.191,La Seu d'Urgell,40
2024-2025,2024,5092,"Odontologia (Campus Medicina, Vic)",Grau,UVic-UCC,Pau/cfgs/FP,11.250,Manresa/Vic,60
2024-2025,2024,3439,Fisioteràpia,Grau,UVic-UCC,Pau/cfgs/FP,7.689,Vic,160
2025-2026,2025,919,Bioquímica,Grau,UB,Pau/cfgs/FP,11.621,Barcelona,60
2024-2025,2024,4706,Filologia Catalana: Estudis de Literatura i Lingüística,Grau,UAB,Pau/cfgs/FP,5.000,Cerdanyola del Vallès,40
2024-2025,2024,4574,Estadística Aplicada,Grau,UAB,Pau/cfgs/FP,9.947,Cerdanyola del Vallès,40
2024-2025,2024,1055,Educació Primària,Grau,UB,Pau/cfgs/FP,9.442,Barcelona,375
2024-2025,2024,2470,Empresa Internacional (docència en Anglès),Grau,UB,Pau/cfgs/FP,11.683,Barcelona,80
2024-2025,2024,5168,Direcció d'Empreses Hoteleres i Gastronòmiques,Grau,UdG,Pau/cfgs/FP,5.000,Sant Pol de Mar,40
2024-2025,2024,917,Estudis d'Àsia Oriental -Japonès-,Grau,UAB,Pau/cfgs/FP,7.170,Cerdanyola del Vallès,40
2024-2025,2024,1583,Administració i Direcció d'Empreses / Dret (simultaneïtat),Grau,UB,Pau/cfgs/FP,11.406,Barcelona,60
2024-2025,2024,4748,Arqueologia / Història (simultaneïtat),Grau,UB,Pau/cfgs/FP,7.451,Barcelona,20
2024-2025,2024,1124,Relacions Laborals,Grau,UB,Pau/cfgs/FP,8.004,Barcelona,170
2024-2025,2024,3574,Criminologia i Polítiques Públiques de Prevenció / Dret (simultaneïtat),Grau,UPF,Pau/cfgs/FP,11.362,Barcelona,20
2024-2025,2024,1453,Enginyeria en Vehicles Aeroespacials,Grau,UPC,Pau/cfgs/FP,12.574,Terrassa,60
2024-2025,2024,4490,"Filosofia, Política i Economia",Grau,UPF,Pau/cfgs/FP,12.260,Barcelona/Cerdanyola del Vallès,30
2024-2025,2024,1409,Enginyeria Agroalimentària,Grau,UdG,Pau/cfgs/FP,6.768,Girona,40
2024-2025,2024,1410,Enginyeria Elèctrica,Grau,UdG,Pau/cfgs/FP,6.450,Girona,40
2024-2025,2024,1168,Educació Social,Grau,UdL,Pau/cfgs/FP,7.788,Lleida,80
2024-2025,2024,1059,Història de l'Art,Grau,UB,Pau/cfgs/FP,5.000,Barcelona,170
2024-2025,2024,1449,Enginyeria en Sistemes i Tecnologia Naval,Grau,UPC,Pau/cfgs/FP,8.550,Barcelona,60
2024-2025,2024,5069,Història / Història de l'Art (simultaneïtat),Grau,UdG,Pau/cfgs/FP,7.952,Girona,10
2024-2025,2024,996,Química,Grau,UdG,Pau/cfgs/FP,8.326,Girona,60
2024-2025,2024,984,Enginyeria Mecànica,Grau,UdG,Pau/cfgs/FP,7.507,Girona,90
2024-2025,2024,3971,Enginyeria de Sistemes i Serveis de Telecomunicacions,Grau,URV,Pau/cfgs/FP,7.400,Tarragona,40
2024-2025,2024,864,Ciències de l'Activitat Física i de l'Esport,Grau,UVic-UCC,Pau/cfgs/FP,6.866,Vic,100
2024-2025,2024,1384,Sociologia,Grau,UB,Pau/cfgs/FP,7.156,Barcelona,130
2024-2025,2024,3501,Llengües Romàniques i les seves Literatures,Grau,UB,Pau/cfgs/FP,5.000,Barcelona,40
2024-2025,2024,4957,Dret / Relacions Internacionals (simultaneïtat),Grau,UAB,Pau/cfgs/FP,12.886,Cerdanyola del Vallès,20
2024-2025,2024,3222,Dret / Relacions Laborals (simultaneïtat),Grau,UAB,Pau/cfgs/FP,10.250,Cerdanyola del Vallès,20
2024-2025,2024,3575,Ciència i Producció Animal / Veterinària (simultaneïtat),Grau,UdL,Pau/cfgs/FP,11.252,Lleida,60
2024-2025,2024,4836,Conservació - Restauració de Béns Culturals,Grau,UB,Pau/cfgs/FP,5.000,Barcelona,50
2024-2025,2024,4572,Comunicació Interactiva,Grau,UAB,Pau/cfgs/FP,7.136,Cerdanyola del Vallès,60
2024-2025,2024,4713,Comunicació Audiovisual,Grau,UB,Pau/cfgs/FP,11.090,Barcelona,45
2024-2025,2024,1090,Traducció i Interpretació -Anglès-,Grau,UAB,Pau/cfgs/FP,6.242,Cerdanyola del Vallès,140
2024-2025,2024,4127,Enginyeria Biomèdica,Grau,URV,Pau/cfgs/FP,10.686,Tarragona,40
2024-2025,2024,1007,Ciències Empresarials - Management,Grau,UPF,Pau/cfgs/FP,11.580,Barcelona,110
2024-2025,2024,1022,Enginyeria de Disseny Industrial i Desenvolupament del Producte,Grau,UPC,Pau/cfgs/FP,8.105,Vilanova i la Geltrú,100
2024-2025,2024,1415,Enginyeria Mecànica,Grau,URV,Pau/cfgs/FP,7.792,Tarragona,65
2024-2025,2024,4495,"Enginyeria d'Organització Industrial / Enginyeria Electrònica Industrial i Automàtica / Enginyeria Mecànica ""Tecnocampus"" (agrupació)",Grau,UPF,Pau/cfgs/FP,5.732,Mataró,80
2024-2025,2024,1401,Enginyeria Agrària i Alimentària,Grau,UdL,Pau/cfgs/FP,6.210,Lleida,60
2024-2025,2024,1135,Ciències Biomèdiques,Grau,UAB,Pau/cfgs/FP,12.431,Cerdanyola del Vallès,60
2024-2025,2024,1058,Història,Grau,UB,Pau/cfgs/FP,5.000,Barcelona,255
2024-2025,2024,889,Bioquímica i Biologia Molecular,Grau,URV,Pau/cfgs/FP,10.980,Tarragona,45
2024-2025,2024,1140,Administració i Direcció d'Empreses,Grau,URV,Pau/cfgs/FP,7.866,Reus,140
2024-2025,2024,4634,Paisatgisme,Grau,UPC,Pau/cfgs/FP,7.334,Barcelona/Castelldefels,50
2024-2025,2024,5216,"Màrqueting, Innovació i Tecnologia ""EUNCET"" (Campus 22@) (semipresencial)",Grau,UPC,Pau/cfgs/FP,5.000,Barcelona,35
2024-2025,2024,1127,Filologia Hispànica,Grau,UB,Pau/cfgs/FP,5.000,Barcelona,120
2024-2025,2024,1087,Sociologia,Grau,UAB,Pau/cfgs/FP,6.934,Cerdanyola del Vallès,110
2024-2025,2024,1077,Enginyeria Electrònica de Telecomunicació,Grau,UB,Pau/cfgs/FP,8.660,Barcelona,40
2024-2025,2024,929,Periodisme,Grau,UPF,Pau/cfgs/FP,10.866,Barcelona,80
2024-2025,2024,1078,Enginyeria Química,Grau,UB,Pau/cfgs/FP,10.120,Barcelona,70
2024-2025,2024,955,Medicina,Grau,URV,Pau/cfgs/FP,12.696,Reus,130
2024-2025,2024,4955,Història / Història de l'Art (simultaneïtat),Grau,UB,Pau/cfgs/FP,8.812,Barcelona,20
2024-2025,2024,4828,Llengua i Literatura Espanyoles,Grau,UAB,Pau/cfgs/FP,5.000,Cerdanyola del Vallès,60
2024-2025,2024,5198,"Fisioteràpia ""EUSES""",Grau,UdG,Pau/cfgs/FP,7.787,Salt,165
2025-2026,2025,5167,Fisioteràpia (docència en Anglès) (només per a estudiants espanyols o estrangers amb residència),Grau,UdG,Pau/cfgs/FP,7.534,L'Hospitalet de Llobregat,18
2025-2026,2025,3501,Llengües Romàniques i les seves Literatures,Grau,UB,Pau/cfgs/FP,5.000,Barcelona,40
2025-2026,2025,4127,Enginyeria Biomèdica,Grau,URV,Pau/cfgs/FP,10.378,Tarragona,40
2025-2026,2025,885,Pedagogia,Grau,URV,Pau/cfgs/FP,8.355,Tarragona,45
2025-2026,2025,5183,"Empresa, Innovació i Tecnologia ""EUNCET"" (Campus Terrassa) (presencial)",Grau,UPC,Pau/cfgs/FP,5.000,Terrassa,70
2025-2026,2025,1078,Enginyeria Química,Grau,UB,Pau/cfgs/FP,11.158,Barcelona,70
2025-2026,2025,4575,Estadística Aplicada / Sociologia (simultaneïtat),Grau,UAB,Pau/cfgs/FP,8.896,Cerdanyola del Vallès,20
2025-2026,2025,1376,Ciència i Tecnologia dels Aliments,Grau,UB,Pau/cfgs/FP,8.638,Santa Coloma de Gramenet,80
2025-2026,2025,4637,"Màrqueting ""ESIC"" (docència en Anglès)",Grau,URV,Pau/cfgs/FP,5.000,Barcelona,35
2025-2026,2025,1169,Dret,Grau,UdL,Pau/cfgs/FP,8.043,Lleida,115
2025-2026,2025,5289,"Grau obert ""CETT"" (Direcció Hotelera Internacional / Màrqueting, Esdeveniments i Entreteniment / Negoci Digital i Innovació en Turisme / Turisme) (agrupació)",Grau,UB,Pau/cfgs/FP,5.000,Barcelona,38
2025-2026,2025,1383,Nutrició Humana i Dietètica,Grau,UB,Pau/cfgs/FP,9.939,Santa Coloma de Gramenet,60
2025-2026,2025,2678,Administració i Direcció d'Empreses / Economia (simultaneïtat),Grau,UdG,Pau/cfgs/FP,10.000,Girona,30
2025-2026,2025,843,Humanitats,Grau,UPF,Pau/cfgs/FP,5.000,Barcelona,170
2025-2026,2025,4561,Traducció i Interpretació -Anglès-,Grau,UPF,Pau/cfgs/FP,6.132,Barcelona,85
2025-2026,2025,4714,Ciències,Grau,UAB,Pau/cfgs/FP,7.920,Cerdanyola del Vallès,15
2025-2026,2025,906,Biologia,Grau,UAB,Pau/cfgs/FP,10.908,Cerdanyola del Vallès,80
2025-2026,2025,2677,Administració i Direcció d'Empreses / Enginyeria en Tecnologies Industrials (simultaneïtat),Grau,UdG,Pau/cfgs/FP,10.198,Girona,15
2025-2026,2025,880,Musicologia,Grau,UAB,Pau/cfgs/FP,5.000,Cerdanyola del Vallès,60
2025-2026,2025,951,Treball Social,Grau,URV,Pau/cfgs/FP,7.362,Tarragona,85
2025-2026,2025,994,Biotecnologia,Grau,UdG,Pau/cfgs/FP,10.354,Girona,60
2025-2026,2025,5287,"Grau Obert, Programa de (agrupació)",Grau,UPF,Pau/cfgs/FP,11.030,Barcelona,30
2025-2026,2025,4931,Estudis d'Anglès i de Clàssiques,Grau,UAB,Pau/cfgs/FP,5.000,Cerdanyola del Vallès,30
2025-2026,2025,2202,"Màrqueting i Comunitats Digitals ""Tecnocampus""",Grau,UPF,Pau/cfgs/FP,5.876,Mataró,70
2025-2026,2025,2685,Educació Infantil / Educació Primària (pla de millora de la formació inicial de Mestre - 5 anys) (menció en Llengua Anglesa) (simultaneïtat),Grau,UVic,Pau/cfgs/FP,5.400,Vic,40
2025-2026,2025,5083,"Disseny, Animació i Art Digital",Grau,UPC,Pau/cfgs/FP,8.796,Terrassa,40
2025-2026,2025,1073,Farmàcia,Grau,UB,Pau/cfgs/FP,11.202,Barcelona,340
2025-2026,2025,1058,Història,Grau,UB,Pau/cfgs/FP,5.000,Barcelona,255
2025-2026,2025,1168,Educació Social,Grau,UdL,Pau/cfgs/FP,7.213,Lleida,80
2025-2026,2025,4871,Medicina,Grau,UPF,Pau/cfgs/FP,12.650,Barcelona,64
2025-2026,2025,1063,Medicina (Campus Clínic),Grau,UB,Pau/cfgs/FP,12.850,Barcelona,200
2025-2026,2025,5215,"Màrqueting, Innovació i Tecnologia ""EUNCET"" (Campus 22@) (presencial)",Grau,UPC,Pau/cfgs/FP,6.324,Barcelona,35
2025-2026,2025,997,Criminologia,Grau,UdG,Pau/cfgs/FP,8.604,Girona,55
2025-2026,2025,981,"Comunicació Audiovisual i Multimèdia ""ERAM""",Grau,UdG,Pau/cfgs/FP,5.000,Salt,50
2025-2026,2025,3575,Veterinària / Ciència i Producció Animal (simultaneïtat),Grau,UdL,Pau/cfgs/FP,11.329,Lleida,60
2025-2026,2025,1560,Periodisme,Grau,UAB,Pau/cfgs/FP,9.360,Cerdanyola del Vallès,160
2025-2026,2025,4370,"Administració i Direcció d'Empreses ""IGEMA""",Grau,URV,Pau/cfgs/FP,5.000,Barcelona,80
2025-2026,2025,3971,Enginyeria de Sistemes i Serveis de Telecomunicacions,Grau,URV,Pau/cfgs/FP,7.776,Tarragona,40
2025-2026,2025,1047,"Disseny ""BAU""",Grau,UVic,Pau/cfgs/FP,5.000,Barcelona,160
2025-2026,2025,3115,"Logística i Negocis Marítims ""Tecnocampus""",Grau,UPF,Pau/cfgs/FP,5.802,Mataró,45
2025-2026,2025,5107,Ciències Ambientals / Geologia (simultaneïtat),Grau,UAB,Pau/cfgs/FP,8.096,Cerdanyola del Vallès,30
2025-2026,2025,5272,"Disseny per als Sistemes Alimentaris ""ELISAVA-CETT""",Grau,UVic,Pau/cfgs/FP,5.000,Barcelona,60
2025-2026,2025,1367,Ciència i Tecnologia dels Aliments,Grau,UAB,Pau/cfgs/FP,9.032,Cerdanyola del Vallès,70
2025-2026,2025,1365,Psicologia,Grau,UAB,Pau/cfgs/FP,9.840,Cerdanyola del Vallès,360
2025-2026,2025,1453,Enginyeria en Vehicles Aeroespacials,Grau,UPC,Pau/cfgs/FP,12.620,Terrassa,60
2025-2026,2025,4543,Ciència Política i Gestió Pública / Sociologia (simultaneïtat),Grau,UAB,Pau/cfgs/FP,9.694,Cerdanyola del Vallès,20
2025-2026,2025,929,Periodisme,Grau,UPF,Pau/cfgs/FP,10.426,Barcelona,80
2025-2026,2025,952,Anglès,Grau,URV,Pau/cfgs/FP,5.404,Tarragona,55
2025-2026,2025,4499,Educació Primària / Ciències de l'Activitat Física i de l'Esport (simultaneïtat),Grau,UdL,Pau/cfgs/FP,8.956,Lleida,30
2025-2026,2025,1086,Ciència Política i Gestió Pública,Grau,UAB,Pau/cfgs/FP,8.866,Cerdanyola del Vallès,80
2025-2026,2025,1076,Filologia Catalana,Grau,UB,Pau/cfgs/FP,6.160,Barcelona,70
2025-2026,2025,3988,Estudis Anglesos,Grau,UdL,Pau/cfgs/FP,5.000,Lleida,40
2025-2026,2025,4449,"Dret ""ESERP""",Grau,UVic,Pau/cfgs/FP,5.000,Barcelona,90
2025-2026,2025,3217,Farmàcia / Nutrició Humana i Dietètica (simultaneïtat),Grau,UB,Pau/cfgs/FP,11.934,Barcelona/Santa Coloma de Gramenet,20
2025-2026,2025,4989,"Tecnologies Industrials i Anàlisi Econòmica, Grau en + Màster Universitari en Enginyeria Industrial (PARS: Enginyer/a Industrial i Anàlisi Econòmica) (docència en Anglès)",Grau,UPC,Pau/cfgs/FP,12.540,Barcelona,50
2025-2026,2025,5187,Filologia Catalana / Filologia Hispànica (simultaneïtat),Grau,UdG,Pau/cfgs/FP,6.378,Girona,10
2025-2026,2025,901,Comunicació Audiovisual,Grau,UVic,Pau/cfgs/FP,5.000,Vic,40
2025-2026,2025,4700,"Estudis d'Espanyol i Xinès: Llengua, Literatura i Cultura",Grau,UAB,Pau/cfgs/FP,5.000,Cerdanyola del Vallès,40
2025-2026,2025,925,"Infermeria ""Escola Superior d'Infermeria del Mar""",Grau,UPF,Pau/cfgs/FP,9.636,Barcelona,85
2025-2026,2025,1093,Traducció i Interpretació -Alemany-,Grau,UAB,Pau/cfgs/FP,5.000,Cerdanyola del Vallès,40
2025-2026,2025,5169,Estudis Globals / Global Studies (docència en Anglès),Grau,UdG,Pau/cfgs/FP,8.800,Girona,40
2025-2026,2025,1459,Tecnologies Marines,Grau,UPC,Pau/cfgs/FP,7.548,Barcelona,44
2025-2026,2025,4490,"Filosofia, Política i Economia",Grau,UPF,Pau/cfgs/FP,12.046,Barcelona/Cerdanyola del Vallès,30
2025-2026,2025,2470,Empresa Internacional (docència en Anglès),Grau,UB,Pau/cfgs/FP,11.358,Barcelona,80
2025-2026,2025,1420,Fisioteràpia,Grau,URV,Pau/cfgs/FP,10.170,Reus,80
2025-2026,2025,4222,Medicina,Grau,UVic,Pau/cfgs/FP,11.865,Vic,115
2025-2026,2025,1049,Infermeria (Campus Bellvitge),Grau,UB,Pau/cfgs/FP,10.989,L'Hospitalet de Llobregat,395
2025-2026,2025,897,Teràpia Ocupacional (presencial / semipresencial),Grau,UVic,Pau/cfgs/FP,5.000,Vic,45
2025-2026,2025,4988,"Enginyeria en Tecnologies Industrials, Grau en + Màster Universitari en Enginyeria Industrial (PARS: Enginyer/a Industrial)",Grau,UPC,Pau/cfgs/FP,11.098,Barcelona,400
2025-2026,2025,4921,Biomedicina,Grau,UVic,Pau/cfgs/FP,10.566,Vic,50
2025-2026,2025,2070,"Administració d'Empreses i Gestió de la Innovació / Turisme i Gestió del Lleure ""Tecnocampus"" (simultaneïtat)",Grau,UPF,Pau/cfgs/FP,5.000,Mataró,40
2025-2026,2025,5074,Gestió de la Societat Digital (Campus Manresa),Grau,UVic,Pau/cfgs/FP,5.000,Manresa,40
2025-2026,2025,4066,Administració i Direcció d'Empreses / Turisme (simultaneïtat),Grau,UdL,Pau/cfgs/FP,7.360,Lleida,20
2025-2026,2025,1366,Veterinària,Grau,UAB,Pau/cfgs/FP,12.024,Cerdanyola del Vallès,115
2025-2026,2025,5108,"Moda ""ERAM""",Grau,UdG,Pau/cfgs/FP,5.000,Girona/Salt,30
2025-2026,2025,1135,Ciències Biomèdiques,Grau,UAB,Pau/cfgs/FP,12.372,Cerdanyola del Vallès,60
2025-2026,2025,3210,Innovació i Seguretat Alimentària,Grau,UdG,Pau/cfgs/FP,5.000,Girona,40
2025-2026,2025,4753,Enginyeria Mecànica / Enginyeria de l'Energia i Sostenibilitat (simultaneïtat),Grau,UdL,Pau/cfgs/FP,10.218,Lleida,10
2025-2026,2025,1561,Publicitat i Relacions Públiques,Grau,UAB,Pau/cfgs/FP,10.892,Cerdanyola del Vallès,80
2025-2026,2025,1106,Educació Primària,Grau,UAB,Pau/cfgs/FP,8.960,Cerdanyola del Vallès,180
2025-2026,2025,1074,Estudis Anglesos (docència en Anglès),Grau,UB,Pau/cfgs/FP,5.914,Barcelona,160
2025-2026,2025,1123,Criminologia,Grau,UB,Pau/cfgs/FP,9.783,Barcelona,70
2025-2026,2025,1030,Enginyeria de Sistemes Audiovisuals,Grau,UPC,Pau/cfgs/FP,7.214,Terrassa,60
2025-2026,2025,4704,Enginyeria Ambiental,Grau,UPC,Pau/cfgs/FP,7.598,Barcelona/Castelldefels,60
2025-2026,2025,4369,Enginyeria Biomèdica,Grau,UdG,Pau/cfgs/FP,10.426,Girona,40
2025-2026,2025,1566,Administració i Direcció d'Empreses / Dret (simultaneïtat),Grau,UAB,Pau/cfgs/FP,10.082,Cerdanyola del Vallès,80
2025-2026,2025,4574,Estadística Aplicada,Grau,UAB,Pau/cfgs/FP,9.500,Cerdanyola del Vallès,40
2025-2026,2025,1380,Filosofia,Grau,UB,Pau/cfgs/FP,5.894,Barcelona,200
2025-2026,2025,4576,Estudis Àrabs i Hebreus,Grau,UB,Pau/cfgs/FP,5.000,Barcelona,40
2025-2026,2025,4413,Relacions Internacionals,Grau,UAB,Pau/cfgs/FP,11.570,Cerdanyola del Vallès,50
2025-2026,2025,5092,Odontologia,Grau,UVic,Pau/cfgs/FP,11.074,Manresa/Vic,60
2025-2026,2025,1101,"Infermeria ""Gimbernat""",Grau,UAB,Pau/cfgs/FP,7.875,Sant Cugat del Vallès,200
2025-2026,2025,1127,Filologia Hispànica,Grau,UB,Pau/cfgs/FP,5.000,Barcelona,120
2025-2026,2025,983,Enginyeria Electrònica Industrial i Automàtica,Grau,UdG,Pau/cfgs/FP,7.244,Girona,50
2025-2026,2025,5196,Estudis Globals (Només per a estudiants amb uns estudis de batxillerat o equivalent que NO pertanyin a sistemes educatius de la Unió Europea ni d'altres estats amb acords de reciprocitats),Grau,UPF,Pau/cfgs/FP,5.000,Barcelona,30
2025-2026,2025,920,Biotecnologia,Grau,UB,Pau/cfgs/FP,11.830,Barcelona,80
2025-2026,2025,4752,Administració i Direcció d'Empreses,Grau,UdL,Pau/cfgs/FP,8.224,Igualada,40
2025-2026,2025,3220,Educació Infantil / Educació Primària (pla de millora de la formació inicial de Mestre - 5 anys) (simultaneïtat),Grau,UAB,Pau/cfgs/FP,10.693,Cerdanyola del Vallès,20
2025-2026,2025,5235,Enginyeria en Informàtica,Grau,UPF,Pau/cfgs/FP,10.433,Barcelona,55
2025-2026,2025,4918,"Direcció i Gestió d'Empreses en l'Àmbit Digital ""ESIC""",Grau,URV,Pau/cfgs/FP,5.000,Barcelona,80
2025-2026,2025,2680,Biologia / Ciències Ambientals (simultaneïtat),Grau,UdG,Pau/cfgs/FP,10.136,Girona,20
2025-2026,2025,4865,Enginyeria Electrònica Industrial i Automàtica / Enginyeria Mecànica / Enginyeria Química / Enginyeria de Recursos Minerals i el seu Reciclatge (agrupació),Grau,UPC,Pau/cfgs/FP,7.958,Manresa,180
2025-2026,2025,1419,Nutrició Humana i Dietètica,Grau,URV,Pau/cfgs/FP,8.033,Reus,85
2025-2026,2025,842,Comunicació Audiovisual,Grau,UPF,Pau/cfgs/FP,11.659,Barcelona,80
2025-2026,2025,1406,Economia,Grau,UdG,Pau/cfgs/FP,8.832,Girona,50
2025-2026,2025,5115,Filologia Hispànica,Grau,UdL,Pau/cfgs/FP,5.000,Lleida,20
2025-2026,2025,3526,Disseny i Desenvolupament de Videojocs,Grau,UdG,Pau/cfgs/FP,7.408,Girona,40
2025-2026,2025,3116,Disseny i Desenvolupament de Videojocs (Campus Terrassa),Grau,UPC,Pau/cfgs/FP,5.000,Barcelona/Terrassa,40
2025-2026,2025,5078,"Enginyeria Informàtica, Grau en + Màster Universitari en Enginyeria Informàtica (PARS: Enginyer/a Informàtic/a)",Grau,UdL,Pau/cfgs/FP,7.735,Lleida,10
2025-2026,2025,1381,Arqueologia,Grau,UB,Pau/cfgs/FP,5.000,Barcelona,75
2025-2026,2025,4994,Infermeria,Grau,URV,Pau/cfgs/FP,10.355,el Vendrell/Vilafranca del Penedès,40
2025-2026,2025,5058,"Nutrició Humana i Dietètica ""Tecnocampus""",Grau,UPF,Pau/cfgs/FP,5.040,Mataró,60
2025-2026,2025,1577,Pilot d'Aviació Comercial i Operacions Aèries,Grau,URV,Pau/cfgs/FP,8.564,Reus,38
2025-2026,2025,1584,Administració i Direcció d'Empreses / Matemàtiques (simultaneïtat),Grau,UB,Pau/cfgs/FP,11.980,Barcelona,20
2025-2026,2025,4835,"Ciència, Tecnologia i Humanitats",Grau,UAB,Pau/cfgs/FP,7.260,Cerdanyola del Vallès,15
2025-2026,2025,899,Educació Primària,Grau,UVic,Pau/cfgs/FP,6.438,Vic,70
2025-2026,2025,1091,Història,Grau,UAB,Pau/cfgs/FP,5.000,Cerdanyola del Vallès,140
2025-2026,2025,1098,"Fisioteràpia ""Gimbernat""",Grau,UAB,Pau/cfgs/FP,6.558,Sant Cugat del Vallès,240
2025-2026,2025,5082,Estudis Socioculturals de Gènere,Grau,UAB,Pau/cfgs/FP,5.000,Cerdanyola del Vallès,60
2025-2026,2025,884,Educació Social,Grau,URV,Pau/cfgs/FP,7.994,Tarragona,55
2025-2026,2025,4986,"Enginyeria Civil, Grau en + Màster universitari en Enginyeria de Camins, Canals i Ports (PARS: Enginyer/a de Camins, Canals i Ports)",Grau,UPC,Pau/cfgs/FP,11.498,Barcelona,40
2025-2026,2025,4495,"Enginyeria d'Organització Industrial / Enginyeria Electrònica Industrial i Automàtica / Enginyeria Mecànica ""Tecnocampus"" (agrupació)",Grau,UPF,Pau/cfgs/FP,6.980,Mataró,80
2025-2026,2025,3239,Criminologia / Dret (simultaneïtat),Grau,UdG,Pau/cfgs/FP,9.300,Girona,15
2025-2026,2025,1174,Ciències Biomèdiques,Grau,UdL,Pau/cfgs/FP,11.580,Lleida,45
2025-2026,2025,2671,Ciència Política i Gestió Pública / Dret (simultaneïtat),Grau,UAB,Pau/cfgs/FP,11.240,Cerdanyola del Vallès,20
2025-2026,2025,942,Turisme,Grau,UdG,Pau/cfgs/FP,5.044,Girona,70
2025-2026,2025,1142,Finances i Comptabilitat,Grau,URV,Pau/cfgs/FP,6.914,Reus,115
2025-2026,2025,4263,Llengües Aplicades i Traducció / Estudis Anglesos (simultaneïtat),Grau,UdL,Pau/cfgs/FP,5.000,Lleida,10
2025-2026,2025,4987,"Enginyeria de Tecnologies i Serveis de Telecomunicació (esp. Telecomunicació, Audiovisuals i Telemàtica, que inclou xarxes i internet), Grau en + Màster Universitari en Enginyeria de Telecomunicació (PARS: Enginyer/a de Telecomunicació)",Grau,UPC,Pau/cfgs/FP,11.260,Barcelona,40
2025-2026,2025,1103,Infermeria,Grau,UAB,Pau/cfgs/FP,10.922,Cerdanyola del Vallès,240
2025-2026,2025,5212,"Empresa, Innovació i Tecnologia ""EUNCET"" (Campus 22@) (presencial)",Grau,UPC,Pau/cfgs/FP,5.846,Barcelona,70
2025-2026,2025,902,Periodisme,Grau,UVic,Pau/cfgs/FP,5.000,Vic,40
2025-2026,2025,5127,Antropologia Social i Cultural,Grau,UAB,Pau/cfgs/FP,5.000,Cerdanyola del Vallès,70
2025-2026,2025,3240,Enginyeria Elèctrica / Enginyeria Electrònica Industrial i Automàtica (simultaneïtat),Grau,URV,Pau/cfgs/FP,9.078,Tarragona,10
