		ï»¿CURSO;UNIVERSIDAD;PETICION;GRADO;CENTRO;ÁREA;GENERAL;TITULADOS;"MAYORES 25";"MAYORES 40";"MAYORES 45"
2024;HUELVA;527008;"CIENCIAS AMBIENTALES";"FACULTAD DE CIENCIAS EXPERIMENTALES";C;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;HUELVA;527105;"CIENCIAS AMBIENTALES + INGENIERÍA FORESTAL Y DEL MEDIO NATURAL";"FACULTAD DE CIENCIAS EXPERIMENTALES";SIN;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;HUELVA;527504;"CIENCIAS DE LA ACTIVIDAD FÍSICA Y DEL DEPORTE";"FACULTAD DE CIENCIAS DE LA EDUCACIÓN, PSICOLOGÍA Y CIENCIAS DEL DEPORTE";SYJ;"11,106 PREF";7,610;"5,000 ONPNA";5,000;5,000
2024;HUELVA;529501;DERECHO;"FACULTAD DE DERECHO";SYJ;"5,984 PREF";5,000;"5,000 ONPNA";15,125;5,000
2024;HUELVA;545508;"EDUCACIÓN INFANTIL";"FACULTAD DE CIENCIAS DE LA EDUCACIÓN, PSICOLOGÍA Y CIENCIAS DEL DEPORTE";SYJ;"8,330 PREF";5,000;"5,000 ONPNA";5,000;5,000
2024;HUELVA;546501;"EDUCACIÓN PRIMARIA";"FACULTAD DE CIENCIAS DE LA EDUCACIÓN, PSICOLOGÍA Y CIENCIAS DEL DEPORTE";SYJ;"8,250 PREF";7,580;"5,000 ONPNA";5,000;5,000
2024;HUELVA;502203;"EDUCACIÓN SOCIAL";"FACULTAD DE CIENCIAS DE LA EDUCACIÓN, PSICOLOGÍA Y CIENCIAS DEL DEPORTE";SYJ;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;HUELVA;502505;ENFERMERÍA;"FACULTAD DE ENFERMERÍA";SD;"12,140 PREF";8,292;"7,020 OPA";18,333;6,225
2024;HUELVA;534509;"ESTUDIOS INGLESES";"FACULTAD DE HUMANIDADES";AYH;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;HUELVA;534703;"ESTUDIOS INGLESES + FILOLOGÍA HISPÁNICA";"FACULTAD DE HUMANIDADES";AYH;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;HUELVA;534002;"FILOLOGÍA HISPÁNICA";"FACULTAD DE HUMANIDADES";AYH;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;HUELVA;502009;"FINANZAS Y CONTABILIDAD";"FACULTAD DE CIENCIAS EMPRESARIALES";SYJ;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;HUELVA;537003;GEOLOGÍA;"FACULTAD DE CIENCIAS EXPERIMENTALES";C;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;HUELVA;537208;"GEOLOGÍA + CIENCIAS AMBIENTALES";"FACULTAD DE CIENCIAS EXPERIMENTALES";C;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;HUELVA;549502;"GESTIÓN CULTURAL (Modalidad virtual) *renovación de la acreditación pendiente*";"FACULTAD DE HUMANIDADES";AYH;5,000;7,250;"5,000 ONPNA";5,000;5,000
2024;HUELVA;537501;HISTORIA;"FACULTAD DE HUMANIDADES";AYH;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;HUELVA;538503;HUMANIDADES;"FACULTAD DE HUMANIDADES";AYH;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;HUELVA;522001;"INGENIERÍA AGRÍCOLA";"ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA";IYA;5,000;5,840;"5,280 ONPA";5,000;5,000
2024;HUELVA;512500;"INGENIERÍA ELÉCTRICA";"ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA";IYA;5,000;6,300;"5,000 ONPNA";5,000;5,000
2024;HUELVA;512608;"INGENIERÍA ELÉCTRICA + INGENIERÍA ENERGÉTICA";"ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA";IYA;5,000;5,000;"6,200 ONPA";5,000;5,000
2024;HUELVA;513008;"INGENIERÍA ELECTRÓNICA INDUSTRIAL";"ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA";IYA;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;HUELVA;513601;"INGENIERÍA ELECTRÓNICA INDUSTRIAL + INGENIERÍA MECÁNICA";"ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA";IYA;"5,650 PREF";5,000;"5,000 ONPNA";5,000;5,000
2024;HUELVA;517002;"INGENIERÍA EN EXPLOTACIÓN DE MINAS Y RECURSOS ENERGETICOS";"ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA";IYA;5,000;6,150;"5,000 ONPNA";5,000;5,000
2024;HUELVA;516904;"INGENIERÍA ENERGÉTICA";"ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA";IYA;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;HUELVA;524007;"INGENIERÍA FORESTAL Y DEL MEDIO NATURAL";"ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA";IYA;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;HUELVA;523501;"INGENIERÍA INFORMÁTICA";"ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA";IYA;"7,230 N.P.";5,000;"5,000 ONPNA";5,000;5,000
2024;HUELVA;513504;"INGENIERÍA MECÁNICA";"ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA";IYA;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;HUELVA;513709;"INGENIERIA MECÁNICA + INGENIERÍA EN EXPLOTACIÓN DE MINAS Y RECURSOS ENERGETICOS";"ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA";IYA;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;HUELVA;514001;"INGENIERÍA QUÍMICA INDUSTRIAL";"ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA";IYA;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;HUELVA;539507;MEDICINA;"FACULTAD DE ENFERMERÍA";SD;"13,244 PREF";9,210;"7,030 OPA";13,124;7,425
2024;HUELVA;541503;PSICOLOGÍA;"FACULTAD DE CIENCIAS DE LA EDUCACIÓN, PSICOLOGÍA Y CIENCIAS DEL DEPORTE";SD;"10,132 PREF";7,960;"5,000 ONPNA";5,000;5,000
2024;HUELVA;542507;QUÍMICA;"FACULTAD DE CIENCIAS EXPERIMENTALES";C;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;HUELVA;508000;"RELACIONES LABORALES Y RECURSOS HUMANOS";"FACULTAD DE CIENCIAS DEL TRABAJO";SYJ;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;HUELVA;508015;"RELACIONES LABORALES Y RECURSOS HUMANOS - SEMIPRESENCIAL";"FACULTAD DE CIENCIAS DEL TRABAJO";SYJ;5,000;5,200;"5,000 ONPNA";5,000;5,000
2024;HUELVA;508507;"TRABAJO SOCIAL";"FACULTAD DE TRABAJO SOCIAL";SYJ;5,000;7,020;"5,000 ONPNA";5,000;5,975
2024;HUELVA;508701;TURISMO;"FACULTAD DE CIENCIAS EMPRESARIALES";SYJ;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;JAÉN;625505;"ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS";"FACULTAD CIENCIAS SOCIALES Y JURÍDICAS";SYJ;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;JAÉN;625602;"ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS + DERECHO";"FACULTAD CIENCIAS SOCIALES Y JURÍDICAS";SYJ;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;JAÉN;625904;"ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS + FINANZAS Y CONTABILIDAD";"FACULTAD CIENCIAS SOCIALES Y JURÍDICAS";SYJ;"8,413 PREF";5,000;"5,000 ONPNA";5,000;5,000
2024;JAÉN;625511;"ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS (grupo inglés)";"FACULTAD CIENCIAS SOCIALES Y JURÍDICAS";SYJ;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;JAÉN;653008;ARQUEOLOGÍA;"F. HUMANIDADES Y CIENCIAS DE LA EDUCACIÓN";AYH;5,000;5,000;"7,140 OPA";5,000;5,000
2024;JAÉN;626509;BIOLOGÍA;"FACULTAD DE CIENCIAS EXPERIMENTALES";C;"8,350 PREF";5,000;"5,000 ONPNA";5,000;6,100
2024;JAÉN;627006;"CIENCIAS AMBIENTALES";"FACULTAD DE CIENCIAS EXPERIMENTALES";C;5,000;7,360;"5,000 ONPNA";5,000;5,000
2024;JAÉN;629501;DERECHO;"FACULTAD CIENCIAS SOCIALES Y JURÍDICAS";SYJ;"7,240 PREF";6,416;"5,000 ONPNA";5,000;5,000
2024;JAÉN;645510;"EDUCACIÓN INFANTIL";"CENTRO DE PROFESORADO  SAGRADA FAMILIA  (ADS) (ÚBEDA)";SYJ;5,000;7,930;"5,000 ONPNA";5,000;5,000
2024;JAÉN;645506;"EDUCACIÓN INFANTIL";"F. HUMANIDADES Y CIENCIAS DE LA EDUCACIÓN";SYJ;"6,920 N.P.";5,000;"5,000 ONPNA";5,000;5,630
2024;JAÉN;646514;"EDUCACIÓN PRIMARIA";"CENTRO DE PROFESORADO  SAGRADA FAMILIA  (ADS) (ÚBEDA)";SYJ;5,000;7,330;"5,000 ONPNA";5,000;5,000
2024;JAÉN;646501;"EDUCACIÓN PRIMARIA";"F. HUMANIDADES Y CIENCIAS DE LA EDUCACIÓN";SYJ;"6,925 PREF";7,410;"5,000 ONPNA";5,000;5,000
2024;JAÉN;602201;"EDUCACIÓN SOCIAL";"F. HUMANIDADES Y CIENCIAS DE LA EDUCACIÓN";SYJ;"8,820 N.P.";5,000;"5,000 ONPNA";11,499;6,130
2024;JAÉN;602503;ENFERMERÍA;"FACULTAD DE CIENCIAS DE LA SALUD";SD;"12,370 PREF";8,310;"7,580 OPA";18,541;7,800
2024;JAÉN;603000;"ESTADÍSTICA Y EMPRESA";"FACULTAD CIENCIAS SOCIALES Y JURÍDICAS";SYJ;5,000;8,070;"5,000 ONPNA";5,000;5,000
2024;JAÉN;634507;"ESTUDIOS INGLESES";"F. HUMANIDADES Y CIENCIAS DE LA EDUCACIÓN";AYH;5,000;6,920;"5,000 ONPNA";5,000;5,000
2024;JAÉN;634000;"FILOLOGÍA HISPÁNICA";"F. HUMANIDADES Y CIENCIAS DE LA EDUCACIÓN";AYH;5,000;5,000;"7,170 OPA";5,000;5,000
2024;JAÉN;602007;"FINANZAS Y CONTABILIDAD";"FACULTAD CIENCIAS SOCIALES Y JURÍDICAS";SYJ;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;JAÉN;603507;FISIOTERAPIA;"FACULTAD DE CIENCIAS DE LA SALUD";SD;"11,840 PREF";8,950;"5,940 OPA";16,998;7,700
2024;JAÉN;636806;"GEOGRAFÍA E HISTORIA";"F. HUMANIDADES Y CIENCIAS DE LA EDUCACIÓN";AYH;5,000;5,000;"5,000 ONPNA";5,000;9,200
2024;JAÉN;636800;"GEOGRAFÍA E HISTORIA + HISTORIA DEL ARTE";"F. HUMANIDADES Y CIENCIAS DE LA EDUCACIÓN";AYH;5,000;8,100;"7,030 OPA";5,000;5,000
2024;JAÉN;604004;"GESTIÓN Y ADMINISTRACIÓN PÚBLICA";"FACULTAD CIENCIAS SOCIALES Y JURÍDICAS";SYJ;5,000;6,000;"5,000 ONPNA";5,000;5,000
2024;JAÉN;638005;"HISTORIA DEL ARTE";"F. HUMANIDADES Y CIENCIAS DE LA EDUCACIÓN";AYH;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;JAÉN;622504;"INGENIERÍA CIVIL";"E. POLITÉCNICA SUPERIOR DE LINARES";IYA;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;JAÉN;622806;"INGENIERÍA CIVIL + INGENIERÍA EN TECNOLOGÍAS MINERAS";"E. POLITÉCNICA SUPERIOR DE LINARES";IYA;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;JAÉN;695503;"INGENIERÍA DE ORGANIZACIÓN INDUSTRIAL";"E. POLITÉCNICA SUPERIOR";IYA;5,000;5,000;"6,020 ONPNA";5,000;5,000
2024;JAÉN;617000;"INGENIERÍA DE RECURSOS ENERGÉTICOS";"E. POLITÉCNICA SUPERIOR DE LINARES";IYA;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;JAÉN;625009;"INGENIERÍA DE TECNOLOGÍAS DE TELECOMUNICACIÓN";"E. POLITÉCNICA SUPERIOR DE LINARES";IYA;5,000;6,480;"5,000 ONPNA";5,000;5,000
2024;JAÉN;623702;"INGENIERÍA DE TECNOLOGÍAS MINERAS";"E. POLITÉCNICA SUPERIOR DE LINARES";IYA;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;JAÉN;612513;"INGENIERÍA ELÉCTRICA";"E. POLITÉCNICA SUPERIOR DE LINARES";IYA;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;JAÉN;612509;"INGENIERÍA ELÉCTRICA";"E. POLITÉCNICA SUPERIOR";IYA;5,000;7,500;"5,000 ONPNA";5,000;5,000
2024;JAÉN;612703;"INGENIERÍA ELÉCTRICA + ING. ELECTRÓNICA INDUSTRIAL";"E. POLITÉCNICA SUPERIOR";IYA;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;JAÉN;612815;"INGENIERÍA ELÉCTRICA + INGENIERÍA MECÁNICA";"E. POLITÉCNICA SUPERIOR DE LINARES";IYA;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;JAÉN;612800;"INGENIERÍA ELÉCTRICA + INGENIERÍA MECÁNICA";"E. POLITÉCNICA SUPERIOR";IYA;"6,933 PREF";8,040;"5,000 ONPNA";5,000;5,000
2024;JAÉN;613006;"INGENIERÍA ELECTRÓNICA INDUSTRIAL";"E. POLITÉCNICA SUPERIOR";IYA;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;JAÉN;613103;"INGENIERÍA ELECTRÓNICA INDUSTRIAL + INGENIERÍA MECÁNICA";"E. POLITÉCNICA SUPERIOR";IYA;"8,134 PREF";5,000;"5,000 ONPNA";5,000;5,000
2024;JAÉN;617108;"INGENIERÍA EN RECURSOS ENERGÉTICOS + INGENIERÍA EN QUÍMICA INDUSTRIAL";"E. POLITÉCNICA SUPERIOR DE LINARES";IYA;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;JAÉN;621500;"INGENIERÍA GEOMÁTICA Y TOPOGRÁFICA";"E. POLITÉCNICA SUPERIOR";IYA;5,000;6,170;"5,950 ONPA";35,119;5,000
2024;JAÉN;623508;"INGENIERÍA INFORMÁTICA";"E. POLITÉCNICA SUPERIOR";IYA;"7,131 PREF";5,000;"5,000 ONPNA";5,000;5,000
2024;JAÉN;613502;"INGENIERÍA MECÁNICA";"E. POLITÉCNICA SUPERIOR";IYA;"5,221 PREF";5,000;"5,000 ONPNA";5,000;5,000
2024;JAÉN;613517;"INGENIERÍA MECÁNICA";"E. POLITÉCNICA SUPERIOR DE LINARES";IYA;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;JAÉN;613804;"INGENIERÍA MECÁNICA + INGENIERÍA DE ORGANIZACIÓN INDUSTRIAL";"E. POLITÉCNICA SUPERIOR";IYA;"6,441 PREF";5,000;"5,000 ONPNA";5,000;5,000
2024;JAÉN;614001;"INGENIERÍA QUÍMICA INDUSTRIAL";"E. POLITÉCNICA SUPERIOR DE LINARES";IYA;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;JAÉN;621004;"INGENIERÍA TELEMÁTICA";"E. POLITÉCNICA SUPERIOR DE LINARES";IYA;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;JAÉN;621101;"INGENIERÍA TELEMÁTICA + INGENIERÍA DE TECNOLOGÍAS DE TELECOMUNICACIÓN";"E. POLITÉCNICA SUPERIOR DE LINARES";IYA;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;JAÉN;639505;MEDICINA;"FACULTAD DE CIENCIAS DE LA SALUD";SD;"13,270 PREF";9,060;"5,840 OPA";5,684;5,000
2024;JAÉN;641501;PSICOLOGÍA;"F. HUMANIDADES Y CIENCIAS DE LA EDUCACIÓN";SD;"10,021 PREF";7,972;"6,470 ONPA";5,000;6,600
2024;JAÉN;642505;QUÍMICA;"FACULTAD DE CIENCIAS EXPERIMENTALES";C;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;JAÉN;608009;"RELACIONES LABORALES Y RECURSOS HUMANOS";"FACULTAD CIENCIAS SOCIALES Y JURÍDICAS";SYJ;5,000;5,000;"5,000 ONPNA";21,726;5,000
2024;JAÉN;608505;"TRABAJO SOCIAL";"FACULTAD DE TRABAJO SOCIAL";SYJ;5,000;5,000;"5,000 ONPNA";5,000;6,530
2024;JAÉN;608701;TURISMO;"FACULTAD CIENCIAS SOCIALES Y JURÍDICAS";SYJ;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;MÁLAGA;725503;"ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS";"FACULTAD DE CIENCIAS ECONÓMICAS Y EMPRESARIALES";SYJ;"9,326 PREF";5,000;"5,000 ONPNA";5,000;7,950
2024;MÁLAGA;725600;"ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS + DERECHO";"FACULTAD DE CIENCIAS ECONÓMICAS Y EMPRESARIALES";SYJ;"11,572 PREF";7,450;"5,000 ONPNA";5,000;5,000
2024;MÁLAGA;726000;"BELLAS ARTES";"FACULTAD DE BELLAS ARTES";AYH;"9,585 PREF";9,180;"5,850 ONPA";6,352;7,350
2024;MÁLAGA;726507;BIOLOGÍA;"FACULTAD DE CIENCIAS";C;"9,750 PREF";5,000;"5,000 ONPNA";5,000;5,000
2024;MÁLAGA;792004;BIOQUÍMICA;"FACULTAD DE CIENCIAS";C;"11,933 PREF";6,190;"5,000 ONPNA";5,000;5,000
2024;MÁLAGA;796009;"CIBERSEGURIDAD E INTELIGENCIA ARTIFICIAL";"ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA INFORMÁTICA";IYA;"12,406 PREF";7,340;"5,000 ONPNA";5,000;5,950
2024;MÁLAGA;727004;"CIENCIAS AMBIENTALES";"FACULTAD DE CIENCIAS";C;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;MÁLAGA;727500;"CIENCIAS DE LA ACTIVIDAD FÍSICA Y DEL DEPORTE (ENSEÑANZA BILINGÜE)";"FACULTAD CIENCIAS DE LA EDUCACIÓN";SYJ;"11,863 PREF";8,620;"5,000 ONPNA";5,000;5,000
2024;MÁLAGA;756007;"CIENCIAS GASTRONÓMICAS Y GESTIÓN HOTELERA";"FACULTAD DE TURISMO";SYJ;5,000;5,000;"7,040 OPA";5,000;5,000
2024;MÁLAGA;728616;"CIENCIAS POLÍTICAS Y DE LA ADMINISTRACIÓN (GR) + PERIODISMO (MA)";"FACULTAD CIENCIAS DE LA COMUNICACIÓN";SYJ;"8,928 PREF";5,000;"5,000 ONPNA";5,000;5,000
2024;MÁLAGA;729001;"COMUNICACIÓN AUDIOVISUAL";"FACULTAD CIENCIAS DE LA COMUNICACIÓN";SYJ;"8,610 PREF";5,000;"5,000 ONPNA";5,000;5,000
2024;MÁLAGA;792608;CRIMINOLOGÍA;"FACULTAD DE DERECHO";SYJ;"10,534 PREF";6,520;"5,000 ONPNA";7,083;5,000
2024;MÁLAGA;729508;DERECHO;"FACULTAD DE DERECHO";SYJ;"9,849 PREF";8,390;"5,000 ONPNA";33,872;5,300
2024;MÁLAGA;751505;"DERECHO + CRIMINOLOGÍA";"FACULTAD DE DERECHO";SYJ;"10,789 PREF";6,120;"5,000 ONPNA";5,000;5,000
2024;MÁLAGA;730004;ECONOMÍA;"FACULTAD DE CIENCIAS ECONÓMICAS Y EMPRESARIALES";SYJ;"8,502 PREF";5,000;"5,000 ONPNA";5,000;5,900
2024;MÁLAGA;725708;"ECONOMÍA + ADMINISTRACIÓN Y DIRECCIÓN EMPRESAS (FORMACIÓN BILINGÜE)";"FACULTAD DE CIENCIAS ECONÓMICAS Y EMPRESARIALES";SYJ;"11,237 PREF";5,000;"5,000 ONPNA";5,000;5,000
2024;MÁLAGA;745504;"EDUCACIÓN INFANTIL";"FACULTAD CIENCIAS DE LA EDUCACIÓN";SYJ;"9,750 PREF";8,280;"7,600 ONPNA";5,000;6,750
2024;MÁLAGA;745519;"EDUCACIÓN INFANTIL";"CENTRO MAGISTERIO MARÍA INMACULADA (ADS) (ANTEQUERA)";SYJ;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;MÁLAGA;746508;"EDUCACIÓN PRIMARIA";"FACULTAD CIENCIAS DE LA EDUCACIÓN";SYJ;"10,102 PREF";8,650;"5,480 ONPA";5,000;5,000
2024;MÁLAGA;746512;"EDUCACIÓN PRIMARIA";"CENTRO MAGISTERIO MARÍA INMACULADA (ADS) (ANTEQUERA)";SYJ;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;MÁLAGA;746702;"EDUCACIÓN PRIMARIA (MENCIÓN LENGUA EXTRANJERA-INGLES) + ESTUDIOS INGLESES";"FACULTAD DE FILOSOFÍA Y LETRAS";SIN;"10,980 PREF";8,640;"5,000 ONPNA";5,000;5,000
2024;MÁLAGA;702201;"EDUCACIÓN SOCIAL";"FACULTAD CIENCIAS DE LA EDUCACIÓN";SYJ;"9,000 PREF";8,280;"5,530 ONPNA";16,187;5,000
2024;MÁLAGA;702501;ENFERMERÍA;"FACULTAD DE CIENCIAS DE LA SALUD";SD;"12,502 PREF";9,040;"8,620 OPA";18,478;7,450
2024;MÁLAGA;702516;ENFERMERÍA;"CENTRO ENFERMERÍA VIRGEN DE LA PAZ  (ADS) (RONDA)";SD;"11,799 PREF";8,710;"6,360 OPA";19,291;6,000
2024;MÁLAGA;750501;"ESTUDIOS DE ASIA ORIENTAL";"FACULTAD DE ESTUDIOS SOCIALES Y DEL TRABAJO";AYH;"6,150 N.P.";7,991;"5,000 ONPNA";5,000;5,000
2024;MÁLAGA;734505;"ESTUDIOS INGLESES";"FACULTAD DE FILOSOFÍA Y LETRAS";AYH;5,000;5,000;"5,000 ONPNA";13,934;5,000
2024;MÁLAGA;734301;"ESTUDIOS TRANSCULTURALES EUROPEOS: LENGUAS, CULTURAS, INTERACCIONES";"FACULTAD DE FILOSOFÍA Y LETRAS";AYH;"10,885 PREF";5,000;"5,000 ONPNA";5,000;5,000
2024;MÁLAGA;732001;"FILOLOGÍA CLÁSICA";"FACULTAD DE FILOSOFÍA Y LETRAS";AYH;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;MÁLAGA;734009;"FILOLOGÍA HISPÁNICA";"FACULTAD DE FILOSOFÍA Y LETRAS";AYH;"7,230 N.P.";5,000;"5,000 ONPNA";5,000;5,000
2024;MÁLAGA;735509;FILOSOFÍA;"FACULTAD DE FILOSOFÍA Y LETRAS";AYH;5,000;8,922;"5,000 ONPNA";5,000;5,000
2024;MÁLAGA;702005;"FINANZAS Y CONTABILIDAD";"FACULTAD DE CIENCIAS ECONÓMICAS Y EMPRESARIALES";SYJ;"8,080 PREF";5,000;"5,000 ONPNA";5,000;5,000
2024;MÁLAGA;725902;"FINANZAS Y CONTABILIDAD + ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS";"FACULTAD DE CIENCIAS ECONÓMICAS Y EMPRESARIALES";SYJ;"11,544 PREF";5,000;"5,000 ONPNA";5,000;5,000
2024;MÁLAGA;703505;FISIOTERAPIA;"FACULTAD DE CIENCIAS DE LA SALUD";SD;"12,241 PREF";8,600;"8,140 OPA";13,490;5,000
2024;MÁLAGA;700519;"FUNDAMENTOS DE ARQUITECTURA";"E.T.S. ARQUITECTURA";IYA;"10,542 PREF";8,570;"6,590 ONPA";5,000;5,000
2024;MÁLAGA;736707;"GEOGRAFÍA Y GESTIÓN DEL TERRITORIO";"FACULTAD DE FILOSOFÍA Y LETRAS";SYJ;5,000;6,250;"5,000 ONPNA";5,000;5,000
2024;MÁLAGA;736308;"GEOGRAFÍA Y GESTIÓN DEL TERRITORIO + HISTORIA";"FACULTAD DE FILOSOFÍA Y LETRAS";SIN;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;MÁLAGA;704002;"GESTIÓN Y ADMINISTRACIÓN PÚBLICA";"FACULTAD DE MARKETING Y GESTIÓN";SYJ;5,000;7,540;"5,000 ONPNA";9,601;5,000
2024;MÁLAGA;737506;HISTORIA;"FACULTAD DE FILOSOFÍA Y LETRAS";AYH;5,000;5,000;"5,000 ONPNA";5,000;5,500
2024;MÁLAGA;738003;"HISTORIA DEL ARTE";"FACULTAD DE FILOSOFÍA Y LETRAS";AYH;5,000;6,600;"6,440 OPA";5,000;5,000
2024;MÁLAGA;716803;"INGENIERÍA DE LA ENERGÍA";"ESCUELA DE INGENIERÍAS INDUSTRIALES";IYA;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;MÁLAGA;750005;"INGENIERÍA DE LA SALUD";"ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA INFORMÁTICA";IYA;"10,189 PREF";8,130;"5,000 ONPNA";5,000;5,000
2024;MÁLAGA;795501;"INGENIERÍA DE ORGANIZACIÓN INDUSTRIAL";"ESCUELA DE INGENIERÍAS INDUSTRIALES";IYA;"9,519 PREF";5,000;"5,000 ONPNA";5,000;5,000
2024;MÁLAGA;720009;"INGENIERÍA DE SISTEMAS DE TELECOMUNICACIÓN";"ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA DE TELECOMUNICACIÓN";IYA;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;MÁLAGA;714504;"INGENIERÍA DE SOFTWARE";"ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA INFORMÁTICA";IYA;"11,508 PREF";7,290;"5,000 ONPNA";5,000;5,000
2024;MÁLAGA;720505;"INGENIERÍA DE SONIDO E IMAGEN";"ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA DE TELECOMUNICACIÓN";IYA;"7,150 N.P.";5,000;"5,000 ONPNA";5,000;5,000
2024;MÁLAGA;725104;"INGENIERÍA DE TECNOLOGÍAS DE TELECOMUNICACIÓN + MATEMÁTICAS";"ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA DE TELECOMUNICACIÓN";SIN;"11,856 PREF";5,000;"5,000 ONPNA";5,000;5,000
2024;MÁLAGA;725007;"INGENIERÍA DE TECNOLOGÍAS DE TELECOMUNICACIÓN (PARS Máster en Ingeniería de Telecomunicación)";"ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA DE TELECOMUNICACIÓN";IYA;"9,233 PREF";5,000;"5,000 ONPNA";5,000;5,000
2024;MÁLAGA;712507;"INGENIERÍA ELÉCTRICA";"ESCUELA DE INGENIERÍAS INDUSTRIALES";IYA;5,000;6,280;"5,000 ONPNA";5,000;5,000
2024;MÁLAGA;712809;"INGENIERÍA ELÉCTRICA + INGENIERÍA MECÁNICA";"ESCUELA DE INGENIERÍAS INDUSTRIALES";IYA;"10,629 PREF";5,000;"5,000 ONPNA";5,000;5,000
2024;MÁLAGA;719502;"INGENIERÍA ELECTRÓNICA DE TELECOMUNICACIÓN";"ESCUELA TÉCNICA SUPERIOR DE INGENIERÍA DE TELECOMUNICACIÓN";IYA;5,000;5,000;"5,000 ONPNA";5,000;5,000
2024;MÁLAGA;713004;"INGENIERÍA ELECTRÓNICA INDUSTRIAL";"ESCUELA DE INGENIERÍAS INDUSTRIALES";IYA;5,000;5,000;"5,000 ONPNA";17,061;5,000
2024;MÁLAGA;712701;"INGENIERÍA ELECTRÓNICA INDUSTRIAL + INGENIERÍA ELÉCTRICA";"ESCUELA DE INGENIERÍAS INDUSTRIALES";IYA;5,000;5,000;"5,000 ONPNA";5,000;5,000
