num_expediente,fecha,hora,localizacion,numero,cod_distrito,distrito,tipo_accidente,estado_meteorológico,tipo_vehiculo,tipo_persona,rango_edad,sexo,cod_lesividad,lesividad,coordenada_x_utm,coordenada_y_utm,positiva_alcohol,positiva_droga
2024S023036,2024-07-28,04:30:00,"PLAZA. EMPERADOR CARLOS V, 1",1,1,Centro,Caída,Despejado,Bicicleta,Conductor,De 30 a 34 años,Mujer,2,Ingreso inferior o igual a 24 horas,441129,4473220,true,false
2024S023052,2024-07-28,15:30:00,"AVDA. MANZANARES, 210",210,12,Usera,Atropello a persona,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,1,Atención en urgencias sin posterior ingreso,440535,4471389,false,false
2024S023065,2024-07-28,19:08:00,"PASEO. FERNAN NUÑEZ, 24",24,3,Retiro,Caída,Despejado,Bicicleta,Conductor,De 30 a 34 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,442299,4474196,false,false
2024S023079,2024-07-28,22:55:00,"CALL. PIO FELIPE, 30",30,13,Puente De Vallecas,Colisión lateral,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,444497,4471605,false,false
2024S023105,2024-07-29,12:40:00,CALL. FRANCISCO VILLAESPESA / CALL. EZEQUIEL SOLANA,57,15,Ciudad Lineal,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,5,Asistencia sanitaria ambulatoria con posterioridad,445391,4475623,false,false
2024S023134,2024-07-29,18:22:00,"CALL. GRAN VIA, 5",5,1,Centro,Caída,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,440731,4474547,false,false
2024S023142,2024-07-29,19:20:00,"PQUE. DEHESA DE LA VILLA, 0",0,8,Fuencarral - El Pardo,Caída,Nublado,Bicicleta,Conductor,De 15 a 17 años,Hombre,1,Atención en urgencias sin posterior ingreso,438565,4478269,false,false
2024S023159,2024-07-29,13:30:00,CARRIL BICI (JUNTO GTA CANILLEJAS Y PROXIMO C. MEQUINENZA,2,21,Barajas,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Hombre,1,Atención en urgencias sin posterior ingreso,448644,4477829,false,false
2024S023203,2024-07-30,20:15:00,"CALL. COLOMBIA, 31",31,5,Chamartín,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,2,Ingreso inferior o igual a 24 horas,442903,4478696,false,false
2024S023207,2024-07-30,23:40:00,CALL. RETAMA / CALL. MENDEZ ALVARO,1,2,Arganzuela,Atropello a persona,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,442569,4471616,false,false
2024S023207,2024-07-30,23:40:00,CALL. RETAMA / CALL. MENDEZ ALVARO,1,2,Arganzuela,Atropello a persona,Despejado,Bicicleta,Peatón,De 50 a 54 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,442569,4471616,false,false
2024S023209,2024-07-31,01:35:00,CALL. GENERAL RICARDOS / CALL. MANUEL LAMELA,171,11,Carabanchel,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,2,Ingreso inferior o igual a 24 horas,437674,4470944,false,false
2024S023239,2024-07-31,11:30:00,"CALL. TRIBULETE, 5",5,1,Centro,Alcance,Despejado,Bicicleta,Conductor,Más de 74 años,Hombre,5,Asistencia sanitaria ambulatoria con posterioridad,440415,4473269,false,false
2024S023276,2024-07-31,19:05:00,"AVDA. LAS AGUILAS, 121",121,10,Latina,Alcance,Despejado,Bicicleta,Conductor,De 15 a 17 años,Hombre,2,Ingreso inferior o igual a 24 horas,433917,4470371,false,false
2024S023311,2024-08-01,12:20:00,"PASEO. CASTELLANA, 89",89,6,Tetuán,Caída,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,1,Atención en urgencias sin posterior ingreso,441388,4477922,false,false
2024S023375,2024-08-02,10:15:00,"CALL. ARTURO SORIA, 166",166,15,Ciudad Lineal,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 50 a 54 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,444412,4478459,false,false
2024S023570,2024-08-04,17:05:00,CALL. CORREDERA ALTA DE SAN PABLO / CALL. SAN VICENTE FERRER,20,1,Centro,Colisión fronto-lateral,,Bicicleta,Conductor,De 21 a 24 años,Hombre,,,440461,4475229,false,false
2024S023618,2024-08-05,13:05:00,PLAZA. SANTA BARBARA / PLAZA. ALONSO MARTINEZ,1,1,Centro,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,440969,4475451,false,false
2024S023630,2024-08-05,16:39:00,AVDA. NICETO ALCALA ZAMORA / AUTOV. M-11,4,16,Hortaleza,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,3,Ingreso superior a 24 horas,444946,4481406,false,false
2024S023649,2024-08-05,19:56:00,TRVA. IVAN DE VARGAS / PASEO. SAN ILLAN,1,11,Carabanchel,Caída,Despejado,Bicicleta,Conductor,De 18 a 20 años,Mujer,2,Ingreso inferior o igual a 24 horas,438520,4472683,false,false
2024S023651,2024-08-05,18:50:00,"CALL. HERMANOS GARCIA NOBLEJAS, 41",41,20,San Blas - Canillejas,Caída,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,14,Sin asistencia sanitaria,446268,4475880,false,false
2024S023657,2024-08-05,22:42:00,CALL. EDGAR NEVILLE / CALL. RAIMUNDO FERNANDEZ VILLAVERDE,1,6,Tetuán,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,440883,4477559,false,false
2024S023699,2024-08-06,15:20:00,GTA. EMBAJADORES / RONDA. VALENCIA,1,1,Centro,Colisión lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,440403,4472959,false,false
2024S023707,2024-08-06,15:30:00,"CALL. ANTONIA RODRIGUEZ SACRISTAN, 16",16,11,Carabanchel,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,436861,4469405,false,false
2024S023781,2024-08-07,18:55:00,CALL. SERRANO / CALL. GOYA,17,4,Salamanca,Alcance,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,5,Asistencia sanitaria ambulatoria con posterioridad,441654,4475248,false,false
2024S023802,2024-08-08,08:50:00,CALL. BOHEMIOS / AVDA. ANDALUCIA,2,17,Villaverde,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 45 a 49 años,Mujer,1,Atención en urgencias sin posterior ingreso,441125,4467594,false,false
2024S023809,2024-08-08,13:05:00,"CALL. PUERTO SERRANO, 2",2,2,Arganzuela,Caída,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,441567,4470762,false,false
2024S023813,2024-08-08,16:15:00,"CALL. VENTURA RODRIGUEZ, 3",3,9,Moncloa - Aravaca,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Hombre,,,439478,4475275,false,false
2024S023859,2024-08-09,09:00:00,CALL. SANTA FLORENCIA / CALL. PLATINO,19,17,Villaverde,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,,,441325,4466713,false,false
2024S023864,2024-07-06,23:30:00,"CALL. JOSE BERGAMIN, 62",62,14,Moratalaz,Caída,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,,,446330,4473602,false,false
2024S023939,2024-08-10,13:00:00,"AVDA. ABRANTES, 60",60,11,Carabanchel,Caída,Despejado,Bicicleta,Conductor,De 15 a 17 años,Hombre,1,Atención en urgencias sin posterior ingreso,438121,4470200,false,false
2024S023942,2024-08-10,13:20:00,CALL. SAGASTA / CALL. MEJIA LEQUERICA,18,1,Centro,Atropello a persona,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,,,440696,4475530,false,false
2024S023942,2024-08-10,13:20:00,CALL. SAGASTA / CALL. MEJIA LEQUERICA,18,1,Centro,Atropello a persona,Despejado,Bicicleta,Peatón,De 50 a 54 años,Mujer,14,Sin asistencia sanitaria,440696,4475530,false,false
2024S023988,2024-08-11,08:12:00,CALL. ARGANDA / PSRLH. PASEO DE LAS YESERIAS,50,2,Arganzuela,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,440248,4472055,true,false
2024S024021,2024-08-12,02:46:00,"CALL. O'DONNELL, 18",18,3,Retiro,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 45 a 49 años,Mujer,1,Atención en urgencias sin posterior ingreso,442569,4474763,true,false
2024S024070,2024-08-12,22:45:00,CALL. LOPEZ DE HOYOS / CALL. TORRELAGUNA,322,15,Ciudad Lineal,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,443918,4478595,false,false
2024S024082,2024-08-13,08:40:00,CALL. PERDIZ / CMNO. RENEGADO,6,10,Latina,Caída,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,1,Atención en urgencias sin posterior ingreso,436744,4473433,false,false
2024S024098,2024-08-13,15:15:00,"CALL. PALOMARES, 6",6,17,Villaverde,Alcance,Despejado,Bicicleta,Conductor,De 25 a 29 años,Mujer,,,439829,4466593,false,false
2024S024101,2024-08-13,15:45:00,CALL. ARROYO FONTARRON / CALL. PIO FELIPE,165,14,Moratalaz,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,445157,4472215,false,false
2024S024189,2024-08-15,16:00:00,CALL. HERNAN CORTES / CALL. HORTALEZA,20,1,Centro,Alcance,,Bicicleta,Conductor,De 40 a 44 años,Hombre,14,Sin asistencia sanitaria,440679,4474976,false,false
2024S024192,2024-08-15,22:30:00,"CALL. FUENTES DE SAN JORGE, 2",2,19,Vicálvaro,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 35 a 39 años,Mujer,3,Ingreso superior a 24 horas,448539,4472363,false,false
2024S024238,2024-08-16,18:20:00,"GTA. PIEDRAFITA DEL CEBRERO, 0",0,8,Fuencarral - El Pardo,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Hombre,14,Sin asistencia sanitaria,439664,4480283,false,false
2024S024271,2024-08-17,18:20:00,"CMNO. VIEJO DE VICALVARO, 7",7,19,Vicálvaro,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 40 a 44 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,447173,4473027,true,false
2024S024279,2024-08-17,23:00:00,RONDA. TOLEDO / CALL. GASOMETRO,10,2,Arganzuela,Colisión lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,439815,4473077,false,false
2024S024280,2024-08-17,23:00:00,RONDA. TOLEDO / CALL. GASOMETRO,10,2,Arganzuela,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,439764,4473087,false,false
2024S024285,2024-08-18,00:00:00,GTA. SANTA MARIA DE LA CABEZA / CALL. EMBAJADORES,9,2,Arganzuela,Caída,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,2,Ingreso inferior o igual a 24 horas,440618,4472457,false,false
2024S024306,2024-08-18,14:00:00,"CALL. ESCUELA DE VALLECAS, 18",18,18,Villa De Vallecas,Choque contra obstáculo fijo,,Bicicleta,Conductor,De 35 a 39 años,Hombre,14,Sin asistencia sanitaria,450007,4467849,false,false
2024S024311,2024-08-18,16:35:00,"AVDA. MORATALAZ, 17",17,14,Moratalaz,Caída,Despejado,Bicicleta,Conductor,De 10 a 14 años,Hombre,2,Ingreso inferior o igual a 24 horas,443914,4473228,false,false
2024S024319,2024-08-18,20:10:00,"CALL. ILLESCAS, 84",84,10,Latina,Colisión lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,435995,4471432,false,false
2024S024330,2024-08-19,07:40:00,CALL. ENCOMIENDA DE PALACIOS / CALL. LA TACONA,185,14,Moratalaz,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,445728,4472212,false,false
2024S024338,2024-08-19,09:00:00,CALL. ANGEL MUÑOZ / CALL. AGASTIA,18,15,Ciudad Lineal,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,1,Atención en urgencias sin posterior ingreso,444222,4478333,false,false
2024S024366,2024-08-19,20:20:00,"CALL. GENERAL RICARDOS, 97",97,11,Carabanchel,Caída,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,,,438516,4471625,false,false
2024S024393,2024-08-20,12:10:00,"PASEO. PLATANOS, 0",0,9,Moncloa - Aravaca,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,De 70 a 74 años,Hombre,,,436296,4474175,false,false
2024S024414,2024-08-20,17:15:00,CALL. INFANTA MERCEDES / CALL. JUAN DE OLIAS,1,6,Tetuán,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,440709,4478292,false,false
2024S024531,2024-08-20,22:00:00,AVDA. ANDES / C.C. CAMPO DE LAS NACIONES,52,16,Hortaleza,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 15 a 17 años,Hombre,14,Sin asistencia sanitaria,447607,4478736,false,false
2024S024553,2024-08-23,15:00:00,"CALL. VALLEHERMOSO, 28",28,7,Chamberí,Colisión lateral,Despejado,Bicicleta,Conductor,De 21 a 24 años,Mujer,14,Sin asistencia sanitaria,439886,4476072,false,false
2024S024557,2024-08-23,17:05:00,CALL. AGATHA CHRISTIE / CALL. PEDRO SAINZ RODRIGUEZ,7,16,Hortaleza,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,2,Ingreso inferior o igual a 24 horas,446215,4483717,false,false
2024S024569,2024-08-23,20:00:00,"AVDA. FRANCISCO PI Y MARGALL, 5",5,16,Hortaleza,Caída,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,2,Ingreso inferior o igual a 24 horas,445284,4481814,false,false
2024S024599,2024-08-24,10:40:00,PASEO. EXTREMADURA / CALL. REPULLES Y VARGAS,113,10,Latina,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Mujer,2,Ingreso inferior o igual a 24 horas,437625,4473649,false,false
2024S024678,2024-08-25,18:00:00,"GTA. SANTA MARIA DE LA CABEZA, 8",8,2,Arganzuela,Caída,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,1,Atención en urgencias sin posterior ingreso,440659,4472455,false,false
2024S024692,2024-08-26,00:40:00,PASEO. SANTA MARIA DE LA CABEZA / PLAZA. EMPERADOR CARLOS V,1,2,Arganzuela,Alcance,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,14,Sin asistencia sanitaria,441164,4473203,false,false
2024S024703,2024-08-25,14:30:00,"CMNO. VALDERRIBAS, 16",16,13,Puente De Vallecas,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Hombre,14,Sin asistencia sanitaria,443523,4472448,false,false
2024S024727,2024-08-26,15:00:00,CALL. FERNANDEZ DE LOS RIOS / CALL. GUZMAN EL BUENO,63,7,Chamberí,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,439517,4476319,false,false
2024S024752,2024-08-27,00:44:00,"PASEO. CIUDAD DE PLASENCIA, 0",0,1,Centro,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 35 a 39 años,Mujer,5,Asistencia sanitaria ambulatoria con posterioridad,438895,4474056,false,false
2024S024774,2024-08-26,22:02:00,"PASEO. VIRGEN DEL PUERTO, 45",45,2,Arganzuela,Caída,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,1,Atención en urgencias sin posterior ingreso,438741,4473579,false,false
2024S024858,2024-08-28,19:30:00,"AUTOV. M-30, 24XC00",24XC00,9,Moncloa - Aravaca,Caída,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,2,Ingreso inferior o igual a 24 horas,436048,4479866,false,false
2024S024862,2024-08-28,21:30:00,"CALL. ANTONIO DE LEYVA, 69",69,11,Carabanchel,Atropello a persona,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,439209,4471178,false,true
2024S024862,2024-08-28,21:30:00,"CALL. ANTONIO DE LEYVA, 69",69,11,Carabanchel,Atropello a persona,Despejado,Bicicleta,Peatón,De 40 a 44 años,Mujer,3,Ingreso superior a 24 horas,439209,4471178,false,false
2024S024881,2024-08-29,05:15:00,"PASEO. CIUDAD DE PLASENCIA, 0",0,1,Centro,Caída,Lluvia débil,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Mujer,6,Asistencia sanitaria inmediata en centro de salud o mutua,439075,4474054,false,false
2024S024887,2024-08-29,06:45:00,AVDA. RAFAELA YBARRA / CALL. MAXIMO CARAZO,29,12,Usera,Caída,Lluvia débil,Bicicleta EPAC (pedaleo asistido),Conductor,De 35 a 39 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,439629,4470589,false,false
2024S024889,2024-08-29,07:46:00,CALL. ARROYO DEL OLIVAR / CALL. SIERRA DE CADI,74,13,Puente De Vallecas,Colisión fronto-lateral,Lluvia débil,Bicicleta,Conductor,De 25 a 29 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,443862,4471464,false,false
2024S024904,2024-08-29,12:05:00,"AVDA. CARABANCHEL ALTO, 72",72,11,Carabanchel,Colisión lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,436045,4469012,false,false
2024S024936,2024-08-30,01:20:00,"CALL. GRAN VIA, 32",32,1,Centro,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Hombre,,,440370,4474625,false,false
2024S024959,2024-08-30,16:09:00,"CALL. MAYOR, 84",84,1,Centro,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,,,439567,4474091,false,false
2024S024969,2024-08-30,16:00:00,CALL. PRINCESA / CALL. ALBERTO AGUILERA,58,7,Chamberí,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,2,Ingreso inferior o igual a 24 horas,439252,4475794,false,false
2024S024989,2024-08-30,22:25:00,"CALL. ILLESCAS, 54",54,10,Latina,Caída,Lluvia débil,Bicicleta,Conductor,De 21 a 24 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,435398,4471655,false,false
2024S025021,2024-08-31,09:07:00,CALL. PRINCIPE DE VERGARA / CALL. MARIA DE MOLINA,90,4,Salamanca,Caída,Lluvia débil,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Mujer,1,Atención en urgencias sin posterior ingreso,442396,4476556,false,false
2024S025044,2024-08-31,17:49:00,"CALL. PEÑARANDA DE BRACAMONTE, 10",10,18,Villa De Vallecas,Caída,Despejado,Bicicleta,Conductor,De 45 a 49 años,Mujer,1,Atención en urgencias sin posterior ingreso,448776,4469201,false,false
2024S025065,2024-09-01,01:00:00,CALL. ALCOCER / CALL. ORIO,8,17,Villaverde,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,2,Ingreso inferior o igual a 24 horas,440927,4466924,false,false
2024S025086,2024-09-01,09:00:00,"CALL. ESPINO, 1",1,1,Centro,Atropello a persona,Nublado,Bicicleta,Conductor,Desconocido,Desconocido,,,440475,4473201,false,false
2024S025086,2024-09-01,09:00:00,"CALL. ESPINO, 1",1,1,Centro,Atropello a persona,Nublado,Bicicleta,Peatón,De 30 a 34 años,Hombre,1,Atención en urgencias sin posterior ingreso,440475,4473201,false,false
2024S025097,2024-09-01,14:00:00,CTRA. RODAJOS / CTRA. ZARZON,2,9,Moncloa - Aravaca,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,435469,4473907,false,false
2024S025097,2024-09-01,14:00:00,CTRA. RODAJOS / CTRA. ZARZON,2,9,Moncloa - Aravaca,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,14,Sin asistencia sanitaria,435469,4473907,false,false
2024S025099,2024-09-01,15:51:00,CALL. AMBROZ / CALL. VILLAJIMENA,1,19,Vicálvaro,Caída,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,2,Ingreso inferior o igual a 24 horas,448677,4473051,false,false
2024S025152,2024-09-02,13:30:00,CALL. SANTA ENGRACIA / CALL. MARIA DE GUZMAN,153,7,Chamberí,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 21 a 24 años,Mujer,6,Asistencia sanitaria inmediata en centro de salud o mutua,440395,4477309,false,false
2024S025160,2024-09-02,14:50:00,"PASEO. IMPERIAL, 50",50,2,Arganzuela,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 21 a 24 años,Mujer,,,439338,4472557,false,false
2024S025216,2024-09-03,09:05:00,"AVDA. MORATALAZ, 40",40,14,Moratalaz,Alcance,Despejado,Bicicleta,Conductor,De 21 a 24 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,444099,4473129,false,false
2024S025257,2024-09-03,19:50:00,AVDA. MAYORAZGO / AUTOV. M-45,79,18,Villa De Vallecas,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,1,Atención en urgencias sin posterior ingreso,447998,4468011,false,false
2024S025258,2024-09-03,20:20:00,PARQUE CUÑA VERDE,0,14,Moratalaz,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,2,Ingreso inferior o igual a 24 horas,446513,4473964,false,false
2024S025275,2024-09-03,23:00:00,CALL. VILLAAMIL / CALL. SAN RESTITUTO,79,9,Moncloa - Aravaca,Colisión frontal,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,Desconocido,Desconocido,,,439860,4479549,false,false
2024S025291,2024-09-04,10:15:00,"CALL. JUAN DANIEL FULLAONDO, 22",22,16,Hortaleza,Caída,Despejado,Bicicleta,Conductor,De 65 a 69 años,Mujer,6,Asistencia sanitaria inmediata en centro de salud o mutua,446708,4481298,false,false
2024S025296,2024-09-04,08:45:00,CALL. ANILLO VERDE / COMPJ. ZOOLOGICO DE LA CASA CAMPO,6,9,Moncloa - Aravaca,Atropello a animal,Despejado,Bicicleta,Conductor,De 65 a 69 años,Hombre,2,Ingreso inferior o igual a 24 horas,434932,4473120,false,false
2024S025331,2024-09-04,15:15:00,CALL. CARTAGENA / CALL. LUIS CABRERA,136,5,Chamartín,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,442710,4477060,false,false
2024S025344,2024-09-04,19:35:00,PASEO. FERNAN NUÑEZ / LUGAR. ROSALEDA,12,3,Retiro,Atropello a persona,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,,,442218,4473509,false,false
2024S025344,2024-09-04,19:35:00,PASEO. FERNAN NUÑEZ / LUGAR. ROSALEDA,12,3,Retiro,Atropello a persona,Despejado,Bicicleta EPAC (pedaleo asistido),Peatón,Menor de 5 años,Mujer,,,442218,4473509,false,false
2024S025348,2024-09-04,20:30:00,"CALL. ALHAMBRA, 37",37,10,Latina,Colisión lateral,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,1,Atención en urgencias sin posterior ingreso,436874,4472088,false,false
2024S025350,2024-09-04,22:50:00,CALL. TOLEDO / IDB. DOCTOR VALLEJO NAJERA,170,2,Arganzuela,Caída,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,3,Ingreso superior a 24 horas,439472,4472761,false,false
2024S025351,2024-09-04,22:30:00,"CALL. TOLEDO, 58",58,1,Centro,Alcance,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,,,439826,4473544,false,false
2024S025363,2024-09-04,14:10:00,CALL. GALILEO / CALL. DONOSO CORTES,74,7,Chamberí,Colisión lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Mujer,6,Asistencia sanitaria inmediata en centro de salud o mutua,439771,4476420,false,false
2024S025365,2024-09-04,12:10:00,"PASEO. PIÑONERO, 3",3,9,Moncloa - Aravaca,Atropello a animal,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,437384,4475920,false,false
2024S025365,2024-09-04,12:10:00,"PASEO. PIÑONERO, 3",3,9,Moncloa - Aravaca,Atropello a animal,Despejado,Bicicleta,Peatón,De 45 a 49 años,Hombre,14,Sin asistencia sanitaria,437384,4475920,false,false
2024S025417,2024-09-05,21:30:00,PASEO. CHOPERA / PLAZA. GENERAL MAROTO,10,2,Arganzuela,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,1,Atención en urgencias sin posterior ingreso,440704,4471684,false,false
2024S025451,2024-09-06,10:15:00,"CTRA. CIUDAD UNIVERSITARIA, 0",0,9,Moncloa - Aravaca,Caída,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,5,Asistencia sanitaria ambulatoria con posterioridad,435512,4475932,false,false
2024S025472,2024-09-06,15:17:00,"PASEO. RECOLETOS, 1",1,1,Centro,Alcance,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,2,Ingreso inferior o igual a 24 horas,441189,4474617,false,false
2024S025474,2024-09-06,16:47:00,"PASEO. CASTELLANA, 14",14,4,Salamanca,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,2,Ingreso inferior o igual a 24 horas,441537,4475519,false,false
2024S025480,2024-09-06,17:30:00,"CALL. GENERAL RICARDOS, 200",200,11,Carabanchel,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Hombre,,,437500,4470808,false,false
2024S025557,2024-09-07,12:15:00,CALL. PIO FELIPE / CALL. EL BOSCO,2,13,Puente De Vallecas,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,Más de 74 años,Hombre,2,Ingreso inferior o igual a 24 horas,445043,4472158,false,false
2024S025561,2024-09-07,16:05:00,"CALL. PINTOR MORENO CARBONERO, 21",21,4,Salamanca,Caída,Despejado,Bicicleta,Conductor,Más de 74 años,Hombre,2,Ingreso inferior o igual a 24 horas,443302,4476671,false,false
2024S025621,2024-09-08,07:50:00,CALL. CRUZ / CALL. NUÑEZ DE ARCE,10,1,Centro,Caída,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,440507,4474159,false,false
