centro_codigo;centro_nombre;centro_tipo_codigo;centro_tipo_desc_abreviada;centro_tipo_descripcion;centro_titularidad;centro_titular;nif_titular;nif_centro;dat_codigo;dat_nombre;direccion_via_tipo;direccion_via_nombre;direccion_numero;direccion_codigo_postal;municipio_codigo;municipio_nombre;distrito_codigo;distrito_nombre;contacto_telefono1;contacto_telefono2;contacto_telefono3;contacto_telefono4;contacto_fax;contacto_web;contacto_email1;contacto_email2;direccion_coor_x;direccion_coor_y;situación;fecha_constitución
28044896;SIERRA NORTE;031;CEPA;CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****0033*;1;Madrid-Norte;CALLE;Doctor Manuel Hidalgo Huerta;2;28180;151;Torrelaguna;;;918485515;;;;918485515;http://www.educa.madrid.org/cepa.torrelaguna;cepa.torrelaguna@educa.madrid.org;cepa.torrelaguna@educa.madr;454412;4519830;ALTA;2001-05-10
28044902;FRANCISCO DE QUEVEDO;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8933*;5;Madrid-Capital;CALLE;de San Román del Valle;s/n;28037;079;Madrid;20;San Blas-Canillejas;913065604;913065605;;;913065606;http://www.educa.madrid.org/ies.quevedo.madrid;ies.quevedo.madrid@educa.madrid.org;iesquevedo@gmail.com;447191;4474742;ALTA;1994-05-13
28044914;DELPHOS;008;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;DELPHOS-COFA S.L.;****8657*;;5;Madrid-Capital;CALLE;del Estrecho de Corea;34;28027;079;Madrid;15;Ciudad Lineal;914086309;640783490;;;;http://www.escuelainfantildelphos.es;escuelainfantildelphos@gmail.com;escuela@escuelainfantildelphos.es;445076;4476912;ALTA;1994-03-04
28044926;E.O.I. DE MADRID-MORATALAZ;080;EOI;ESCUELA OFICIAL DE IDIOMAS;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8035*;5;Madrid-Capital;CALLE;de Valdebernardo;3;28030;079;Madrid;14;Moratalaz;913711749;;;;913711740;http://www.educa.madrid.org/eoi.moratalaz.madrid;eoi.moratalaz.madrid@educa.madrid.org;;446275;4472184;ALTA;1994-05-13
28044938;E.O.I. DE MADRID-EMBAJADORES;080;EOI;ESCUELA OFICIAL DE IDIOMAS;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8060*;5;Madrid-Capital;CALLE;de Embajadores;68;28012;079;Madrid;01;Centro;914681000;914681000;;;914681122;https://www.educa2.madrid.org/web/centro.eoi.embajadores.madrid/portada;eoi.embajadores.madrid@educa.madrid.org;;440293;4473137;ALTA;1994-05-13
28044941;E.O.I. DE MADRID-TRIBUNAL;080;EOI;ESCUELA OFICIAL DE IDIOMAS;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****5016*;5;Madrid-Capital;CALLE;de Santa Brígida;10;28004;079;Madrid;01;Centro;915213286;;;;915213420;http://www.educa.madrid.org/eoi.madridtribunal.madrid;eoi.madridtribunal.madrid@educa.madrid.org;;440630;4475105;ALTA;1994-05-13
28044951;CAN-TA-CHIMUTRI (SOL Y LUNA);004;CPR INF;CENTRO PRIVADO DE EDUCACIÓN INFANTIL;PRIVADO;ASOCIACION NACIONAL PRESENCIA GITANA;****8863*;;5;Madrid-Capital;CALLE;de Ruperto Andrés;6;28035;079;Madrid;09;Moncloa-Aravaca;913738282;649047444;913736207;;;;presenciagitana@presenciagitana.org;administracion@presenciagitana.org;438660;4479900;ALTA;1994-03-11
28044963;PUMUKI;004;CPR INF;CENTRO PRIVADO DE EDUCACIÓN INFANTIL;PRIVADO;MARIA JOSE IMEDIO LOPEZ;;;2;Madrid-Sur;;CONSTITUCION 51;;28934;096;Navalcarnero;;;0;;;;0;;;;;;BAJA;1994-04-08
28044975;CRIO'S;008;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;MARIA VICTORIA CAMARENA CHAVARRIA;***8653**;;2;Madrid-Sur;CALLE;Torrevieja;2;28341;161;Valdemoro;;;918952448;;;;918952448;;escuelainfantil_crios@hotmail.com;;442201;4448652;BAJA;1994-04-22
28044987;F. DE INFORMATICA;402;FACULTAD;FACULTAD;PRIVADO;U. PONTIFICIA DE SALAMANCA;;;5;Madrid-Capital;PASEO;de Juan XXIII;3;28040;079;Madrid;;;0;;;;0;;;;438928;4477387;BAJA;1994-02-25
28044999;E.U. DE INFORMATICA;405;EU;ESCUELA UNIVERSITARIA;PRIVADO;U. PONTIFICIA DE SALAMANCA;;;5;Madrid-Capital;PASEO;de Juan XXIII;3;28040;079;Madrid;;;915545230;;;;915535249;;;;438928;4477387;BAJA;1994-02-25
28045001;INSTITUTO SAUDI DE MADRID (ARABIA SAUDI);094;CEXTRAN ESP;CENTRO DOCENTE EXTRANJERO EN ESPAÑA;PRIVADO;REINO DE ARABIA SAUDI;;;5;Madrid-Capital;AVDA;de Ahones;11;28043;079;Madrid;16;Hortaleza;914052884;913884406;;;914052884;http://www.educa.madrid.org/ce.colegiosaudi.madrid;ce.colegiosaudi.madrid@educa.madrid.org;mmuley@isaudimadrid.com;445703;4478317;BAJA;1994-05-04
28045013;CANDELA;037;CPRIEPA;CENTRO PRIVADO DE EDUCACIÓN DE PERSONAS ADULTAS;PRIVADO;ASOCIACION CULTURAL CANDELA;;;5;Madrid-Capital;CALLE;de Embajadores;162;28045;079;Madrid;02;Arganzuela;0;;;;0;;;;;;INACTIVO;1994-06-03
28045025;LOS OLIVOS;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8049*;3;Madrid-Este;CALLE;de Joan Miró;1;28840;084;Mejorada del Campo;;;916794920;916794921;;;916681156;http://www.educa.madrid.org/ies.losolivos.mejorada;ies.losolivos.mejorada@educa.madrid.org;info@ieslosolivosmejorada.es;459270;4471451;ALTA;1995-05-12
28045037;MANUEL DE FALLA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8048*;3;Madrid-Este;AVDA;de Manuel Azaña;32;28822;049;Coslada;;;916691182;;;;916691492;http://www.educa.madrid.org/ies.manueldefalla.coslada;ies.manueldefalla.coslada@educa.madrid.org;;452943;4474151;ALTA;1995-05-12
28045049;VILLAREJO DE SALVANÉS;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8034*;3;Madrid-Este;AVDA;de Santa Elena;s/n;28590;180;Villarejo de Salvanés;;;918744960;;;;918742210;http://www.educa.madrid.org/ies.villarejo;ies.villarejo@educa.madrid.org;;475595;4447198;ALTA;1995-05-12
28045050;LAZARO CARDENAS;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8050*;4;Madrid-Oeste;CALLE;Isla de Sálvora;153;28400;047;Collado Villalba;;;918514581;;;;918518466;http://www.educa.madrid.org/ies.lazarocardenas.colladovillalba;ies.lazarocardenas.colladovillalba@educa.madrid.org;;413860;4497184;ALTA;1995-05-12
28045062;MARIO BENEDETTI;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8038*;3;Madrid-Este;CMNO;de la Partija;s/n;28523;123;Rivas-Vaciamadrid;;;916661712;916660206;;;;http://www.educa.madrid.org/cp.mariobenedetti.rivas;cp.mariobenedetti.rivas@educa.madrid.org;;453333;4469145;ALTA;1997-08-01
28045074;CIUDAD DE NEJAPA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8082*;1;Madrid-Norte;AVDA;de los Labradores;26;28760;903;Tres Cantos;;;918033835;;;;918035367;http://www.educa.madrid.org/cp.ciudaddenejapa.trescantos;cp.ciudaddenejapa.trescantos@educa.madrid.org;;440699;4494689;ALTA;1997-08-01
28045086;MADRID-SUR;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****2222*;5;Madrid-Capital;CALLE;del Puerto de Balbarán;133;28018;079;Madrid;13;Puente de Vallecas;917855539;;;;917855539;http://www.educa.madrid.org/cp.madrid-sur.madrid;cp.madrid-sur.madrid@educa.madrid.org;cpmadrid_sur@yahoo.es;444375;4469765;ALTA;1998-06-12
28045098;VALDEBERNARDO;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****1029*;5;Madrid-Capital;CALLE;del Tren de Arganda;9;28032;079;Madrid;19;Vicálvaro;913713523;;;;913051773;http://www.educa.madrid.org/cp.valdebernardo.madrid;cp.valdebernardo.madrid@educa.madrid.org;;447544;4472752;ALTA;1998-06-12
28045104;MONTE DE EL PARDO;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8406*;5;Madrid-Capital;AVDA;de la Guardia;19;28048;079;Madrid;08;Fuencarral-El Pardo;913760692;669808397;;;913760636;http://www.educa.madrid.org/cp.montepardo.madrid;cp.montepardo.madrid@educa.madrid.org;;434405;4485440;ALTA;1998-06-12
28045116;ECOLE MATERNELLE FRANÇAISE POMME D'API (FRANCES);094;CEXTRAN ESP;CENTRO DOCENTE EXTRANJERO EN ESPAÑA;PRIVADO;POMME D'API, S.L.;****7496*;;5;Madrid-Capital;AVDA;de los Madroños;69;28043;079;Madrid;16;Hortaleza;913882764;;;;;www.ecolepommedapi.com;pommedapi@ecolepommedapi.com;dcuesta@ecolepommedapi.com;446491;4478585;ALTA;1999-05-28
28045128;LA CAÑADA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8062*;2;Madrid-Sur;CALLE;de Concepción Arenal;13;28942;058;Fuenlabrada;;;914864366;;;;914864238;http://www.educa.madrid.org/cp.lacanada.fuenlabrada;cp.lacanada.fuenlabrada@educa.madrid.org;;428547;4460588;ALTA;1998-06-12
28045131;RAYUELA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8166*;2;Madrid-Sur;CALLE;de Murcia;15;28945;058;Fuenlabrada;;;916064406;916977498;;;916064406;http://www.educa.madrid.org/cp.rayuela.fuenlabrada;cp.rayuela.fuenlabrada@educa.madrid.org;;432436;4460302;ALTA;1998-06-12
28045141;LITTLE DUCK;008;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO;MCBRIDE LITTLE lEARNERS, S.L.;****3888*;;4;Madrid-Oeste;CALLE;Panamá;2;28290;127;Rozas de Madrid, Las;;;910536356;699400497;;;;http://escuelalittleduck.com;administracion@escuelalittleduck.com;info@escuelalittleduck.com;423723;4488237;ALTA;1999-05-21
28045153;JACINTO BENAVENTE;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8993*;2;Madrid-Sur;CALLE;Adolfo Marsillach;3;28914;074;Leganés;;;916860723;669454091;;;917031777;http://www.educa.madrid.org/cp.jacintobenavente.leganes;cp.jacintobenavente.leganes@educa.madrid.org;;435523;4465453;ALTA;1998-06-12
28045165;LA NAVATA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8051*;4;Madrid-Oeste;CALLE;del Estanque;8;28420;061;Galapagar;;;918583999;;;;918586119;http://www.educa.madrid.org/cp.lanavata.galapagar;cp.lanavata.galapagar@educa.madrid.org;;416019;4494393;ALTA;1995-04-28
28045177;PROFESOR DON ENRIQUE TIERNO GALVAN;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8052*;4;Madrid-Oeste;CALLE;Los Almendros;1;28400;047;Collado Villalba;;;918490808;;;;918519067;http://www.educa.madrid.org/cp.tiernogalvan.colladovillalba;cp.tiernogalvan.colladovillalba@educa.madrid.org;;415507;4497668;ALTA;1995-04-28
28045256;C.DE ENSEÑANZAS TECNICAS ESPECIALIZADAS;058;CPR FPE;CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA;PRIVADO;IENSA S.A.;;;5;Madrid-Capital;;ALMIRANTE 27;;28004;079;Madrid;01;Centro;0;;;;0;;;;;;BAJA;1994-09-19
28045268;CID CAMPEADOR LAS AGUILAS - CUATRO VIENTOS;031;CEPA;CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8412*;5;Madrid-Capital;CALLE;de Anselmo Lorenzo;12;28044;079;Madrid;10;Latina;917058402;650083284;;;;http://www.educa.madrid.org/cepa.cidcampeador.madrid;cepa.cidcampeador.madrid@educa.madrid.org;;434585;4470426;ALTA;1994-09-30
28045271;CIUDAD LINEAL;031;CEPA;CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8278*;5;Madrid-Capital;CALLE;Hnos García Noblejas (acceso por Luis Campos);70;28017;079;Madrid;15;Ciudad Lineal;917545206;;;;913045783;http://www.educa.madrid.org/cepa.ciudadlineal.madrid;cepa.ciudadlineal.madrid@educa.madrid.org;;446370;4475599;ALTA;2001-05-10
28045281;EL PONTON;031;CEPA;CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8046*;4;Madrid-Oeste;CALLE;Asturias;3;28400;047;Collado Villalba;;;918517749;679991951;;;;http://www.educa.madrid.org/cepa.colladovillalba;cepa.colladovillalba@educa.madrid.org;;414740;4498048;ALTA;1994-09-30
28045293;OPORTO;031;CEPA;CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8115*;5;Madrid-Capital;AVDA;de Oporto;46-48;28019;079;Madrid;11;Carabanchel;915608402;;;;914697543;http://www.educa.madrid.org/cepa.oporto.madrid;cepa.oporto.madrid@educa.madrid.org;;438475;4470883;ALTA;2001-05-10
28045301;LA PALOMA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8410*;2;Madrid-Sur;CALLE;de la Paloma;45;28981;106;Parla;;;916996965;;;;;http://www.educa.madrid.org/cp.lapaloma.parla;cp.lapaloma.parla@educa.madrid.org;;434070;4454663;ALTA;1998-06-12
28045311;LOS ROSALES;031;CEPA;CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8965*;5;Madrid-Capital;CALLE;de Concepción de la Oliva;17;28021;079;Madrid;17;Villaverde;915052034;;;;917971397;http://www.educa.madrid.org/cepa.losrosales.madrid;cepa.losrosales.madrid@educa.madrid.org;;442126;4467296;ALTA;2001-05-10
28045323;VICALVARO;031;CEPA;CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8797*;5;Madrid-Capital;CALLE;del Lago Como;4;28032;079;Madrid;19;Vicálvaro;913718492;;;;913718492;http://www.educa.madrid.org/cepa.vicalvaro.madrid;cepa.vicalvaro.madrid@educa.madrid.org;;448509;4472499;ALTA;2001-05-10
28045335;JOAQUIN COSTA;031;CEPA;CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS;PÚBLICO;COMUNIDAD DE MADRID;****8414*;****8414*;5;Madrid-Capital;AVDA;de Guadalajara;41;28032;079;Madrid;20;San Blas-Canillejas;913132523;;;;0;;;;;;BAJA;2001-05-10
28045347;DULCE CHACON;031;CEPA;CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****0025*;5;Madrid-Capital;CALLE;de la Abertura;2;28033;079;Madrid;16;Hortaleza;913811272;;;;917630931;http://www.educa.madrid.org/cepa.dulcechacon.madrid;cepa.dulcechacon.madrid@educa.madrid.org;;444927;4480925;ALTA;2001-05-10
28045359;EL BUEN GOBERNADOR;031;CEPA;CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8034*;3;Madrid-Este;CALLE;San Fernando;s/n;28850;148;Torrejón de Ardoz;;;916780048;;;;;http://www.educa.madrid.org/cepa.torrejondeardoz;cepa.torrejondeardoz@educa.madrid.org;;459150;4478452;ALTA;2001-05-10
28045360;ALFAR;031;CEPA;CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8845*;2;Madrid-Sur;CALLE;del Cabo San Vicente;1;28924;007;Alcorcón;;;916102917;;;;;http://www.educa.madrid.org/cepa.alcorcon;cepa.alcorcon@educa.madrid.org;Alfar_sec@terra.es;430734;4467247;ALTA;2001-05-10
28045372;JOSE LUIS SAMPEDRO;031;CEPA;CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****0010*;2;Madrid-Sur;AVDA;de Loyola;23;28300;013;Aranjuez;;;918924585;;;;918911166;http://www.educa.madrid.org/cepa.aranjuez;cepa.aranjuez@educa.madrid.org;;447409;4431016;ALTA;2001-05-10
28045384;PROGRAMA ALFABETIZACION;031;CEPA;CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS;PÚBLICO;COMUNIDAD DE MADRID;****0001*;;2;Madrid-Sur;;OLIVOS;5;28901;065;Getafe;;;0;;;;0;;;;;;ANULACIÓN;2008-02-06
28045396;ROSALIA DE CASTRO;031;CEPA;CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8006*;2;Madrid-Sur;CALLE;Roncal (c/v a Avda. de la Mancha 50);s/n;28915;074;Leganés;;;916880885;;;;916801717;http://www.educa.madrid.org/cepa.leganes;cepa.leganes@educa.madrid.org;cepa.leganes@educa.madrid.org;435892;4465703;ALTA;2001-05-10
28045402;PROGRAMA ALFABETIZACION;031;CEPA;CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS;PÚBLICO;COMUNIDAD DE MADRID;****0001*;;2;Madrid-Sur;CALLE;de San Antonio;2;28931;092;Móstoles;;;0;;;;0;;;;426683;4463947;ANULACIÓN;2008-02-06
28045414;GLORIA FUERTES;031;CEPA;CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8053*;2;Madrid-Sur;CALLE;de la Constitución;22;28600;096;Navalcarnero;;;918110560;666101949;;;918115442;http://www.educa.madrid.org/cepa.gloriafuertes.navalcarnero;cepa.gloriafuertes.navalcarnero@educa.madrid.org;;413867;4460146;ALTA;2001-05-10
28045426;RAMON Y CAJAL;031;CEPA;CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8298*;2;Madrid-Sur;CALLE;Galilea;11;28981;106;Parla;;;916986430;;;;;http://www.educa.madrid.org/cepa.parla;cepa.parla@educa.madrid.org;centro9@centros6.pntic.mec.es;434042;4454438;ALTA;2001-05-10
28045438;HERMANOS CORREA;031;CEPA;CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8214*;2;Madrid-Sur;CALLE;de Cuba c/v Av. Hispanoamérica, s/n;;28341;161;Valdemoro;;;918084201;;;;918956488;http://www.educa.madrid.org/cepa.valdemoro;cepa.valdemoro@educa.madrid.org;;441293;4448775;ALTA;2001-05-10
28045441;MANCOMUNIDAD DEL SUROESTE;031;CEPA;CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****0052*;2;Madrid-Sur;CALLE;de la Macarena (Edificio CIDEE);3;28970;073;Humanes de Madrid;;;918103818;;;;911911281;http://www.educa.madrid.org/cepa.mancomunidadsuroeste.grinon;cepa.mancomunidadsuroeste.grinon@educa.madrid.org;;429526;4456302;ALTA;2001-05-10
28045451;ORGAZ NURSERY SCHOOL (BRITANICO);094;CEXTRAN ESP;CENTRO DOCENTE EXTRANJERO EN ESPAÑA;PRIVADO;MARIA ANGUSTIAS HITA DE DIOS;;;5;Madrid-Capital;CALLE;de Frascuelo;2;28043;079;Madrid;16;Hortaleza;913889355;913002883;;;917590675;;orgazschool@wanadoo.es;orgazschool@orgazschool.com;445292;4478404;BAJA;1999-04-30
28045463;ATALAYAS;031;CEPA;CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****0013*;1;Madrid-Norte;CALLE;de la Macarena;13;28710;086;Molar, El;;;918412095;;;;918410728;http://www.educa.madrid.org/cepa.elmolar;cepa.elmolar@educa.madrid.org;;450832;4509752;ALTA;2001-05-10
28045475;JORGE GUILLEN;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****8035*;3;Madrid-Este;AVDA;de Nuestra Señora de la Vega;6;28330;132;San Martín de la Vega;;;918946372;;;;918958635;http://www.educa.madrid.org/cp.jorgeguillen.sanmartindelavega;cp.jorgeguillen.sanmartindelavega@educa.madrid.org;;450497;4451403;ALTA;1998-06-12
28045487;AULA VALLE INCLAN;037;CPRIEPA;CENTRO PRIVADO DE EDUCACIÓN DE PERSONAS ADULTAS;PRIVADO;ASOCIACION CULTURAL AULA VALLE INCLAN;;;5;Madrid-Capital;CALLE;de José de Cadalso;50;28044;079;Madrid;10;Latina;0;;;;0;;;;;;BAJA;1994-10-21
28045499;COLEGIO EUROPEO DE MADRID INFANTIL;004;CPR INF;CENTRO PRIVADO DE EDUCACIÓN INFANTIL;PRIVADO;COLEGIO EUROPEO DE MADRID, S.L.;****7402*;;4;Madrid-Oeste;CTRA;Vía Servicio Ctra de la Coruña;k 19;28231;127;Rozas de Madrid, Las;;;916361919;661440409;;;;www.colegioeuropeodemadrid.com;secretariacem@educacem.com;secretaria@educacem.com;424815;4487212;ALTA;1994-10-21
28045505;C.DE FORMAC.DE LA CAJA AH.Y M.P.MADRID;053;CPR FP;CENTRO PRIVADO DE FORMACION PROFESIONAL;PRIVADO;CAJA DE AH.Y MONTE DE P. DE MADRID;;;5;Madrid-Capital;;JUAN ESPLANDIU 11 Y 13;;00000;079;Madrid;;;0;;;;0;;;;;;BAJA;1994-07-13
28045517;F. DE TRADUCTORES E INTERPRETES;402;FACULTAD;FACULTAD;PRIVADO;;;;4;Madrid-Oeste;;AV.DE LA UNIVERSIDAD 1;;28691;176;Villanueva de la Cañada;;;0;;;;0;;;;;;BAJA;1993-04-19
28045529;ARAYA;021;CPR EE;CENTRO PRIVADO DE EDUCACIÓN ESPECIAL;PRIVADO;ASOCIAC.ARAYA (AUTISMO Y TRAST.PROFUNDOS);****0785*;;5;Madrid-Capital;;SAN PEDRO DE CARDEÑA 10;;28033;079;Madrid;16;Hortaleza;913883722;;;;913883722;;info@colegioaraya.com;;;;BAJA;1994-11-11
28045530;SCUOLA MATERNA ITALIANA DE MADRID (ITALIANO);094;CEXTRAN ESP;CENTRO DOCENTE EXTRANJERO EN ESPAÑA;PRIVADO;ASOCIACION SCUOLA MATERNA ITALIANA DI MADRID;****6058*;;5;Madrid-Capital;CALLE;de Agustín de Betancourt;1;28003;079;Madrid;07;Chamberí;915331590;;;;915530212;;alunnimaterna@scuolaitalianamadrid.org;;441046;4477034;ALTA;1994-11-25
28045542;SANTA ROSALIA;008;EIPR;ESCUELA INFANTIL PRIVADA;PRIVADO CONCERTADO;PARROQUIA DE STA.ROSALIA;****0385*;****0385*;5;Madrid-Capital;CALLE;de Motilla del Palancar;36;28043;079;Madrid;16;Hortaleza;913001988;690010214;;;913001988;;cc.santarosalia.madrid@educa.madrid.org;dir.starosalia@planalfa.es;446509;4479679;ALTA;1994-11-25
28045554;EL ENEBRAL MONTESSORI;004;CPR INF;CENTRO PRIVADO DE EDUCACIÓN INFANTIL;PRIVADO;M.CARMEN NICOLAS VICTORI;;;4;Madrid-Oeste;;PSO.BELMAS 2;;28400;047;Collado Villalba;;;0;;;;0;;;;;;BAJA;1994-09-14
28045566;GSD VALLECAS;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;GREDOS-SAN DIEGO, SDAD. COOP. MADRILEÑA;****3752*;;5;Madrid-Capital;AVDA;del Parque de Palomeras Bajas;14;28018;079;Madrid;13;Puente de Vallecas;917853412;917861347;;;;http://www.gsdeducacion.com/;cc.gredossandiego.madrid@educa.madrid.org;vallecas@gsdeducacion.com;443749;4470152;ALTA;1994-11-25
28045578;VERACRUZ;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO;HIJAS DE SANTA MARIA DEL CORAZON DE JESUS;****0477*;;4;Madrid-Oeste;CTRA;de Escorial;s/n;28260;061;Galapagar;;;918585558;918585691;;;918586256;www.hsmcj.org;veracruz-es@hsmcj.org;direccion@colegioveracruz.net;415936;4491612;ALTA;1994-12-02
28045581;SANTA MARIA DE LEUCA;004;CPR INF;CENTRO PRIVADO DE EDUCACIÓN INFANTIL;PRIVADO CONCERTADO;CONGREGACION DE LAS HIJAS DE STA.MARIA DE LEUCA;****0326*;;4;Madrid-Oeste;CALLE;Infantes;28;28200;131;San Lorenzo de El Escorial;;;918901662;;;;918906719;http://www.escuelasantamariadeleuca.com;cc.santamariadeleuca.sanlorenzo@educa.madrid.org;santamariadeleuca@yahoo.es;403542;4494439;ALTA;1994-12-09
28045591;C.E.S FRANCISCO DE VITORIA;404;ETS;ESCUELA TECNICA SUPERIOR;PRIVADO;F.I.D.E.S.;;;4;Madrid-Oeste;;CTRA. DE POZUELO A MAJADAHONDA, KM. 1,8;;28223;115;Pozuelo de Alarcón;;;913511566;;;;913511716;;;;;;BAJA;1994-07-29
28045608;ARGANZUELA;031;CEPA;CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS;PÚBLICO;COMUNIDAD DE MADRID;****0001*;****5039*;5;Madrid-Capital;CALLE;de la Batalla del Salado;29;28045;079;Madrid;02;Arganzuela;915395395;639486024;;;915395395;http://www.educa.madrid.org/cepa.arganzuela.madrid;cepa.arganzuela.madrid@educa.madrid.org;;440934;4472438;ALTA;2001-05-10
28045611;SAN FERNANDO DE HENARES;031;CEPA;CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS;PÚBLICO;;;;3;Madrid-Este;;;;;130;San Fernando de Henares;;;916741634;;;;0;;;;;;ANULACIÓN; 
