num_expediente,fecha_hora,localizacion,cod_distrito,distrito,tipo_accidente,estado_meteorol贸gico,wktGeometry,positiva_alcohol,positiva_droga,peaton_involucrado,vehiculos_involucrados,lesividad,nivel_lesividad
2025S047143,2025-04-23T21:50:00+01:00,AVDA. ANDALUCIA / AUTOV. M-40,12,USERA,Alcance,Despejado,POINT(-3.69382357004 40.3653068733),false,false,false,Turismo,Sin asistencia sanitaria,1
2025S047144,2025-04-23T22:40:00+01:00,PASEO. CASTELLANA,5,CHAMART脥N,Otro,Despejado,POINT(-3.69018567766 40.4565903745),false,false,false,Turismo,Desconocido,5
2025S047145,2025-04-23T22:35:00+01:00,CALL. HERMANOS GARCIA NOBLEJAS / CALL. MIGUEL FLETA,20,SAN BLAS-CANILLEJAS,Colisi贸n fronto-lateral,Despejado,POINT(-3.63296992658 40.4310889792),false,false,false,Turismo,Desconocido,5
2025S047153,2025-04-23T23:30:00+01:00,CALL. GOLFO DE SALONICA / CALL. ESPLIEGO,16,HORTALEZA,Ca铆da,Despejado,POINT(-3.66548506923 40.4752937154),false,false,false,Bicicleta EPAC (pedaleo asistido),Asistencia sanitaria s贸lo en el lugar del accidente,3
2025S047162,2025-04-23T06:45:00+01:00,AUTOV. A-3,14,MORATALAZ,Colisi贸n m煤ltiple,Despejado,POINT(-3.65982977246 40.4061008385),false,false,false,Turismo,Sin asistencia sanitaria,1
2025S047173,2025-04-23T23:50:00+01:00,AUTOV. A-6,9,MONCLOA-ARAVACA,Alcance,Despejado,POINT(-3.72868983326 40.4410297716),false,false,false,Turismo,Asistencia sanitaria s贸lo en el lugar del accidente,1
2025S047460,2025-04-23T20:35:00+01:00,GLORIETA SUPERIOR M45 FAROLA 158,18,VILLA DE VALLECAS,Colisi贸n lateral,Despejado,POINT(-3.60575792491 40.3664593465),false,false,false,Turismo,Desconocido,5
2025S047464,2025-04-23T19:30:00+01:00,CALL. PRINCESA,1,CENTRO,Alcance,,POINT(-3.71310037724 40.4263792339),false,false,false,Turismo,Sin asistencia sanitaria,1
2025S047175,2025-04-24T00:15:00+01:00,CALL. HUERTA DE CASTA脩EDA,10,LATINA,Choque contra obst谩culo fijo,Despejado,POINT(-3.74218034208 40.4057637235),false,false,false,"Furgoneta, Turismo",Desconocido,1
2025S047226,2025-04-24T06:15:00+01:00,CALL. ANTONIO LOPEZ,12,USERA,Colisi贸n fronto-lateral,Despejado,POINT(-3.69728042657 40.3864484761),false,false,false,Turismo,Asistencia sanitaria ambulatoria con posterioridad,1
2025S047228,2025-04-24T08:00:00+01:00,AUTOV. A-2 / CALL. AGASTIA,15,CIUDAD LINEAL,Alcance,Despejado,POINT(-3.65375432627 40.4468652307),false,false,false,Turismo,Asistencia sanitaria s贸lo en el lugar del accidente,3
2025S047233,2025-04-24T08:30:00+01:00,CALL. GOMEZNARRO,16,HORTALEZA,Atropello a persona,Despejado,POINT(-3.64999833277 40.4609224354),false,false,true,Turismo,Sin asistencia sanitaria,1
2025S047261,2025-04-24T09:00:00+01:00,AUTOV. M-30,13,PUENTE DE VALLECAS,Colisi贸n lateral,Despejado,POINT(-3.6750467587 40.3933642535),false,false,false,"Motocicleta > 125cc, Turismo",Desconocido,5
2025S047270,2025-04-24T09:30:00+01:00,PASEO. SAN FRANCISCO DE SALES / CALL. GENERAL IBA脩EZ DE IBERO,7,CHAMBER脥,Colisi贸n fronto-lateral,Despejado,POINT(-3.71091316167 40.4436900075),false,false,false,"Furgoneta, Turismo",Sin asistencia sanitaria,1
2025S047274,2025-04-24T08:30:00+01:00,AVDA. DAROCA / AVDA. TRECE ROSAS,15,CIUDAD LINEAL,Colisi贸n fronto-lateral,Despejado,POINT(-3.64601649153 40.4257014767),false,false,false,Turismo,Sin asistencia sanitaria,1
2025S047283,2025-04-24T09:26:00+01:00,AUTOV. M-30,8,FUENCARRAL-EL PARDO,Alcance,Despejado,POINT(-3.67305249711 40.4841056985),false,false,false,"Motocicleta > 125cc, Turismo",Ingreso inferior o igual a 24 horas,1
2025S047294,2025-04-24T09:00:00+01:00,CALL. AUTOGIRO,21,BARAJAS,Colisi贸n fronto-lateral,Despejado,POINT(-3.58581601445 40.4709412008),false,false,false,Turismo,Desconocido,5
2025S047313,2025-04-24T10:00:00+01:00,AVDA. GRAN VIA DEL ESTE,19,VIC脕LVARO,Colisi贸n fronto-lateral,Despejado,POINT(-3.59628699132 40.4023919045),false,false,false,"Autob煤s, Cami贸n r铆gido",Desconocido,5
2025S047315,2025-04-24T07:56:00+01:00,AUTOV. M-30,15,CIUDAD LINEAL,Ca铆da,Despejado,POINT(-3.66027002309 40.4451074771),false,false,false,Otros veh铆culos con motor,Asistencia sanitaria ambulatoria con posterioridad,4
2025S047339,2025-04-24T10:15:00+01:00,CALL. TORRE DE DON MIGUEL / CMNO. HORMIGUERAS,18,VILLA DE VALLECAS,Alcance,Despejado,POINT(-3.64585160412 40.373927181),false,false,false,"Tractocami贸n, Turismo",Sin asistencia sanitaria,1
2025S047361,2025-04-24T08:21:00+01:00,PASEO. CASTELLANA,6,TETU脕N,Colisi贸n frontal,Despejado,POINT(-3.68986560819 40.4610427222),false,false,false,"Furgoneta, Motocicleta > 125cc, Turismo",Sin asistencia sanitaria,1
2025S047382,2025-04-24T08:34:00+01:00,CTRA. VILLAVERDE A VALLECAS,18,VILLA DE VALLECAS,Alcance,Despejado,POINT(-3.64601072342 40.3696199285),false,false,false,"Cami贸n r铆gido, Turismo",Sin asistencia sanitaria,1
2025S047397,2025-04-24T10:50:00+01:00,CALL. HERMANOS GARCIA NOBLEJAS / CALL. CASTILLO DE UCLES,20,SAN BLAS-CANILLEJAS,Atropello a persona,Despejado,POINT(-3.62928164853 40.4262262112),false,false,true,Furgoneta,Desconocido,1
2025S047413,2025-04-24T12:35:00+01:00,CALL. COSTA RICA,5,CHAMART脥N,Colisi贸n m煤ltiple,,POINT(-3.67594752917 40.4586564896),false,false,false,"Furgoneta, Motocicleta > 125cc, Turismo",Desconocido,5
2025S047415,2025-04-24T11:05:00+01:00,GTA. RUIZ JIMENEZ / CALL. SAN BERNARDO,1,CENTRO,Colisi贸n fronto-lateral,Despejado,POINT(-3.70616653006 40.4295569355),false,false,false,"Furgoneta, Turismo",Desconocido,5
2025S047432,2025-04-24T12:30:00+01:00,CALL. GARCIA MOLINAS / CALL. GRAN VIA,1,CENTRO,Atropello a persona,Despejado,POINT(-3.70899231937 40.4224765634),false,false,true,Turismo,Desconocido,3
2025S047450,2025-04-24T13:46:00+01:00,CALL. OCA / CALL. ABOLENGO,11,CARABANCHEL,Colisi贸n frontal,Despejado,POINT(-3.73849841415 40.3891295452),false,false,false,Turismo,Sin asistencia sanitaria,1
2025S047457,2025-04-24T13:50:00+01:00,CALL. EDGAR NEVILLE / CALL. RAIMUNDO FERNANDEZ VILLAVERDE,6,TETU脕N,Colisi贸n fronto-lateral,Despejado,POINT(-3.69705295885 40.4466302675),false,false,false,Turismo,Desconocido,5
2025S047458,2025-04-24T08:37:00+01:00,AVDA. GRAN VIA DE HORTALEZA / AVDA. SAN LUIS,16,HORTALEZA,Ca铆da,Despejado,POINT(-3.65748861402 40.4694566229),false,false,false,Motocicleta > 125cc,Ingreso superior a 24 horas,8
2025S047459,2025-04-24T14:30:00+01:00,CALL. RODRIGUEZ MARIN,5,CHAMART脥N,Choque contra obst谩culo fijo,Despejado,POINT(-3.67888615717 40.4529816221),false,false,false,Turismo,Desconocido,5
2025S047461,2025-04-24T15:35:00+01:00,AUTOV. M-30,15,CIUDAD LINEAL,Alcance,Despejado,POINT(-3.6600735503 40.4334599351),false,false,false,Turismo,Desconocido,5
2025S047466,2025-04-24T14:15:00+01:00,IDB. PARQUE RAMON GOMEZ DE LA SERNA / CALL. PICO DE MAJALASNA,8,FUENCARRAL-EL PARDO,Choque contra obst谩culo fijo,Despejado,POINT(-3.72260281419 40.4836984097),false,false,false,Turismo,Desconocido,5
2025S047470,2025-04-24T16:15:00+01:00,CALL. ANTONIO LOPEZ,12,USERA,Otro,Despejado,POINT(-3.70203245992 40.3902395767),false,false,true,Turismo,Sin asistencia sanitaria,1
2025S047485,2025-04-24T16:35:00+01:00,AUTOV. M-30,14,MORATALAZ,Alcance,,POINT(-3.66304233941 40.4092176167),false,false,false,Turismo,Sin asistencia sanitaria,1
2025S047487,2025-04-24T16:06:00+01:00,CALL. FELIPE IV,3,RETIRO,Colisi贸n lateral,,POINT(-3.68913649645 40.4150650631),false,false,false,"Autob煤s, Turismo",Desconocido,5
2025S047527,2025-04-24T16:45:00+01:00,AVDA. POBLADOS / CALL. EXPROPIACION,12,USERA,Colisi贸n m煤ltiple,Despejado,POINT(-3.70427364839 40.3712527884),false,false,false,Turismo,Desconocido,5
2025S047536,2025-04-24T15:30:00+01:00,PLAZA. CIBELES / PASEO. PRADO,1,CENTRO,Colisi贸n fronto-lateral,Despejado,POINT(-3.69378644006 40.419091324),false,false,false,Turismo,Sin asistencia sanitaria,1
2025S047540,2025-04-24T16:30:00+01:00,AVDA. GUADALAJARA / CALL. AMPOSTA,20,SAN BLAS-CANILLEJAS,Ca铆da,Despejado,POINT(-3.61620782853 40.4210353441),false,false,false,Bicicleta EPAC (pedaleo asistido),Asistencia sanitaria s贸lo en el lugar del accidente,3
2025S047545,2025-04-24T16:43:00+01:00,CALL. SALLABERRY / CALL. MERCEDES ARTEAGA,11,CARABANCHEL,Colisi贸n lateral,Despejado,POINT(-3.72061382247 40.3947199006),false,false,false,Turismo,Desconocido,5
2025S047550,2025-04-24T17:15:00+01:00,GTA. RIO URUBAMBA / CALL. AREQUIPA,16,HORTALEZA,Alcance,Despejado,POINT(-3.62852941242 40.4682393524),false,false,false,Turismo,Desconocido,5
2025S047554,2025-04-24T16:05:00+01:00,CALL. QUINTANA,9,MONCLOA-ARAVACA,Alcance,,POINT(-3.71706739212 40.4280574019),false,false,false,"Furgoneta, Motocicleta hasta 125cc",Desconocido,5
2025S047580,2025-04-24T16:50:00+01:00,PASEO. ACACIAS,2,ARGANZUELA,Atropello a persona,Despejado,POINT(-3.70500670657 40.4042846428),false,false,true,Turismo,Sin asistencia sanitaria,1
2025S047582,2025-04-24T16:00:00+01:00,CALL. ARTURO SORIA / CALL. BRIVIESCA,15,CIUDAD LINEAL,Colisi贸n fronto-lateral,Despejado,POINT(-3.66620676039 40.4814697035),false,false,false,"Cami贸n r铆gido, Turismo",Sin asistencia sanitaria,1
2025S047589,2025-04-24T15:15:00+01:00,AUTOV. M-30,5,CHAMART脥N,Colisi贸n lateral,Despejado,POINT(-3.68213629383 40.4828182159),false,false,false,"Furgoneta, Turismo",Desconocido,5
2025S047590,2025-04-24T16:20:00+01:00,PASEO. RECOLETOS,4,SALAMANCA,Choque contra obst谩culo fijo,Despejado,POINT(-3.69201582385 40.4211469879),false,false,false,Turismo,Desconocido,5
2025S047612,2025-04-24T15:25:00+01:00,CALL. LOPEZ GRASS / CALL. ALMONACID,13,PUENTE DE VALLECAS,Colisi贸n fronto-lateral,,POINT(-3.6604421909 40.3964125815),false,false,false,Turismo,Desconocido,5
2025S047619,2025-04-24T18:00:00+01:00,CALL. HORNO DE LABRADORES / CALL. LAGO ISEO,19,VIC脕LVARO,Colisi贸n lateral,Despejado,POINT(-3.60393729627 40.4013161531),false,false,false,"Cami贸n r铆gido, Turismo",Desconocido,5
2025S047624,2025-04-24T18:50:00+01:00,CALL. COMERCIO / AVDA. CIUDAD DE BARCELONA,3,RETIRO,Colisi贸n fronto-lateral,Despejado,POINT(-3.68102393727 40.4042121701),false,false,false,"Autob煤s, Turismo",Sin asistencia sanitaria,1
2025S047625,2025-04-24T17:07:00+01:00,PASEO. DELICIAS,2,ARGANZUELA,Colisi贸n lateral,,POINT(-3.69491968396 40.3917510218),false,false,false,"Autob煤s, Turismo",Desconocido,5
2025S047632,2025-04-24T17:45:00+01:00,AUTOV. M-30,2,ARGANZUELA,Alcance,,POINT(-3.67639350892 40.3925365565),false,false,false,"Furgoneta, Turismo",Desconocido,5
2025S047647,2025-04-24T19:00:00+01:00,CALL. CEA BERMUDEZ / AVN ISLAS FILIPINAS,7,CHAMBER脥,Colisi贸n lateral,Despejado,POINT(-3.71231446926 40.4390417453),false,false,false,Turismo,Desconocido,5
2025S047649,2025-04-24T19:05:00+01:00,CALL. MATILDE GAYO,12,USERA,Alcance,Despejado,POINT(-3.70302743112 40.3896119049),true,false,false,"Furgoneta, Turismo",Sin asistencia sanitaria,1
2025S047651,2025-04-24T17:35:00+01:00,PASEO. PRADO / CALL. CLAUDIO MOYANO,3,RETIRO,Ca铆da,Despejado,POINT(-3.69172027707 40.4095541113),false,false,false,Bicicleta,Atenci贸n en urgencias sin posterior ingreso,6
2025S047652,2025-04-24T19:20:00+01:00,CALL. PUERTO DE NAVACERRADA / CALL. PUERTO DE CANENCIA,13,PUENTE DE VALLECAS,Colisi贸n fronto-lateral,Despejado,POINT(-3.65778058325 40.4001935506),true,false,false,"Furgoneta, Turismo",Sin asistencia sanitaria,1
2025S047653,2025-04-24T15:40:00+01:00,CALL. LOPEZ DE ARANDA / PLAZA. BARBADOS,20,SAN BLAS-CANILLEJAS,Colisi贸n fronto-lateral,Despejado,POINT(-3.6345774512 40.4440711891),false,false,false,"Bicicleta EPAC (pedaleo asistido), Turismo",Sin asistencia sanitaria,1
2025S047663,2025-04-24T20:05:00+01:00,CALL. GOYA,4,SALAMANCA,Colisi贸n fronto-lateral,Despejado,POINT(-3.67483034399 40.424789129),false,false,false,"Motocicleta > 125cc, Turismo",Sin asistencia sanitaria,1
2025S047665,2025-04-24T19:50:00+01:00,AUTOV. M-30,5,CHAMART脥N,Alcance,,POINT(-3.66577758838 40.4607155092),false,false,false,Turismo,Desconocido,5
2025S047669,2025-04-24T15:45:00+01:00,AVDA. PRINCESA JUANA DE AUSTRIA / AVDA. POBLADOS,11,CARABANCHEL,Colisi贸n lateral,Despejado,POINT(-3.71998730016 40.3735074022),false,false,false,Turismo,Sin asistencia sanitaria,1
2025S047671,2025-04-24T19:08:00+01:00,CALL. CAMINO VIEJO DE LEGANES,11,CARABANCHEL,Choque contra obst谩culo fijo,,POINT(-3.7289257876 40.3842442997),false,false,false,Turismo,Desconocido,5
2025S047676,2025-04-24T18:45:00+01:00,CALL. PIO FELIPE,13,PUENTE DE VALLECAS,Alcance,Despejado,POINT(-3.64865643857 40.3973982245),false,false,false,"Motocicleta > 125cc, Turismo",Asistencia sanitaria s贸lo en el lugar del accidente,3
2025S047680,2025-04-24T20:00:00+01:00,AVDA. DEMOCRACIA / CALL. ARBOLEDA,13,PUENTE DE VALLECAS,Alcance,Despejado,POINT(-3.6254929588 40.383723896),false,false,false,"Motocicleta > 125cc, Turismo",Desconocido,5
2025S047681,2025-04-24T20:10:00+01:00,CALL. VALDEBERNARDO,14,MORATALAZ,Choque contra obst谩culo fijo,Despejado,POINT(-3.63329567083 40.3991951021),false,false,false,Turismo,Sin asistencia sanitaria,1
2025S047682,2025-04-24T19:50:00+01:00,CALL. GUSTAVO PEREZ PUIG / CALL. MARIA REICHE,16,HORTALEZA,Colisi贸n fronto-lateral,Despejado,POINT(-3.6066450732 40.4875904474),false,false,false,"Motocicleta hasta 125cc, Turismo",Asistencia sanitaria inmediata en centro de salud o mutua,3
2025S047683,2025-04-24T20:15:00+01:00,GTA. SINTRA,21,BARAJAS,Choque contra obst谩culo fijo,Despejado,POINT(-3.61282004422 40.4724498251),false,false,false,Turismo,Desconocido,5
2025S047684,2025-04-24T19:12:00+01:00,CALL. ORENSE,6,TETU脕N,Colisi贸n lateral,Despejado,POINT(-3.69438059432 40.4585202001),false,false,false,"Motocicleta > 125cc, Turismo",Atenci贸n en urgencias sin posterior ingreso,1
2025S047687,2025-04-24T20:45:00+01:00,CALL. DOCTOR ESQUERDO,3,RETIRO,Ca铆da,Despejado,POINT(-3.6698173797 40.4126110188),false,false,false,Bicicleta EPAC (pedaleo asistido),Ingreso inferior o igual a 24 horas,7
2025S047689,2025-04-24T20:20:00+01:00,PLAZA. EMPERADOR CARLOS V / PASEO. SANTA MARIA DE LA CABEZA,2,ARGANZUELA,Colisi贸n fronto-lateral,Despejado,POINT(-3.69344161584 40.4073185628),false,false,false,"Otros veh铆culos con motor, Turismo",Desconocido,5
2025S047693,2025-04-24T21:05:00+01:00,CALL. SAN BERNARDO / CALL. ESPIRITU SANTO,1,CENTRO,Alcance,Despejado,POINT(-3.70722293799 40.4257396604),false,false,false,"Bicicleta EPAC (pedaleo asistido), Turismo",Sin asistencia sanitaria,1
2025S047696,2025-04-24T19:20:00+01:00,CALL. CRISTO DE LA VICTORIA / CALL. CRISTO DE LA VICTORIA,12,USERA,Atropello a persona,Despejado,POINT(-3.70694790539 40.3791825024),false,false,true,Turismo,Sin asistencia sanitaria,1
2025S047720,2025-04-24T20:23:00+01:00,PASEO. SENDA DEL REY,9,MONCLOA-ARAVACA,Ca铆da,Despejado,POINT(-3.72641078834 40.4264765474),true,false,false,VMU el茅ctrico,Asistencia sanitaria s贸lo en el lugar del accidente,3
2025S047722,2025-04-24T23:18:00+01:00,AVDA. BRASILIA,4,SALAMANCA,Colisi贸n lateral,Despejado,POINT(-3.66114765609 40.4383997525),false,false,false,Turismo,Desconocido,1
2025S047725,2025-04-24T22:40:00+01:00,AVDA. AURORA BOREAL / CMNO. FUENTE DE ARRIBA,19,VIC脕LVARO,Ca铆da,Despejado,POINT(-3.61226290032 40.4019660678),false,false,false,Motocicleta hasta 125cc,Ingreso inferior o igual a 24 horas,7
2025S047742,2025-04-24T23:35:00+01:00,AVDA. VENTISQUERO DE LA CONDESA / CALL. VALLE DE PINARES LLANOS,8,FUENCARRAL-EL PARDO,Choque contra obst谩culo fijo,Despejado,POINT(-3.71652026926 40.485330861),true,false,false,"Cami贸n r铆gido, Turismo",Desconocido,5
2025S047825,2025-04-24T12:35:00+01:00,CALL. CAMARENA,10,LATINA,Colisi贸n frontal,Despejado,POINT(-3.75610406931 40.3904662252),false,false,false,Turismo,Desconocido,5
2025S047829,2025-04-24T11:45:00+01:00,CALL. FRANCISCO SILVELA / CALL. MEJICO,4,SALAMANCA,Alcance,Granizando,POINT(-3.67513568057 40.4352828672),false,false,false,"Motocicleta > 125cc, Turismo",Sin asistencia sanitaria,1
2025S047893,2025-04-24T13:40:00+01:00,CALL. ALCALA,20,SAN BLAS-CANILLEJAS,Atropello a persona,Despejado,POINT(-3.61323991631 40.4459791465),false,false,true,Turismo,Sin asistencia sanitaria,1
2025S047923,2025-04-24T22:00:00+01:00,CALL. BRETON DE LOS HERREROS / CALL. MODESTO LAFUENTE,7,CHAMBER脥,Colisi贸n lateral,Despejado,POINT(-3.69622459626 40.4394911191),false,false,false,Turismo,Desconocido,5
2025S047955,2025-04-24T17:30:00+01:00,AVDA. MARUJA MALLO / CMNO. VALDEHIGUERA,16,HORTALEZA,Choque contra obst谩culo fijo,Despejado,POINT(-3.63089007727 40.4797399623),false,false,false,Turismo,Desconocido,5
2025S047964,2025-04-24T21:35:00+01:00,CALL. BRAVO MURILLO,7,CHAMBER脥,Colisi贸n fronto-lateral,Despejado,POINT(-3.70406190404 40.4459211253),false,false,false,Turismo,Desconocido,5
2025S047974,2025-04-24T16:35:00+01:00,CALL. RAIMUNDO FERNANDEZ VILLAVERDE / CALL. EDGAR NEVILLE,6,TETU脕N,Colisi贸n lateral,Despejado,POINT(-3.6970998454 40.4466029578),false,false,false,Turismo,Desconocido,5
2025S048062,2025-04-24T21:30:00+01:00,GTA. PIRAMIDES / PASEO. YESERIAS,2,ARGANZUELA,Colisi贸n fronto-lateral,,POINT(-3.71391356116 40.4007074481),false,false,false,Turismo,Sin asistencia sanitaria,1
2025S048181,2025-04-24T21:47:00+01:00,CALL. ISABEL LA CATOLICA,1,CENTRO,Colisi贸n lateral,,POINT(-3.70921746686 40.4214661708),false,false,false,"Motocicleta > 125cc, Turismo",Desconocido,5
2025S049039,2025-04-24T09:06:00+01:00,CALL. FEIJOO,7,CHAMBER脥,Choque contra obst谩culo fijo,,POINT(-3.70361621169 40.4348427614),false,false,false,Turismo,Desconocido,5
2025S050802,2025-04-24T06:45:00+01:00,CALL. GENERAL PALANCA / PASEO. SANTA MARIA DE LA CABEZA,2,ARGANZUELA,Colisi贸n lateral,Nublado,POINT(-3.70031636807 40.3997365408),false,false,false,"Motocicleta hasta 125cc, Turismo",Asistencia sanitaria s贸lo en el lugar del accidente,1
2025S047747,2025-04-25T01:40:00+01:00,AVDA. ANDALUCIA,12,USERA,Otro,Despejado,POINT(-3.69482465287 40.3721838302),false,false,false,Turismo,Desconocido,5
2025S047754,2025-04-25T01:36:00+01:00,CALL. ENRIQUE VELASCO,13,PUENTE DE VALLECAS,Choque contra obst谩culo fijo,,POINT(-3.6609316937 40.3958602303),false,false,false,Turismo,Desconocido,5
2025S047756,2025-04-25T02:55:00+01:00,CALL. DOCTOR ESQUERDO,3,RETIRO,Choque contra obst谩culo fijo,,POINT(-3.67030614058 40.4060405784),false,false,false,Turismo,Desconocido,5
2025S047763,2025-04-25T01:10:00+01:00,AVDA. PORTUGAL / PASEO. PUERTA DEL ANGEL,10,LATINA,Choque contra obst谩culo fijo,Despejado,POINT(-3.72976086251 40.4146716402),false,false,false,Bicicleta EPAC (pedaleo asistido),Atenci贸n en urgencias sin posterior ingreso,6
2025S047772,2025-04-25T05:50:00+01:00,CALL. FERNANDEZ DE LOS RIOS / CALL. ESCOSURA,7,CHAMBER脥,Colisi贸n frontal,,POINT(-3.70676510324 40.4349316613),true,false,false,Turismo,Desconocido,5
2025S047779,2025-04-25T08:25:00+01:00,AUTOV. M-30,15,CIUDAD LINEAL,Alcance,Despejado,POINT(-3.65899338896 40.4230516491),false,false,false,"Furgoneta, Motocicleta > 125cc",Sin asistencia sanitaria,1
2025S047780,2025-04-25T07:00:00+01:00,CALL. QUINTANA / CALL. FERRAZ,9,MONCLOA-ARAVACA,Colisi贸n fronto-lateral,Despejado,POINT(-3.71846327931 40.4274000859),false,false,true,Turismo,Asistencia sanitaria inmediata en centro de salud o mutua,1
2025S047787,2025-04-25T08:20:00+01:00,PLAZA. CONDE DE CASAL,3,RETIRO,Colisi贸n lateral,,POINT(-3.66966147931 40.4063956676),false,false,false,"Cami贸n r铆gido, Turismo",Desconocido,5
2025S047805,2025-04-25T09:11:00+01:00,PLAZA. COLON,4,SALAMANCA,Colisi贸n lateral,Despejado,POINT(-3.68956021268 40.4253959074),false,false,false,"Autob煤s, Motocicleta hasta 125cc",Desconocido,5
2025S047809,2025-04-25T09:10:00+01:00,CALL. MUELA DE SAN JUAN,18,VILLA DE VALLECAS,Atropello a persona,Despejado,POINT(-3.61879796465 40.3756426943),false,false,true,Turismo,Sin asistencia sanitaria,1
2025S047819,2025-04-25T08:40:00+01:00,CALL. BENJAMIN PALENCIA / AVDA. MEDITERRANEO,13,PUENTE DE VALLECAS,Alcance,Despejado,POINT(-3.64177402457 40.3948330007),false,false,false,"Autob煤s, Furgoneta",Sin asistencia sanitaria,1
2025S047828,2025-04-25T09:30:00+01:00,CALL. EL PROVENCIO,16,HORTALEZA,Choque contra obst谩culo fijo,Despejado,POINT(-3.62758301417 40.464145405),false,false,false,Tractocami贸n,Desconocido,5
2025S047831,2025-04-25T08:45:00+01:00,AVDA AVIACION-MONROY,10,LATINA,Colisi贸n fronto-lateral,Despejado,POINT(-3.78335781184 40.3773477846),false,false,false,Turismo,Sin asistencia sanitaria,1
2025S047836,2025-04-25T09:05:00+01:00,AVDA. BLAS DE LEZO / AUTOV. M-45,19,VIC脕LVARO,Alcance,Despejado,POINT(-3.55374970332 40.4101620789),false,false,false,Turismo,Sin asistencia sanitaria,1
2025S047845,2025-04-25T09:57:00+01:00,AVDA. MEMORIA,9,MONCLOA-ARAVACA,Alcance,Despejado,POINT(-3.72409244521 40.4378424465),false,false,false,"Furgoneta, Turismo",Sin asistencia sanitaria,1
2025S047846,2025-04-25T10:00:00+01:00,AUTOV. M-23,14,MORATALAZ,Alcance,Despejado,POINT(-3.65333919199 40.4173810096),false,false,false,Turismo,Sin asistencia sanitaria,1
2025S047848,2025-04-25T09:35:00+01:00,AVDA. CIUDAD DE BARCELONA / CALL. JULIAN GAYARRE,3,RETIRO,Colisi贸n fronto-lateral,Despejado,POINT(-3.68291840279 40.4050928939),false,false,false,"Motocicleta hasta 125cc, Turismo",Asistencia sanitaria s贸lo en el lugar del accidente,3
2025S047865,2025-04-25T10:27:00+01:00,CALL. CORREGIDOR DIEGO CABEZA DE VACA,14,MORATALAZ,Choque contra obst谩culo fijo,Despejado,POINT(-3.65365894334 40.4090097827),false,false,false,Turismo,Desconocido,5
2025S047866,2025-04-25T09:15:00+01:00,AVDA. CAPITAL DE ESPA脩A MADRID,21,BARAJAS,Colisi贸n lateral,Despejado,POINT(-3.61596831622 40.46325293),false,false,false,Turismo,Desconocido,5
2025S047870,2025-04-25T11:00:00+01:00,AVDA. ALBUFERA,13,PUENTE DE VALLECAS,Colisi贸n lateral,Despejado,POINT(-3.66899189678 40.3982823669),false,false,false,"Tractocami贸n, Turismo",Sin asistencia sanitaria,1
2025S047886,2025-04-25T10:45:00+01:00,AUTOV. M-30,8,FUENCARRAL-EL PARDO,Solo salida de la v铆a,Despejado,POINT(-3.67381495975 40.4848399894),false,false,false,Turismo,Sin asistencia sanitaria,1
2025S047888,2025-04-25T12:40:00+01:00,CALL. VIRGEN DEL VAL,15,CIUDAD LINEAL,Colisi贸n fronto-lateral,,POINT(-3.65504874924 40.4368669016),false,false,false,"Cami贸n r铆gido, Turismo",Desconocido,5
2025S047892,2025-04-25T13:18:00+01:00,CALL. ALCALA,4,SALAMANCA,Alcance,,POINT(-3.66224257341 40.4310241009),false,false,false,"Furgoneta, Turismo",Sin asistencia sanitaria,1
2025S047896,2025-04-25T12:20:00+01:00,AVDA. SEPTIMA,20,SAN BLAS-CANILLEJAS,Ca铆da,Despejado,POINT(-3.59782728504 40.4486004264),false,false,false,Motocicleta hasta 125cc,Asistencia sanitaria inmediata en centro de salud o mutua,5
2025S047900,2025-04-25T12:20:00+01:00,AVDA. LOS ROSALES / AVDA. ANDALUCIA,12,USERA,Alcance,Despejado,POINT(-3.69419067282 40.3689443556),false,false,false,"Cami贸n r铆gido, Turismo",Sin asistencia sanitaria,1
2025S047907,2025-04-25T12:50:00+01:00,CALL. LUIS MARIN / CALL. ANTONIO MAIRENA,13,PUENTE DE VALLECAS,Colisi贸n fronto-lateral,Despejado,POINT(-3.63984043914 40.3922220689),false,false,false,"Furgoneta, Turismo",Sin asistencia sanitaria,1
2025S047908,2025-04-25T13:20:00+01:00,CALL. PRINCIPE DE VERGARA,5,CHAMART脥N,Alcance,,POINT(-3.6770299549 40.4572177258),false,false,false,"Motocicleta hasta 125cc, Turismo",Desconocido,5
2025S047914,2025-04-25T13:40:00+01:00,CALL. GRAN VIA / CALL. ABADA,1,CENTRO,Ca铆da,Despejado,POINT(-3.70490175596 40.4202042724),false,false,false,Autob煤s,Asistencia sanitaria inmediata en centro de salud o mutua,5
2025S047927,2025-04-25T13:55:00+01:00,PLAZA. MARIANO DE CAVIA,3,RETIRO,Alcance,Despejado,POINT(-3.67855201396 40.4080195202),false,false,false,"Bicicleta, Turismo",Asistencia sanitaria s贸lo en el lugar del accidente,1
2025S047939,2025-04-25T13:50:00+01:00,CALL. ROSARIO PINO,6,TETU脕N,Colisi贸n frontal,Despejado,POINT(-3.69064273456 40.4620651049),false,false,false,"Bicicleta, Turismo",Atenci贸n en urgencias sin posterior ingreso,1
2025S047945,2025-04-25T15:00:00+01:00,AUTOV. M-30 / CALL. ALCALA,4,SALAMANCA,Colisi贸n m煤ltiple,Despejado,POINT(-3.66065462636 40.4277809243),false,false,false,Turismo,Desconocido,5
