centro_codigo,centro_nombre,centro_tipo_codigo,centro_tipo_descripcion,centro_titularidad,direccion,direccion_codigo_postal,distrito_codigo,distrito_nombre,contacto_telefono,contacto_web,contacto_email,wktGeometry
28049717,FORMATIK CENTER,58,CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA,PRIVADO,"Calle de Asura, 40",28043,16,Hortaleza,913881345,,,POINT(-3.65101303605 40.4536284473)
28049729,"CES, ESCUELA DE IMAGEN Y SONIDO II",58,CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA,PRIVADO,"Calle del Conde de Vilches, 18",28028,4,Salamanca,917250891,,,POINT(-3.66944804567 40.4371808109)
28049730,LICEO JEAN MONNET,58,CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA,PRIVADO,"Calle de Gaztambide, 65",28015,7,Chamberí,915502960,,cevinfo@cev.com ;  javierc@cev.com,POINT(-3.71548155373 40.437490656)
28049808,MUSICA CREATIVA,416,CENTRO AUTORIZADO PROFESIONAL  DE MÚSICA Y DANZA,PRIVADO,"Calle de la Palma, 35",28004,1,Centro,915211156,www.musicacreativa.com,mdelamo@musicacreativa.com,POINT(-3.70447042627 40.4263150253)
28049811,TEMPO MUSICAL,138,CENTRO AUTORIZADO PROFESIONAL DE MÚSICA,PRIVADO,"Calle de Ramón de Aguinaga, 15",28028,4,Salamanca,917240901,www.tempomusical.es,direccion@tempomusical.es,POINT(-3.66231989563 40.4268885104)
28049821,MELODIA SIGLO XXI,138,CENTRO AUTORIZADO PROFESIONAL DE MÚSICA,PRIVADO,"Calle de Fermín Caballero, 53",28034,8,Fuencarral-El Pardo,913780509,,melodiasigloxxi@yahoo.es,POINT(-3.70804825516 40.4830497599)
28049857,EL VALLE,72,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,"Calle de Cordel de Pavones, 2",28032,19,Vicálvaro,917511510,http://www.educa.madrid.org/cc.elvalle.madrid,cc.elvalle.madrid@educa.madrid.org,POINT(-3.61772647573 40.4027748537)
28049882,PROJARDIN RETIRO-1,4,CENTRO PRIVADO DE EDUCACIÓN INFANTIL,PRIVADO,"Plaza del Doctor Laguna, 6",28009,3,Retiro,914090968,,info@projardin.es,POINT(-3.67211050456 40.4156427723)
28049894,MAMATINA,8,ESCUELA INFANTIL PRIVADA,PRIVADO,"Calle de Humera, 37",28023,9,Moncloa-Aravaca,913078519,,escuelainfantilmamatina@yahoo.es,POINT(-3.78202516542 40.4495010512)
28049900,CEN.EUROPEO DE ESTUDIOS PROFESIONALES II,58,CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA,PRIVADO,"Cstan de los Ángeles, 16",28013,1,Centro,915473023,,,POINT(-3.70799290226 40.4193475439)
28049912,CEV CENTRO DE ESTUDIOS DEL VIDEO,58,CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA,PRIVADO,"Calle de Gaztambide, 65",28015,7,Chamberí,918232771,www.cev.com,info@cev.com,POINT(-3.71548155373 40.437490656)
28049924,INSTITUTO CIBERNOS,58,CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA,PRIVADO,"Calle de Lagasca, 40",28001,4,Salamanca,915750199,,,POINT(-3.68529824806 40.4247725987)
28049951,DANIEL VAZQUEZ DIAZ,6,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,"Calle de Armenteros, 46",28039,9,Moncloa-Aravaca,913113496,http://www.educa.madrid.org/cn.danielvazquezdi.madrid,cn.danielvazquezdi.madrid@educa.madrid.org,POINT(-3.71298759072 40.4648032941)
28049961,SAN MIGUEL,6,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,"Avda de la Virgen del Carmen, 32",28033,16,Hortaleza,913820145,http://www.educa.madrid.org/cn.sanmiguel.madrid,cn.sanmiguel.madrid@educa.madrid.org,POINT(-3.65232223194 40.4743687592)
28050197,FUNDACION TORAT MOSHE,4,CENTRO PRIVADO DE EDUCACIÓN INFANTIL,PRIVADO,"Calle de Almarza, 24",28033,16,Hortaleza,917668502,,alftri3@gmail.com,POINT(-3.6613172538 40.4677320842)
28050203,SOTO MESA,138,CENTRO AUTORIZADO PROFESIONAL DE MÚSICA,PRIVADO,"Calle de Santa Cruz de Marcenado, 1",28015,1,Centro,915934855,,secretaria@sotomesa.com,POINT(-3.70699567899 40.428804119)
28050239,MI PRIMER COLE,8,ESCUELA INFANTIL PRIVADA,PRIVADO,"Calle de Silvano, 182",28043,16,Hortaleza,913881215,,direccion@miprimercole.es,POINT(-3.62496052712 40.4624479053)
28050252,NUESTRA SEÑORA DEL ROSARIO,8,ESCUELA INFANTIL PRIVADA,PRIVADO CONCERTADO,"Calle de Puebla de Sanabria, 20",28021,17,Villaverde,917962818,,cc.nsdelrosario.madrid@educa.madrid.org,POINT(-3.70866157717 40.3504689543)
28050264,CASCABEL,8,ESCUELA INFANTIL PRIVADA,PRIVADO,"Calle del Condado de Treviño, 35",28033,15,Ciudad Lineal,913830309,,eicascabel@hotmail.com,POINT(-3.66893709874 40.4807782614)
28050288,NIDO,4,CENTRO PRIVADO DE EDUCACIÓN INFANTIL,PRIVADO,"Calle del Darro, 5",28002,5,Chamartín,,,,POINT(-3.68612223391 40.449010976)
28050291,CEU II-INSTITUTO SUPERIOR DE ESTUDIOS PROFESIONALES,58,CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA,PRIVADO,"Gta del Ejército, 1",28047,10,Latina,915447040,,,POINT(-3.74546111732 40.3880127883)
28050343,JAIME VERA,14,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,"Calle de Bravo Murillo, 162",28020,6,Tetuán,915723019,http://www.educa.madrid.org/cp.jaimevera.madrid,cp.jaimevera.madrid@educa.madrid.org,POINT(-3.70290506018 40.45259482)
28050355,LOS ALMENDROS,14,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,"Calle de Ladera de los Almendros, 45",28032,19,Vicálvaro,917510982,http://www.educa.madrid.org/cp.losalmendros.madrid,cp.losalmendros.madrid@educa.madrid.org,POINT(-3.62569230293 40.3963535852)
28050483,DENENES,8,ESCUELA INFANTIL PRIVADA,PRIVADO,"Calle de la Virgen de Lluc, 13",28027,15,Ciudad Lineal,914072609,,ESTELACHAVESP@HOTMAIL.COM,POINT(-3.64736785239 40.4363155727)
28050513,SONNEN SCHULE (ALEMAN),94,CENTRO DOCENTE EXTRANJERO EN ESPAÑA,PRIVADO,"Calle del Bidasoa (D-05), 7",28002,5,Chamartín,915635413,,,POINT(-3.68219502789 40.4478180042)
28050598,ALCE,8,ESCUELA INFANTIL PRIVADA,PRIVADO,"Calle del Poeta Blas de Otero, 38",28017,15,Ciudad Lineal,910409944,www.escuelainfantilalce.com,escuelainfantilalce@gmail.com,POINT(-3.65147288886 40.4218600316)
28050690,CENTRO DE ESTUDIOS SUPERIORES GINER,58,CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA,PRIVADO,"Calle de Maqueda, 8",28024,10,Latina,915181377,,jestudios@ceginer.net,POINT(-3.76562024127 40.3942775044)
28056023,CID CAMPEADOR,34,UNIDAD DE FORMACIÓN E INSERCIÓN LABORAL,PÚBLICO,"Calle de Anselmo Lorenzo, 12",28044,10,Latina,915092320,http://www.educa.madrid.org/ufil.cidcampeador.madrid,ufil.cidcampeador.madrid@educa.madrid.org,POINT(-3.77065138972 40.3818566181)
28056035,TIERRUCA,34,UNIDAD DE FORMACIÓN E INSERCIÓN LABORAL,PÚBLICO,"Calle de la Tierruca, 13",28018,13,Puente de Vallecas,913030491,http://www.educa.madrid.org/ufil.tierruca.madrid,ufil.tierruca.madrid@educa.madrid.org,POINT(-3.64945468374 40.3848170425)
28056047,VIRGEN DE AFRICA,34,UNIDAD DE FORMACIÓN E INSERCIÓN LABORAL,PÚBLICO,"Calle de Salvador Martínez, 3",28041,12,Usera,912760413,http://www.educa.madrid.org/ufil.virgendeafrica.madrid,ufil.virgendeafrica.madrid@educa.madrid.org,POINT(-3.69920465772 40.3674456633)
28056059,SIERRA PALOMERAS,34,UNIDAD DE FORMACIÓN E INSERCIÓN LABORAL,PÚBLICO,"Calle de la Encomienda de Palacios, 52",28030,14,Moratalaz,913030605,http://www.educa.madrid.org/ufil.sierrapalomeras.madrid,ufil.sierrapalomeras.madrid@educa.madrid.org,POINT(-3.6451198213 40.3997063184)
28056114,PUERTA BONITA,34,UNIDAD DE FORMACIÓN E INSERCIÓN LABORAL,PÚBLICO,"Calle del Padre Amigó, 5",28025,11,Carabanchel,915251402,http://www.educa.madrid.org/ufil.puertabonita.madrid,ufil.puertabonita.madrid@educa.madrid.org,POINT(-3.73961921544 40.379572756)
28056141,C.RECURSOS COM.SORDA JUAN LUIS MARROQUIN,58,CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA,PRIVADO,"Calle de las Islas Aleutianas, 28",28035,8,Fuencarral-El Pardo,913768560,http://inscripciones.signocampus.es/mediacion-comunicativa/,cc.csjuanluismarroquin.madrid@educa.madrid.org,POINT(-3.72877889443 40.4776506694)
28056382,"CAPITAL-1, NTRA. SRA. DE LA FUENCISLA",5,ZONA CASAS DE NIÑOS,PÚBLICO,"Calle de Tomelloso, 39",28026,12,Usera,914752598,http://www.educa.madrid.org/zcn.capital1.madrid,zcn.capital1.madrid@educa.madrid.org,POINT(-3.69820612178 40.3802536418)
28056394,"CAPITAL-2, REPUBLICA DE EL SALVADOR",5,ZONA CASAS DE NIÑOS,PÚBLICO,"Cmno de Sacedón, 2",28021,13,Puente de Vallecas,917850274,http://www.educa.madrid.org/zcn.elsalvador.madrid,zcn.elsalvador.madrid@educa.madrid.org,POINT(-3.68964719927 40.3715571563)
28056461,INSTITUTO SUPERIOR DANZA ALICIA ALONSO,159,CENTRO AUTORIZADO SUPERIOR DE DANZA,PRIVADO,"Avda de Juan de Herrera, 2",28040,1,Centro,915499854,,,POINT(-3.72888590876 40.4395330418)
28056473,LUISMAPETONGA-PELUCHES,8,ESCUELA INFANTIL PRIVADA,PRIVADO,"Calle de Toscana, 156",28032,20,San Blas-Canillejas,913135907,http://www.escuelasinfantilesluismapetonga.com,infoluismapetonga@gmail.com,POINT(-3.61169847518 40.4190232417)
28056485,PERIPATOS,21,CENTRO PRIVADO DE EDUCACIÓN ESPECIAL,PRIVADO CONCERTADO,"Calle de las Clarisas, 16",28019,11,Carabanchel,914710137,http://www.educa.madrid.org/cc.peripatos.madrid,cc.peripatos.madrid@educa.madrid.org,POINT(-3.72681831336 40.3898522043)
28056497,TRIUNFO IV,58,CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA,PRIVADO,"Calle de Gregorio Ortiz, 19",28021,17,Villaverde,917960693,,,POINT(-3.70869061626 40.3442434553)
28056515,MY SCHOOL,8,ESCUELA INFANTIL PRIVADA,PRIVADO,"Calle de Antonio Cumella, 7",28030,14,Moratalaz,913711235,,mercheportav@hotmail.com,POINT(-3.63696782507 40.4099768198)
28056692,MAMA QUECA I,8,ESCUELA INFANTIL PRIVADA,PRIVADO,"Calle de Aránzazu, 4",28043,16,Hortaleza,913814463,http://mamaqueca.es,mama.queca@telefonica.net,POINT(-3.65100972967 40.4691689727)
28056722,NIÑO JESUS,8,ESCUELA INFANTIL PRIVADA,PRIVADO,"Calle de Florencio García, 12",28027,15,Ciudad Lineal,676117067,,e.i.jesusn@gmail.com,POINT(-3.64066871772 40.4385691139)
28056734,PROJARDIN VENTAS,8,ESCUELA INFANTIL PRIVADA,PRIVADO,"Calle de Ramón Patuel, 10",28017,15,Ciudad Lineal,917250134,,ventas@projardin.es,POINT(-3.65616698122 40.4281848616)
28056771,BRAVO MURILLO,6,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,"Calle de las Islas Cíes, 11",28035,8,Fuencarral-El Pardo,917308460,http://www.educa.madrid.org/cn.bravomurillo.madrid,cn.bravomurillo.madrid@educa.madrid.org,POINT(-3.7180414261 40.4808169522)
28056783,NUESTRA SEÑORA DE LA FUENCISLA,6,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,"Calle de Tomelloso, 39",28026,12,Usera,914752598,http://www.educa.madrid.org/cn.fuencisla.madrid,cn.fuencisla.madrid@educa.madrid.org,POINT(-3.69820612178 40.3802536418)
28056795,GINER DE LOS RIOS,6,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,"Calle de Membezar, 25",28053,13,Puente de Vallecas,917860722,http://www.educa.madrid.org/cn.ginerdelosrios.madrid,cn.ginerdelosrios.madrid@educa.madrid.org,POINT(-3.66766155715 40.3793168988)
28056837,RAFAEL DE CORDOBA,158,CENTRO AUTORIZADO PROFESIONAL DE DANZA,PRIVADO,"Calle de Valliciergo, 5",28005,1,Centro,913669192,,,POINT(-3.71519385086 40.4136725734)
28056849,ESCUELA MONTESSORI MADRID,4,CENTRO PRIVADO DE EDUCACIÓN INFANTIL,PRIVADO,"Calle de Lamiaco, 12",28023,9,Moncloa-Aravaca,913729720,www.escuelamontessorimadrid.com,casamontessorimadrid@gmail.com,POINT(-3.8214971866 40.4738757162)
28056850,LITTLE FEM,8,ESCUELA INFANTIL PRIVADA,PRIVADO,"Calle del General Asensio Cabanillas, 37",28003,7,Chamberí,915335469,,paloma@colegiofem.es,POINT(-3.71863994011 40.4451016882)
28056862,SAN VICTOR,8,ESCUELA INFANTIL PRIVADA,PRIVADO CONCERTADO,,28035,8,Fuencarral-El Pardo,917387714,http://www.educacioninfantilsanvictor.es,cc.sanvictor.madrid@educa.madrid.org,POINT(-3.71963333623 40.481843079)
28056874,EL JARDIN DE LOS GENIOS,8,ESCUELA INFANTIL PRIVADA,PRIVADO,"Calle de Evaristo San Miguel, 11",28008,9,Moncloa-Aravaca,915478067,http://www.eljardindelosgenios.es,contacto@eljardindelosgenios.es,POINT(-3.71577574412 40.4263176558)
28056886,GSD MORATALAZ,72,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,"Calle de Luis de Hoyos Sáinz, 170",28030,14,Moratalaz,917723811,http://www.gsdeducacion.com/,cc.gsandiegomoratalaz.madrid@educa.madrid.org,POINT(-3.62846886725 40.4034917456)
28057015,EL SOL,14,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,"Avda de Canillejas a Vicálvaro, 82",28022,20,San Blas-Canillejas,913060345,http://www.educa.madrid.org/cp.elsol.madrid,cp.elsol.madrid@educa.madrid.org,POINT(-3.6120936109 40.4249040674)
28057091,TODO PARA LA INFANCIA,8,ESCUELA INFANTIL PRIVADA,PRIVADO,"Avda del Doctor Federico Rubio y Galí, 106",28039,9,Moncloa-Aravaca,914507782,http://www.todoparalainfancia.es,todoparalainfancia@gmail.com,POINT(-3.71372310852 40.4562852762)
28057106,TODO NIÑOS NURSERY SCHOOL (BRITANICO),94,CENTRO DOCENTE EXTRANJERO EN ESPAÑA,PRIVADO,"Calle de Serrano, 163",28002,5,Chamartín,914116979,www.todoninos.es,info@todoninos.es,POINT(-3.68393114519 40.4480780155)
28057118,LOS DUENDES,8,ESCUELA INFANTIL PRIVADA,PRIVADO,"Calle de Fernando Mijares, 22",28022,20,San Blas-Canillejas,917412467,http://www.escuelainfantilduendes.com,duendes@sanalca.e.telefonica.net,POINT(-3.61783465917 40.4480988276)
28057143,GLOBOS,4,CENTRO PRIVADO DE EDUCACIÓN INFANTIL,PRIVADO,"Calle del Arroyo de la Media Legua, 29",28030,14,Moratalaz,914370889,,globos@escuelainfantilmoratalaz.es,POINT(-3.65615216198 40.4108875648)
28057155,NUESTRA SEÑORA DE LAS VICTORIAS,8,ESCUELA INFANTIL PRIVADA,PRIVADO CONCERTADO,"Calle de Fray Junipero Serra, 26",28039,6,Tetuán,915703462,http://www.escuelansvictorias.es,cc.nsvictoriastetuan.madrid@educa.madrid.org,POINT(-3.69979897928 40.46466768)
28057234,NUEVO LICEO,8,ESCUELA INFANTIL PRIVADA,PRIVADO,"Calle de la Hermandad de Donantes de Sangre, 45",28041,17,Villaverde,917988880,,nuevoliceo@nuevoliceo.com,POINT(-3.70119565798 40.3527126893)
28057246,MANUEL VAZQUEZ MONTALBAN,185,ESCUELA MUNICIPAL DE MÚSICA,PÚBLICO,"Calle de Francos Rodríguez, 67",28039,6,Tetuán,913980721,http://www.educa.madrid.org/em.manuelvazquezmontalban.madrid,em.manuelvazquezmontalban.madrid@educa.madrid.org,POINT(-3.71053894775 40.4574220065)
28057271,RENACIMIENTO,42,INSTITUTO DE EDUCACIÓN SECUNDARIA,PÚBLICO,"Calle de Castellflorite, 4",28019,11,Carabanchel,914615211,http://www.educa.madrid.org/ies.renacimiento.madrid,ies.renacimiento.madrid@educa.madrid.org,POINT(-3.73750353578 40.3940548472)
28057283,PISPAJOS,8,ESCUELA INFANTIL PRIVADA,PRIVADO,"Calle de Alcorisa, 83",28043,16,Hortaleza,917599568,,nuevosproyectosei@hotmail.com,POINT(-3.63973278756 40.464213934)
28057295,NEMOMARLIN LA VAGUADA,8,ESCUELA INFANTIL PRIVADA,PRIVADO,"Calle de Fermín Caballero, 61",28034,8,Fuencarral-El Pardo,917397984,,lavaguada@escuelanemomarlin.com,POINT(-3.71054169062 40.4823047333)
28057349,HOSPITAL INFANTIL SAN RAFAEL,21,CENTRO PRIVADO DE EDUCACIÓN ESPECIAL,PRIVADO CONCERTADO,"Avda de Concha Espina, 32",28036,5,Chamartín,915641656,http://www.sanrafaelcolegio.com,cc.hsanrafael.madrid@educa.madrid.org,POINT(-3.67965892511 40.4512563629)
28057350,GARABATOS Y OCHO PATOS,8,ESCUELA INFANTIL PRIVADA,PRIVADO,"Calle de Melilla, 6",28005,2,Arganzuela,914740446,,secretaria.garabatosyochopatos@gmail.com,POINT(-3.71050433355 40.4014852089)
28057416,"CAPITAL-3, SAN MIGUEL",5,ZONA CASAS DE NIÑOS,PÚBLICO,"Avda de la Virgen del Carmen, 32",28033,16,Hortaleza,913820145,http://www.educa.madrid.org/zcn.sanmiguel.madrid,zcn.sanmiguel.madrid@educa.madrid.org,POINT(-3.65232223194 40.4743687592)
28057431,LA CORNISA,3,ESCUELA INFANTIL,PÚBLICO,"Calle del Cristo de la Victoria, 23",28026,12,Usera,917920520,http://www.educa.madrid.org/eei.lacornisa.madrid,eei.lacornisa.madrid@educa.madrid.org,POINT(-3.70169033868 40.3811154441)
28057581,PROJARDIN ALUCHE,8,ESCUELA INFANTIL PRIVADA,PRIVADO,"Calle de Maqueda, 129",28024,10,Latina,917182308,,aluche@projardin.es,POINT(-3.76123778104 40.3880721673)
28057593,GEPPETTO,8,ESCUELA INFANTIL PRIVADA,PRIVADO,"Calle de Ana Mariscal, 1",28032,19,Vicálvaro,917513963,http://www.escuelainfantilgeppetto.es,info@escuelainfantilgeppetto.es,POINT(-3.62283985406 40.3949815838)
28057601,MININANOS,8,ESCUELA INFANTIL PRIVADA,PRIVADO,"Calle de Lérida, 93",28020,6,Tetuán,608007124,http://www.mininanos.com,administracion@mininanos.com,POINT(-3.69931000541 40.4584634557)
28057611,ARMONIA,8,ESCUELA INFANTIL PRIVADA,PRIVADO,"Calle de la Isla de Cuba, 12",28042,16,Hortaleza,913931328,http://www.armoniaescuelainfantil.es,armonia_ei@yahoo.es,POINT(-3.61118688676 40.4510530888)
28057647,LUNALU,8,ESCUELA INFANTIL PRIVADA,PRIVADO,"Calle del Corregidor Juan Francisco de Luján, 81",28030,14,Moratalaz,919281414,,paulafernandezmo@hotmail.es,POINT(-3.64656793228 40.4020315828)
28057659,"LA CASITA DE DOÑA TORTUGA, S.L.L.",8,ESCUELA INFANTIL PRIVADA,PRIVADO,"Calle del Castillo de Simancas, 2",28037,20,San Blas-Canillejas,913049055,,ad@guarderiatortuga.e.telefonica.net,POINT(-3.62696208731 40.427797379)
28057696,EL DUENDE,3,ESCUELA INFANTIL,PÚBLICO,"Plaza del Dos de Mayo, 2",28004,1,Centro,915235187,http://www.educa.madrid.org/eei.elduende.madrid,eei.elduende.madrid@educa.madrid.org,POINT(-3.70459338146 40.4268007635)
28057763,NUESTRA SEÑORA DE LA ENCARNACION,8,ESCUELA INFANTIL PRIVADA,PRIVADO CONCERTADO,"Plaza de la Inmaculada Concepción, 1",28019,11,Carabanchel,611482537,http://escuelainfantilencarnacion.blogspot.com.es/,cc.ntrasradelaencarnacion.madrid@educa.madrid.org,POINT(-3.71182755546 40.3928553903)
28057805,LAS ROSAS,31,CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS,PÚBLICO,"Calle de Arcos de Jalón, 9",28037,20,San Blas-Canillejas,913065816,http://www.educa.madrid.org/cepa.lasrosas.madrid,cepa.lasrosas.madrid@educa.madrid.org,POINT(-3.62371890728 40.4212833573)
28057817,FOMENTO-FUNDACION,58,CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA,PRIVADO,"Calle de Jorge Juan, 32",28001,4,Salamanca,914316942,,formacionprofesionalff@fomento.edu      www.fomentofundacion.com,POINT(-3.68331831368 40.4236581883)
28057866,RUIZ JIMENEZ,3,ESCUELA INFANTIL,PÚBLICO,"Calle de José Picón, 17",28028,4,Salamanca,911694809,http://www.educa.madrid.org/eei.ruizjimenez.madrid,eei.ruizjimenez.madrid@educa.madrid.org,POINT(-3.67231628041 40.4351281268)
28057921,OSOBUCO II,8,ESCUELA INFANTIL PRIVADA,PRIVADO,"Avda de Alfonso XIII, 30",28002,5,Chamartín,914139286,http://OSOBUCO.NET,osobuco@osobuco.net,POINT(-3.66717686294 40.4507434943)
28057945,PAUTA,21,CENTRO PRIVADO DE EDUCACIÓN ESPECIAL,PRIVADO,"Calle de Pobladura del Valle, 13",28037,20,San Blas-Canillejas,913135289,http://www.asociacionpauta.org,cc.pauta.madrid@educa.madrid.org,POINT(-3.62292860961 40.4237831269)
28057994,AULA HOSPITALARIA LA PAZ,36,AULA HOSPITALARIA,PÚBLICO,"Paseo de la Castellana, 261",28046,8,Fuencarral-El Pardo,917277588,http://www.educa.madrid.org/ah.lapaz.madrid,ah.lapaz.madrid@educa.madrid.org,POINT(-3.68662933417 40.4802871226)
28058007,AULA HOSPITALARIA RAMON Y CAJAL,36,AULA HOSPITALARIA,PÚBLICO,"Ctra de Colmenar Viejo, 9,100",28034,8,Fuencarral-El Pardo,917293907,http://www.educa.madrid.org/ah.ramonycajal.madrid,ah.ramonycajal.madrid@educa.madrid.org,POINT(-3.69449923886 40.4872130215)
28058019,AULA HOSPITALARIA DOCE DE OCTUBRE,36,AULA HOSPITALARIA,PÚBLICO,"Avda de Andalucía, 5,400",28041,12,Usera,914604923,http://www.educa.madrid.org/ah.docedeoctubre.madrid,ah.docedeoctubre.madrid@educa.madrid.org,POINT(-3.69684742168 40.3764419773)
28058020,PRADERA DE SAN ISIDRO,36,AULA HOSPITALARIA,PÚBLICO,"Calle del Gorrión, 2",28019,11,Carabanchel,914721649,http://www.educa.madrid.org/cet.praderadesanisidro.madrid,cet.praderadesanisidro.madrid@educa.madrid.org,POINT(-3.72754652266 40.3962080293)
28058032,VILLA DE VALLECAS (ESC. MUN. MUSICA),185,ESCUELA MUNICIPAL DE MÚSICA,PÚBLICO,"Calle de Agustin Garcia Malla, 4",28031,18,Villa de Vallecas,913013502,http://www.educa.madrid.org/em.villadevallecas.madrid,em.villadevallecas.madrid@educa.madrid.org,POINT(-3.61642833695 40.3818986744)
28058081,NUESTRA SEÑORA DEL CAMINO,8,ESCUELA INFANTIL PRIVADA,PRIVADO CONCERTADO,"Calle de Martínez de la Riva, 127",28018,13,Puente de Vallecas,917862331,http://caminoinfantil.com,cc.nscamino.madrid@educa.madrid.org,POINT(-3.66372318517 40.3861414461)
28058135,TRES OLIVOS,72,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,"Calle de Casildea de Vandalia, 3",28034,8,Fuencarral-El Pardo,917355160,http://www.colegiotresolivos.org,cc.tresolivos.madrid@educa.madrid.org,POINT(-3.68851999774 40.4990504951)
28058241,PEDAGOGIA WALDORF DE ARAVACA,15,CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA,PRIVADO,"Calle de Zenit, 10",28023,9,Moncloa-Aravaca,917402047,http://www.waldorfaravaca.es,info@waldorfaravaca.es,POINT(-3.79018477471 40.4635175458)
28058263,GARABATOS,8,ESCUELA INFANTIL PRIVADA,PRIVADO,"Calle de Joaquín Jorge Alarcón, 47-49",28035,8,Fuencarral-El Pardo,913163140,,garabatosmadrid@gmail.com,POINT(-3.72302699228 40.4770471602)
28058275,BAMBIS,8,ESCUELA INFANTIL PRIVADA,PRIVADO,"Calle de Pico de Montanchez, 12",28031,18,Villa de Vallecas,913320691,,escuelainfantilbambis@hotmail.com,POINT(-3.62043221392 40.377868202)
28058317,LAZARO,8,ESCUELA INFANTIL PRIVADA,PRIVADO,"Calle de los Hermanos Gómez, 42",28017,15,Ciudad Lineal,914086800,http://www.escuelainfantillazaro.com,info@escuelainfantillazaro.com,POINT(-3.6496580024 40.429257661)
28058381,DON MELITON,8,ESCUELA INFANTIL PRIVADA,PRIVADO,"Avda de Ajalvir A Vicálvaro, 25",28022,20,San Blas-Canillejas,917412075,,m_lluva@hotmail.com,POINT(-3.61510300591 40.4407980664)
28058391,SAN SIMON Y SAN JUDAS,8,ESCUELA INFANTIL PRIVADA,PRIVADO CONCERTADO,,28041,12,Usera,913179288,,cc.sansimonysanjudas.madrid@educa.madrid.org,POINT(-3.70101509429 40.3705248304)
28058536,LOS LOCOS BAJITOS,8,ESCUELA INFANTIL PRIVADA,PRIVADO,"Plaza del Conde del Valle de Súchil, 3",28015,7,Chamberí,915931480,,info@parquesecreto.com,POINT(-3.70780211772 40.4303847722)
28058603,NUMANCIA,42,INSTITUTO DE EDUCACIÓN SECUNDARIA,PÚBLICO,"Calle de Las Marismas, 14",28038,13,Puente de Vallecas,915015001,http://www.educa.madrid.org/ies.numancia.madrid,ies.numancia.madrid@educa.madrid.org,POINT(-3.65446488851 40.4021763451)
28058721,NARANJO,184,ESCUELA PRIVADA DE MÚSICA Y DANZA,PRIVADO,"Calle de Parvillas Bajas, 22",28021,17,Villaverde,915052563,,,POINT(-3.70864513559 40.3455230334)
28058767,TOBOGAN,8,ESCUELA INFANTIL PRIVADA,PRIVADO,"Calle de Fernando Díaz de Mendoza, 48",28019,11,Carabanchel,915696634,http://www.educa.madrid.org/cc.tobogan.madrid,cc.tobogan.madrid@educa.madrid.org,POINT(-3.709703197 40.3925261033)
28058792,CENTRO DE DANZA CARMEN ROCHE,158,CENTRO AUTORIZADO PROFESIONAL DE DANZA,PRIVADO,"Calle de Coslada, 7",28028,4,Salamanca,913610247,,secretary@nachoduatoacademy.com,POINT(-3.67526368662 40.4374713117)
28058810,THE DANCE FACTORY,183,ESCUELA PRIVADA DE DANZA,PRIVADO,"Calle de Francisco Salas, 25",28039,6,Tetuán,914598353,,,POINT(-3.70541770344 40.4526605946)
28058834,HONTANAR,4,CENTRO PRIVADO DE EDUCACIÓN INFANTIL,PRIVADO,"Avda de Pío XII, 16",28016,5,Chamartín,913597832,,cc.hontanar.madrid@educa.madrid.org,POINT(-3.67532728024 40.4650294651)
28058950,ALICIA,8,ESCUELA INFANTIL PRIVADA,PRIVADO,"Calle de Ferraz, 60",28008,9,Moncloa-Aravaca,915484132,http://www.escuelainfantilalicia.es,alicia1@escuelainfantilalicia.es,POINT(-3.71887021097 40.4279741336)
