NOMBRE,IDNOMBRE,tieneInstalacionesDeportivas,tieneWifi,generoAlumnos,TRANSPORTE,Cercanias,Cercanias Lines,Cercanias Station,Metro,Metro_Station,metro_line,Bus,bus_line,Superfice m²,ACCESIBILIDAD,NOMBRE-VIA,NUM,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,BARRIO,DISTRITO,LATITUD,LONGITUD,TELEFONO,EMAIL,TIPO,TipoInstalacion
Parque de la Vicalvarada,Parque-de-la-Vicalvarada,sí,,,"Bus: 4 , 100 , 106  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,"Bus: 4 , 100 , 106","4
100
106",49712,Instalación parcialmente accesible para personas con movilidad reducida,VILLABLANCA,1,MADRID,MADRID,28032,AMBROZ,VICALVARO,40.40930182229157,-3.608605091516184,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque de la Volatería,Parque-de-la-Volateria,no,,,"Metro: línea 11 (San Francisco)  Bus: 116,121,131,155",,,,Metro: línea 11 (San Francisco),línea 11,11,"Bus: 116,121,131,155","116
121
131
155",158058,Instalación parcialmente accesible para personas con movilidad reducida,POBLADOS,110,MADRID,MADRID,28054,BUENAVISTA,CARABANCHEL,40.37342722778796,-3.732581210214349,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque de las Avenidas,Parque-de-las-Avenidas,sí,,,"Metro: Parque de las Avenidas (línea 7) Bus: 53, 122, 74, 43, N3.  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Parque de las Avenidas (línea 7),Parque de las Avenidas,7,"Bus: 53, 122, 74, 43, N3","53
122
74
43
3",47000,Instalación parcialmente accesible para personas con movilidad reducida,BRASILIA,6,MADRID,MADRID,28028,GUINDALERA,SALAMANCA,40.44185168357492,-3.6610753472863737,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque de las Delicias,Parque-de-las-Delicias,no,,,"Metro: Delicias (línea 3) Bus: 8, 19, 45, 47, 59, 85, 86 y 247  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Delicias (línea 3),Delicias,3,"Bus: 8, 19, 45, 47, 59, 85, 86 y 247","8
19
45
47
59
85
86
247",23400,Instalación parcialmente accesible para personas con movilidad reducida,PARROCO EUSEBIO CUENCA,13,MADRID,MADRID,28045,DELICIAS,ARGANZUELA,40.396280768551875,-3.6893809207693966,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque de los Llanos,Parque-de-los-Llanos,sí,,,"Metro: Canillas (línea 4). Bus: 73 , 112 , 120 , 122 , 153.  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Canillas (línea 4),Canillas,4,"Bus: 73 , 112 , 120 , 122 , 153","73
112
120
122
153",95058,Instalación parcialmente accesible para personas con movilidad reducida,DIONISIO INCA YUPANQUI,8,MADRID,MADRID,28043,PIOVERA,HORTALEZA,40.461621132349094,-3.6281020785174873,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque de los Tilos,Parque-de-los-Tilos,no,,,"Bus: 70 y 106  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,Bus: 70 y 106,"70
106",19931,Instalación parcialmente accesible para personas con movilidad reducida,NICOLAS SALMERON,1,MADRID,MADRID,28017,PUEBLO NUEVO,CIUDAD LINEAL,40.422169759145554,-3.6348548961758254,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque del Bronce,Parque-del-Bronce,no,,,"Bus: 62, 88 y 148  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,,,,"Bus: 62, 88 y 148","62
88
148",28800,Instalación parcialmente accesible para personas con movilidad reducida,BRONCE,5,MADRID,MADRID,28045,LEGAZPI,ARGANZUELA,40.390471636161195,-3.6875778883164587,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque del Espinillo,Parque-del-Espinillo,sí,,,"Metro: Ciudad de los Ángeles (línea 3) Bus: 23, 130  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Ciudad de los Ángeles (línea 3),Ciudad de los Ángeles,3,"Bus: 23, 130","23
130",73188,Instalación parcialmente accesible para personas con movilidad reducida,UNANIMIDAD,23,MADRID,MADRID,28041,LOS ROSALES,VILLAVERDE,40.361196526923834,-3.6853017812008,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque del Museo del Prado,Parque-del-Museo-del-Prado,no especifica,,,"Metro: Atocha (línea 1). Bus: 10 , 14 , 27 , 34 , 37 , 45 , 59 , 141. RENFE: Atocha RENFE.  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",RENFE,,,Metro: Atocha (línea 1),Atocha,1,"Bus: 10 , 14 , 27 , 34 , 37 , 45 , 59 , 141","10
14
27
34
37
45
59
141",12900,Instalación parcialmente accesible para personas con movilidad reducida,PRADO,11,MADRID,MADRID,28014,LOS JERONIMOS,RETIRO,40.41374876020892,-3.6924939830736947,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Parque del Oeste,Parque-del-Oeste,sí,,,"Metro: Moncloa (línea 3 y 6) , Plaza de España (línea 2, 3 y 10) y Príncipe Pío (línea 6 y 10) Bus: 21, 46, 74, 160, 161, A Cercanías: Príncipe Pío   Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.","Cercanías: Príncipe Pío C1, C7, C10","C-1
C-7
C-10",: Príncipe Pío,"Metro: Moncloa (línea 3 y 6) , Plaza de España (línea 2, 3 y 10) y Príncipe Pío (línea 6 y 10)","Moncloa  , Plaza de España  y Príncipe Pío","3
6
2
10","Bus: 21, 46, 74, 160, 161, A","21
46
74
160
161",,Instalación parcialmente accesible para personas con movilidad reducida,CAMOENS Y VALERO,4,MADRID,MADRID,28008,CASA DE CAMPO,MONCLOA-ARAVACA,40.43179642724134,-3.7281634896577027,,,/contenido/entidadesYorganismos/ParquesJardines/ParquesHistoricos,ParquesJardines
Pinar Santa Eugenia,Pinar-Santa-Eugenia,no especifica,,,"Bus: 14, 58 RENFE: Santa Eugenia  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",RENFE: Santa Eugenia C2,C-2,: Santa Eugenia,,,,"Bus: 14, 58","14
58",136270,Instalación parcialmente accesible para personas con movilidad reducida,CERRO DE ALMODOVAR,1,MADRID,MADRID,28031,CASCO H.VICALVARO,VICALVARO,40.386190698831044,-3.605345456872275,,,/contenido/entidadesYorganismos/ParquesJardines/ParquesForestales,ParquesJardines
Plaza Mayor de Barajas,Plaza-Mayor-de-Barajas,no especifica,,,"Metro: Línea 8 (Barajas)  Bus: 101  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Línea 8 (Barajas),Línea 8,8,Bus: 101,101,,Instalación parcialmente accesible para personas con movilidad reducida,MAYOR DE BARAJAS,1,MADRID,MADRID,28042,CASCO H.BARAJAS,BARAJAS,40.4735113714068,-3.57805132010274,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Plaza de Murillo,Plaza-de-Murillo,no especifica,,,"Metro: línea 1 (Atocha)  Bus: 10,14, 27, 34, 37, 45  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: línea 1 (Atocha),línea 1,1,"Bus: 10,14, 27, 34, 37, 45","10
14
27
34
37
45",5436,Instalación parcialmente accesible para personas con movilidad reducida,MURILLO,1,MADRID,MADRID,28014,LOS JERONIMOS,RETIRO,40.41290521872114,-3.692004931820884,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Plaza de la Lealtad,Plaza-de-la-Lealtad,no especifica,,,"Metro: línea 1 (Atocha), línea 2 (Banco de España) Bus: 10, 14,27,34,37,45  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,"Metro: línea 1 (Atocha), línea 2 (Banco de España)","línea 1 , línea 2","1
2","Bus: 10, 14,27,34,37,45","10
14
27
34
37
45",8600,Instalación parcialmente accesible para personas con movilidad reducida,PLAZA DE LA LEALTAD,,MADRID,MADRID,28014,,RETIRO,40.41687551533723,-3.6934169057776667,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Quinta de Torre Arias,Quinta-de-Torre-Arias,no especifica,,,"Metro: Torre Arias (línea 5) Bus: 104, 77, 140, 153.  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Torre Arias (línea 5),Torre Arias,5,"Bus: 104, 77, 140, 153","104
77
140
153",,Instalación parcialmente accesible para personas con movilidad reducida,ALCALA,551,MADRID,MADRID,28027,EL SALVADOR,SAN BLAS-CANILLEJAS,40.443385945708435,-3.6182513751654133,,,/contenido/entidadesYorganismos/ParquesJardines/ParquesHistoricos,ParquesJardines
Quinta de la Fuente del Berro,Quinta-de-la-Fuente-del-Berro,sí,,,"Metro: O'Donnell (linea 6) Autobuses: 2, 56, 69, 71, 143, 15, 28  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: O'Donnell (linea 6),O'Donnell,6,"buses: 2, 56, 69, 71, 143, 15, 28","2
56
69
71
143
15
28",74200,Instalación parcialmente accesible para personas con movilidad reducida,ENRIQUE D'ALMONTE,1,MADRID,MADRID,28028,FUENTE DEL BERRO,SALAMANCA,40.42299730556785,-3.6625213630031794,,,/contenido/entidadesYorganismos/ParquesJardines/ParquesHistoricos,ParquesJardines
Rosaleda de Madrid. Parque del Oeste,Rosaleda-de-Madrid.-Parque-del-Oeste,no especifica,,,"Transporte más próximo Bus: 41, 46, 75   También puedes acceder desde metro:   Arg&amp;uuml;elles   Príncipe Pío",,,,metro:   Arguelles   Príncipe Pío,metro:   Arguelles   Príncipe Pío,,"Bus: 41, 46, 75","41
46
75",32000,Instalación parcialmente accesible para personas con movilidad reducida,ROSALEDA,1,MADRID,MADRID,28008,CASA DE CAMPO,MONCLOA-ARAVACA,40.42633204176242,-3.722298777408928,"915489512
3",sviveros@madrid.es,/contenido/entidadesYorganismos/ParquesJardines/ColeccionesBotanicas,ParquesJardines
Vivero Estufas de El Retiro,Vivero-Estufas-de-El-Retiro,no especifica,,,"Metro: Atocha (línea 1), Ibiza (línea 9) Bus: 26, 63 , 152, C1, C2  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,"Metro: Atocha (línea 1), Ibiza (línea 9)","Atocha , Ibiza","1
9","Bus: 26, 63 , 152, C1, C2","26
63
152
1
2",35000,Instalación parcialmente accesible para personas con movilidad reducida,ANGEL CAIDO,4,MADRID,MADRID,28009,LOS JERONIMOS,RETIRO,40.409899256936335,-3.6823305487957123,915280938,viveroestufasretiro@madrid.es,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Vivero de la Casa de Campo,Vivero-de-la-Casa-de-Campo,no especifica,,,"Metro: Príncipe Pío (líneas 6 y 10 y ramal), Lago (línea 10)  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,"Metro: Príncipe Pío (líneas 6 y 10 y ramal), Lago (línea 10)","Príncipe Pío , Lago","6
10",,,170000,Instalación parcialmente accesible para personas con movilidad reducida,AZUL,2,MADRID,MADRID,28011,CASA DE CAMPO,MONCLOA-ARAVACA,40.41984158690351,-3.7286969080235455,"915267703
915268142",viverocasacampo@madrid.es  o infocasacampo@madrid.es,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Vivero municipal de Migas Calientes,Vivero-municipal-de-Migas-Calientes,no especifica,,,,,,,,,,,,73000,No accesible,M-30,2200,MADRID,MADRID,28040,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,40.445355536117184,-3.7399742609916697,626527364,viveromigascalientes@madrid.es,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Zona verde C/ Fresnedillas,Zona-verde-C/-Fresnedillas,no,,,,,,,,,,,,,Instalación parcialmente accesible para personas con movilidad reducida,FRESNEDILLAS,1,MADRID,MADRID,28035,FUENTELARREINA,FUENCARRAL-EL PARDO,40.477263871475174,-3.7430025162285188,,,/contenido/entidadesYorganismos/ParquesJardines,ParquesJardines
Área Forestal de Tres Cantos,area-Forestal-de-Tres-Cantos,no especifica,,,,,,,,,,,,2285600,Instalación parcialmente accesible para personas con movilidad reducida,M-607,2100,MADRID,MADRID,28049,EL PARDO,FUENCARRAL-EL PARDO,40.582362517713584,-3.7054314643264945,,,/contenido/entidadesYorganismos/ParquesJardines/ParquesForestales,ParquesJardines
Centro Deportivo Municipal Alcántara,Centro-Deportivo-Municipal-Alcantara,,,,"Metro: Lista, Manuel Becerra.  Bus: 21, 43, 53, 146.  Renfe: Cercanías.  Bicicletas:  El centro dispone de aparca bicicletas exterior con capacidad para 12 bicicletas.  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",Cercanías,,,"Metro: Lista, Manuel Becerra","Lista, Manuel Becerra",,"Bus: 21, 43, 53, 146","21
43
53
146",,Accesible,ALCANTARA,26,MADRID,MADRID,28006,GOYA,SALAMANCA,40.42810291538114,-3.6737317205040503,917373641,alcantara@viding.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal Alfredo Goyeneche,Centro-Deportivo-Municipal-Alfredo-Goyeneche,,,,"Bus: 160, 161, 658  Renfe:  Aravaca   Bicicleta: El centro dispone de aparca bicicletas exterior con capacidad para 5 bicicletas.",Aravaca C7 C10,"C-7
C-10",Aravaca,,,,"Bus: 160, 161, 658","160
161
658",,Accesible,ARROYO DE POZUELO,99,MADRID,MADRID,28023,ARAVACA,MONCLOA-ARAVACA,40.45212135012858,-3.783283203719198,913571228,idmagoyeneche@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal Aluche,Centro-Deportivo-Municipal-Aluche,,,,"Metro: Aluche  Bus: 17, 34, 139  Cercanías Renfe: Maestra Justa Freire-Polideportivo Aluche (antigua estación de Fanjul).    Bicicletas:  el centro dispone de aparca bicicletas exterior  con capacidad para 6 bicicletas.",Renfe: Maestra Justa FreirePolideportivo Aluche (antigua estación de Fanjul) C5,C-5,Maestra Justa Freire-Polideportivo Aluche,Metro: Aluche,Aluche,,"Bus: 17, 34, 139","17
34
139",,Accesible,DE LAS AGUILAS,14,MADRID,MADRID,28044,LAS AGUILAS,LATINA,40.382720517194784,-3.773653600881568,917062868,idmaluche@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal Antiguo Canódromo,Centro-Deportivo-Municipal-Antiguo-Canodromo,,,,"Bus: 17 , 25 , 119.",,,,,,,"Bus: 17 , 25 , 119","17
25
119",,Accesible,VIA CARPETANA,57,MADRID,MADRID,28047,SAN ISIDRO,CARABANCHEL,40.39801608457685,-3.7352725040539525,618439332,cdmantiguocanodromo@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal Antonio Díaz Miguel,Centro-Deportivo-Municipal-Antonio-Diaz-Miguel,,,,Metro: VentillaBus: 42,,,,Metro: Ventilla,Ventilla,,Bus: 42,42,,Accesible,JOAQUIN DICENTA,1,MADRID,MADRID,28029,ALMENARA,TETUAN,40.471254265861454,-3.6953256978963807,913145437,idmadm@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal Barajas,Centro-Deportivo-Municipal-Barajas,,,,"Metro: Barajas , Alameda de Osuna.  Bus: Urbanos (105, 112, 115, 151) / Interurbanos (211, 212, 827).  Bicicleta: el centro dispone de aparcabicicletas exterior con capacidad para 6 bicicletas.",,,,"Metro: Barajas , Alameda de Osuna","Barajas , Alameda de Osuna",,"Bus: Urbanos (105, 112, 115, 151) / Interurbanos (211, 212, 827)","105
112
115
151
211
212
827",,Accesible,LOGROÑO,70,MADRID,MADRID,28042,ALAMEDA DE OSUNA,BARAJAS,40.46301382809657,-3.587693324074623,913290602,idmbarajas@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal Barceló,Centro-Deportivo-Municipal-Barcelo,,,,"Metro: Tribunal, Alonso Martínez, Bilbao.  Bus: 3, 21, 37, 40, 147, 149.  Bicicleta:  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,"Metro: Tribunal, Alonso Martínez, Bilbao","Tribunal, Alonso Martínez, Bilbao",,"Bus: 3, 21, 37, 40, 147, 149","3
21
37
40
147
149",,No accesible,BARCELO,6,MADRID,MADRID,28004,JUSTICIA/ CENTRO,DISTRITO,40.42671069347762,-3.6988277636112716,910285389,infobarcelo@forus.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal Blanca Fernández Ochoa (La Mina),Centro-Deportivo-Municipal-Blanca-Fernandez-Ochoa-(La-Mina),,,,"Metro: Carabanchel , Eugenia de Montijo.  Bus: 17 , 34 , 35 , 113 , 484 ,  481.  Bicicleta:  el centro dispone de  aparca bicicletas exterior  con capacidad para  4  bicicletas.   Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .",,,,"Metro: Carabanchel , Eugenia de Montijo","Carabanchel , Eugenia de Montijo",,"Bus: 17 , 34 , 35 , 113 , 484 ,  481","17
34
35
113
484
481",,Accesible,MONSEÑOR OSCAR ROMERO,41,MADRID,MADRID,28025,VISTA ALEGRE,CARABANCHEL,40.38238220944523,-3.746452142917399,"914661278
914661732",idmlamina@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal Casa de Campo,Centro-Deportivo-Municipal-Casa-de-Campo,,,,"Metro: Lago, Puerta del Ángel.  Bus:  31, 33, 36, 39, 65, 138.   Bicicleta: el centro dispone de aparca bicicletas exterior con capacidad para 10 bicicletas.  Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones",,,,"Metro: Lago, Puerta del Ángel","Lago, Puerta del Ángel",,"Bus:  31, 33, 36, 39, 65, 138","31
33
36
39
65
138",,Accesible,PUERTA DEL ANGEL,7,MADRID,MADRID,28011,CASA DE CAMPO,MONCLOA-ARAVACA,40.41612628789201,-3.733536573641621,"914630050
914649889",idmccampo@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal Centro Integrado Arganzuela,Centro-Deportivo-Municipal-Centro-Integrado-Arganzuela,,,,"Metro: Palos de la Frontera  Bus: 6, 8, 19, 45, 47, 55, 59, 85, 86, 102, 247  Renfe: Delicias.  Bicicleta: el centro dispone de aparca bicicletas exterior con capacidad para 6 bicicletas.   Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .",Renfe: Delicias c1 c10,"C-1
C-10",Delicias,Metro: Palos de la Frontera,Palos de la Frontera,,"Bus: 6, 8, 19, 45, 47, 55, 59, 85, 86, 102, 247","6
8
19
45
47
55
59
85
86
102
247",,Accesible,CANARIAS,17,MADRID,MADRID,28045,PALOS DE MOGUER,ARGANZUELA,40.40207279862862,-3.6955325387824014,915273938,idmestacionsur@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal Cerro Almodóvar,Centro-Deportivo-Municipal-Cerro-Almodovar,,,,"Bus: 58, 63, 145  Renfe: Santa Eugenia",RENFE: Santa Eugenia C2,C-2,: Santa Eugenia,,,,"Bus: 58, 63, 145","58
63
145",,Accesible,CERRO DE ALMODOVAR,9,MADRID,MADRID,28031,SANTA EUGENIA,VILLA DE VALLECAS,40.38168820146643,-3.602327770076511,913314047,idmcalmodovar@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal Chamartín,Centro-Deportivo-Municipal-Chamartin,,,,"Metro: Pío XII.  Bus: 16 , 29 , 51 , 150.  Bicicleta:  El centro dispone de aparcabicicletas interior con capacidad para 12 bicicletas.  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,Metro: Pío XII,Pío XII,,"Bus: 16 , 29 , 51 , 150","16
29
51
150",,Accesible,PIO XII,2,MADRID,MADRID,28016,NUEVA ESPAÑA,CHAMARTIN,40.46113349830694,-3.676208246061129,913593339,infochamartin@forus.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal Circuito BMX,Centro-Deportivo-Municipal-Circuito-BMX,,,,"Metro: LegazpiBus: 62, T-32",,,,Metro: Legazpi,Legazpi,,"Bus: 62, T-32","62
32",,No accesible,EMBAJADORES,316,MADRID,MADRID,28045,LEGAZPI,ARGANZUELA,40.385539006771225,-3.6898722494765366,915279704,idmcircuitobmx@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CanchasBaloncesto,CentrosEspaciosDeporte
Centro Deportivo Municipal Ciudad de los Poetas,Centro-Deportivo-Municipal-Ciudad-de-los-Poetas,,,,"Metro: Antonio Machado, Valdez arza   Bus : 126, 127, 132  Bicicleta:el centro dispone de aparca bicicletas  exterior con capacidad para 5 bicicletas.   Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .",,,,"Metro: Antonio Machado, Valdez arza","Antonio Machado, Valdez arza",,"Bus : 126, 127, 132","126
127
132",,No accesible,ANTONIO MACHADO,12,MADRID,MADRID,28035,VALDEZARZA,MONCLOA-ARAVACA,40.465920678080856,-3.7189325594658573,913732739,idmcpoetas@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal Concepción,Centro-Deportivo-Municipal-Concepcion,,,,"Metro: Barrio de la Concepción, Pueblo Nuevo, Quintana.  Bus: 21 ,146, 48.  Bicicleta: el centro dispone de aparca bicicletas,    exterior con capacidad para 11 bicicletas.  interior con capacidad para 6 bicicletas.    Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .",,,,"Metro: Barrio de la Concepción, Pueblo Nuevo, Quintana","Barrio de la Concepción, Pueblo Nuevo, Quintana",,"Bus: 21 ,146, 48","21
146
48",,No accesible,JOSE DEL HIERRO,5,MADRID,MADRID,28027,CONCEPCION,CIUDAD LINEAL,40.43725652047252,-3.6484498132292025,"914039020
914039021
914058719",idmconcepcion@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal Cuatro Caminos,Centro-Deportivo-Municipal-Cuatro-Caminos,,,,"Metro: Cuatro Caminos (líneas 1, 2 y 7), Guzmán el Bueno (Líneas 6 y 7) Islas Filipinas (Línea 7), Alvarado (Línea 1) Canal (Líneas 2 y 7).  Bus: Circular 1 y 2, líneas 3, 37. 45, 64, 66, 124, 127, 128, 149 y N23.  Bicicleta:   Servicio Bicimad: Estación 132 de calle Santa Engracia 168 y estación 204 de calle Doctor Santero 1.para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",,,,"Metro: Cuatro Caminos (líneas 1, 2 y 7), Guzmán el Bueno (Líneas 6 y 7) Islas Filipinas (Línea 7), Alvarado (Línea 1) Canal (Líneas 2 y 7)","Cuatro Caminos , Guzmán el Bueno  Islas Filipinas , Alvarado  Canal","1
2
7
6","Bus: Circular 1 y 2, líneas 3, 37","1
2
3
37",,"Instalación parcialmente accesible para personas con movilidad reducida
Lengua de signos",BRAVO MURILLO,107,MADRID,MADRID,28020,BELLAS VISTAS,TETUAN,40.44793969377676,-3.7040303744815635,911177107,info@sportrade.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal Daoíz y Velarde 1,Centro-Deportivo-Municipal-Daoiz-y-Velarde-1,,,,"Metro: Pacífico, Menéndez Pelayo Bus: 37, 57, 10, 54, 24, 141  Renfe: Méndez Alvaro, Atocha  Bicicleta: el centro dispone de aparcabicicletas exterior con capacidad para 5 bicicletas.   Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.","Renfe: Méndez Alvaro, Atocha C1,C2,C3,C4,C5,C6,C7,C8 y C10","C-1
C-2
C-3
C-4
C-5
C-6
C-7
C-8
C-10","Méndez Alvaro, Atocha","Metro: Pacífico, Menéndez Pelayo","Pacífico, Menéndez Pelayo",,"Bus: 37, 57, 10, 54, 24, 141","37
57
10
54
24
141",,"Accesible
Señalización podotáctil
Bucle de inducción magnético",DAOÍZ Y VELARDE,5,MADRID,MADRID,28007,PACIFICO,RETIRO,40.40236990974131,-3.6772808932293217,"914338950
914338770",idmdvelarde@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal Daoíz y Velarde 2,Centro-Deportivo-Municipal-Daoiz-y-Velarde-2,,,,"Metro: Pacífico.  Bus: 37 , 57.  Renfe: Méndez Álvaro.  Bicicleta:   Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.",Renfe: Méndez Álvaro c1 c5 c10,"C-1
C-5
C-10",Méndez Álvaro,Metro: Pacífico,Pacífico,,"Bus: 37 , 57","37
57",,Accesible,ALBERCHE,21,MADRID,MADRID,28007,PACIFICO,RETIRO,40.400799189712316,-3.6778902970366896,914332758,secretaria@fmkarate.com,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
Centro Deportivo Municipal El Espinillo,Centro-Deportivo-Municipal-El-Espinillo,,,,"Bus: 23, 123, 130  Metro: Villaverde Bajo Cruce  Renfe: Villaverde Bajo  Bicicleta: el centro dispone de aparca bicicletas interior con capacidad para 4 bicicletas.",Renfe: Villaverde Bajo C3 C4,"C-3
C-4",Villaverde Bajo,Metro: Villaverde Bajo Cruce,Villaverde Bajo Cruce,,"Bus: 23, 123, 130","23
123
130",,Accesible,VILLAVERDE A VALLECAS,19,MADRID,MADRID,28041,LOS ROSALES,VILLAVERDE,40.35634193991933,-3.686595141820635,913603265,idmespinillo@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Piscinas,CentrosEspaciosDeporte
Centro Deportivo Municipal El Olivillo,Centro-Deportivo-Municipal-El-Olivillo,,,,"Metro: Lucero.  Bus: 31, 33, 36, 39, 65.",,,,Metro: Lucero,Lucero,,"Bus: 31, 33, 36, 39, 65","31
33
36
39
65",,No accesible,OLIVILLO,4,MADRID,MADRID,28011,LUCERO,LATINA,40.40652470221465,-3.745889233801086,914790212,idmolivillo@madrid.es,/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios,CentrosEspaciosDeporte
